datetime,SM2009
2019-09-17,6692.0
2019-09-18,6654.0
2019-09-19,6642.0
2019-09-20,6566.0
2019-09-23,6586.0
2019-09-24,6620.0
2019-09-25,6630.0
2019-09-26,6604.0
2019-09-27,6492.0
2019-09-30,6516.0
2019-10-08,6522.0
2019-10-09,6488.0
2019-10-10,6510.0
2019-10-11,6470.0
2019-10-14,6400.0
2019-10-15,6382.0
2019-10-16,6400.0
2019-10-17,6390.0
2019-10-18,6402.0
2019-10-21,6328.0
2019-10-22,6312.0
2019-10-23,6316.0
2019-10-24,6250.0
2019-10-25,6202.0
2019-10-28,6170.0
2019-10-29,6168.0
2019-10-30,6100.0
2019-10-31,6052.0
2019-11-01,6030.0
2019-11-04,5962.0
2019-11-05,5976.0
2019-11-06,6010.0
2019-11-07,5984.0
2019-11-08,5900.0
2019-11-11,5882.0
2019-11-12,5892.0
2019-11-13,5912.0
2019-11-14,6006.0
2019-11-15,6040.0
2019-11-18,6122.0
2019-11-19,6130.0
2019-11-20,6110.0
2019-11-21,6122.0
2019-11-22,6116.0
2019-11-25,6106.0
2019-11-26,6078.0
2019-11-27,6056.0
2019-11-28,5948.0
2019-11-29,5932.0
2019-12-02,6018.0
2019-12-03,5990.0
2019-12-04,5998.0
2019-12-05,6008.0
2019-12-06,6012.0
2019-12-09,6136.0
2019-12-10,6198.0
2019-12-11,6262.0
2019-12-12,6190.0
2019-12-13,6222.0
2019-12-16,6200.0
2019-12-17,6240.0
2019-12-18,6368.0
2019-12-19,6346.0
2019-12-20,6410.0
2019-12-23,6366.0
2019-12-24,6306.0
2019-12-25,6326.0
2019-12-26,6342.0
2019-12-27,6384.0
2019-12-30,6340.0
2019-12-31,6324.0
2020-01-02,6326.0
2020-01-03,6334.0
2020-01-06,6238.0
2020-01-07,6258.0
2020-01-08,6254.0
2020-01-09,6248.0
2020-01-10,6240.0
2020-01-13,6184.0
2020-01-14,6190.0
2020-01-15,6206.0
2020-01-16,6212.0
2020-01-17,6236.0
2020-01-20,6354.0
2020-01-21,6344.0
2020-01-22,6340.0
2020-01-23,6342.0
2020-02-03,6420.0
2020-02-04,6560.0
2020-02-05,6406.0
2020-02-06,6428.0
2020-02-07,6456.0
2020-02-10,6456.0
2020-02-11,6496.0
2020-02-12,6402.0
2020-02-13,6338.0
2020-02-14,6278.0
2020-02-17,6284.0
2020-02-18,6232.0
2020-02-19,6224.0
2020-02-20,6314.0
2020-02-21,6274.0
2020-02-24,6156.0
2020-02-25,6138.0
2020-02-26,6144.0
2020-02-27,6106.0
2020-02-28,6092.0
2020-03-02,6116.0
2020-03-03,6112.0
2020-03-04,6168.0
2020-03-05,6136.0
2020-03-06,6142.0
2020-03-09,6044.0
2020-03-10,6080.0
2020-03-11,6084.0
2020-03-12,6118.0
2020-03-13,6134.0
2020-03-16,6212.0
2020-03-17,6276.0
2020-03-18,6332.0
2020-03-19,6254.0
2020-03-20,6298.0
2020-03-23,6184.0
2020-03-24,6374.0
2020-03-25,6452.0
2020-03-26,6816.0
2020-03-27,6648.0
2020-03-30,6670.0
2020-03-31,6708.0
2020-04-01,6450.0
2020-04-02,6574.0
2020-04-03,6558.0
2020-04-07,6664.0
2020-04-08,6658.0
2020-04-09,6590.0
2020-04-10,7008.0
2020-04-13,7020.0
2020-04-14,6904.0
2020-04-15,6982.0
2020-04-16,7178.0
2020-04-17,7234.0
2020-04-20,7220.0
2020-04-21,7390.0
2020-04-22,7376.0
2020-04-23,7222.0
2020-04-24,7268.0
2020-04-27,7174.0
2020-04-28,7156.0
2020-04-29,7112.0
2020-04-30,7118.0
2020-05-06,7160.0
2020-05-07,7138.0
2020-05-08,7130.0
2020-05-11,7118.0
2020-05-12,7286.0
2020-05-13,7248.0
2020-05-14,7078.0
2020-05-15,7116.0
2020-05-18,6992.0
2020-05-19,7100.0
2020-05-20,7098.0
2020-05-21,7082.0
2020-05-22,7078.0
2020-05-25,6884.0
2020-05-26,6858.0
2020-05-27,6760.0
2020-05-28,6804.0
2020-05-29,6768.0
2020-06-01,6844.0
2020-06-02,6802.0
2020-06-03,6750.0
2020-06-04,6578.0
2020-06-05,6648.0
2020-06-08,6636.0
2020-06-09,6462.0
2020-06-10,6444.0
2020-06-11,6640.0
2020-06-12,6694.0
2020-06-15,6868.0
2020-06-16,6780.0
2020-06-17,6776.0
2020-06-18,6734.0
2020-06-19,6738.0
2020-06-22,6622.0
2020-06-23,6634.0
2020-06-24,6596.0
2020-06-29,6466.0
2020-06-30,6502.0
2020-07-01,6514.0
2020-07-02,6528.0
2020-07-03,6482.0
2020-07-06,6598.0
2020-07-07,6508.0
2020-07-08,6642.0
2020-07-09,6632.0
2020-07-10,6666.0
2020-07-13,6572.0
2020-07-14,6448.0
2020-07-15,6460.0
2020-07-16,6296.0
2020-07-17,6306.0
2020-07-20,6330.0
2020-07-21,6306.0
2020-07-22,6312.0
2020-07-23,6312.0
2020-07-24,6204.0
2020-07-27,6210.0
2020-07-28,6194.0
2020-07-29,6220.0
2020-07-30,6242.0
2020-07-31,6264.0
2020-08-03,6248.0
2020-08-04,6338.0
2020-08-05,6342.0
2020-08-06,6292.0
2020-08-07,6370.0
2020-08-10,6482.0
2020-08-11,6474.0
2020-08-12,6578.0
2020-08-13,6518.0
2020-08-14,6500.0
2020-08-17,6392.0
2020-08-18,6268.0
2020-08-19,6266.0
2020-08-20,6236.0
2020-08-21,6140.0
2020-08-24,6154.0
2020-08-25,6194.0
2020-08-26,6214.0
2020-08-27,6188.0
2020-08-28,6180.0
2020-08-31,6242.0
2020-09-01,6270.0
2020-09-02,6318.0
2020-09-03,6290.0
2020-09-04,6340.0
2020-09-07,6304.0
2020-09-08,6352.0
2020-09-09,6300.0
2020-09-10,6212.0
2020-09-11,6150.0
2020-09-14,6154.0
