datetime,MA2601
2025-01-16,2621.0
2025-01-17,2611.0
2025-01-20,2586.0
2025-01-21,2592.0
2025-01-22,2581.0
2025-01-23,2545.0
2025-01-24,2557.0
2025-01-27,2561.0
2025-02-05,2575.0
2025-02-06,2576.0
2025-02-07,2580.0
2025-02-10,2603.0
2025-02-11,2598.0
2025-02-12,2577.0
2025-02-13,2549.0
2025-02-14,2540.0
2025-02-17,2555.0
2025-02-18,2549.0
2025-02-19,2542.0
2025-02-20,2552.0
2025-02-21,2546.0
2025-02-24,2559.0
2025-02-25,2540.0
2025-02-26,2539.0
2025-02-27,2570.0
2025-02-28,2567.0
2025-03-03,2583.0
2025-03-04,2574.0
2025-03-05,2559.0
2025-03-06,2546.0
2025-03-07,2554.0
2025-03-10,2556.0
2025-03-11,2530.0
2025-03-12,2491.0
2025-03-13,2498.0
2025-03-14,2522.0
2025-03-17,2507.0
2025-03-18,2502.0
2025-03-19,2493.0
2025-03-20,2498.0
2025-03-21,2501.0
2025-03-24,2526.0
2025-03-25,2511.0
2025-03-26,2516.0
2025-03-27,2530.0
2025-03-28,2517.0
2025-03-31,2483.0
2025-04-01,2491.0
2025-04-02,2480.0
2025-04-03,2456.0
2025-04-07,2356.0
2025-04-08,2346.0
2025-04-09,2307.0
2025-04-10,2388.0
2025-04-11,2384.0
2025-04-14,2346.0
2025-04-15,2351.0
2025-04-16,2331.0
2025-04-17,2309.0
2025-04-18,2334.0
2025-04-21,2342.0
2025-04-22,2326.0
2025-04-23,2370.0
2025-04-24,2360.0
2025-04-25,2353.0
2025-04-28,2370.0
2025-04-29,2341.0
2025-04-30,2316.0
2025-05-06,2288.0
2025-05-07,2306.0
2025-05-08,2285.0
2025-05-09,2290.0
2025-05-12,2334.0
2025-05-13,2354.0
2025-05-14,2425.0
2025-05-15,2388.0
2025-05-16,2353.0
2025-05-19,2340.0
2025-05-20,2326.0
2025-05-21,2343.0
2025-05-22,2311.0
2025-05-23,2291.0
2025-05-26,2293.0
2025-05-27,2282.0
2025-05-28,2279.0
2025-05-29,2289.0
2025-05-30,2275.0
2025-06-03,2289.0
2025-06-04,2330.0
2025-06-05,2319.0
2025-06-06,2327.0
2025-06-09,2338.0
2025-06-10,2338.0
2025-06-11,2345.0
2025-06-12,2353.0
2025-06-13,2423.0
2025-06-16,2464.0
2025-06-17,2455.0
2025-06-18,2500.0
2025-06-19,2515.0
2025-06-20,2511.0
2025-06-23,2492.0
2025-06-24,2407.0
2025-06-25,2417.0
2025-06-26,2433.0
2025-06-27,2419.0
2025-06-30,2413.0
2025-07-01,2420.0
2025-07-02,2434.0
2025-07-03,2450.0
2025-07-04,2437.0
2025-07-07,2435.0
2025-07-08,2420.0
2025-07-09,2434.0
2025-07-10,2463.0
2025-07-11,2443.0
2025-07-14,2463.0
2025-07-15,2455.0
2025-07-16,2434.0
2025-07-17,2438.0
2025-07-18,2434.0
2025-07-21,2482.0
2025-07-22,2536.0
2025-07-23,2497.0
2025-07-24,2550.0
2025-07-25,2587.0
2025-07-28,2492.0
2025-07-29,2520.0
2025-07-30,2510.0
2025-07-31,2493.0
2025-08-01,2485.0
2025-08-04,2487.0
2025-08-05,2497.0
2025-08-06,2503.0
2025-08-07,2497.0
2025-08-08,2475.0
2025-08-11,2485.0
2025-08-12,2496.0
2025-08-13,2479.0
2025-08-14,2435.0
2025-08-15,2412.0
2025-08-18,2396.0
2025-08-19,2391.0
2025-08-20,2424.0
2025-08-21,2425.0
2025-08-22,2405.0
2025-08-25,2424.0
2025-08-26,2395.0
2025-08-27,2372.0
2025-08-28,2373.0
2025-08-29,2361.0
2025-09-01,2385.0
2025-09-02,2372.0
2025-09-03,2382.0
2025-09-04,2378.0
2025-09-05,2415.0
2025-09-08,2408.0
2025-09-09,2398.0
2025-09-10,2407.0
2025-09-11,2387.0
2025-09-12,2379.0
2025-09-15,2396.0
2025-09-16,2375.0
2025-09-17,2376.0
2025-09-18,2346.0
2025-09-19,2361.0
2025-09-22,2348.0
2025-09-23,2343.0
2025-09-24,2351.0
2025-09-25,2356.0
2025-09-26,2355.0
2025-09-29,2359.0
2025-09-30,2328.0
2025-10-09,2290.0
2025-10-10,2307.0
2025-10-13,2342.0
2025-10-14,2274.0
2025-10-15,2298.0
2025-10-16,2319.0
2025-10-17,2272.0
2025-10-20,2266.0
2025-10-21,2268.0
2025-10-22,2261.0
2025-10-23,2292.0
2025-10-24,2272.0
2025-10-27,2268.0
2025-10-28,2241.0
2025-10-29,2257.0
2025-10-30,2208.0
2025-10-31,2180.0
