datetime,Y2301
2022-01-18,8692.0
2022-01-19,8712.0
2022-01-20,8842.0
2022-01-21,8994.0
2022-01-24,8946.0
2022-01-25,8860.0
2022-01-26,8926.0
2022-01-27,9098.0
2022-01-28,9348.0
2022-02-07,9600.0
2022-02-08,9564.0
2022-02-09,9442.0
2022-02-10,9480.0
2022-02-11,9394.0
2022-02-14,9522.0
2022-02-15,9594.0
2022-02-16,9582.0
2022-02-17,9576.0
2022-02-18,9710.0
2022-02-21,9752.0
2022-02-22,9788.0
2022-02-23,9898.0
2022-02-24,10280.0
2022-02-25,10094.0
2022-02-28,10144.0
2022-03-01,10270.0
2022-03-02,10274.0
2022-03-03,10444.0
2022-03-04,10150.0
2022-03-07,10236.0
2022-03-08,10208.0
2022-03-09,10326.0
2022-03-10,9988.0
2022-03-11,9940.0
2022-03-14,9804.0
2022-03-15,9682.0
2022-03-16,9900.0
2022-03-17,9704.0
2022-03-18,9884.0
2022-03-21,9856.0
2022-03-22,9920.0
2022-03-23,9842.0
2022-03-24,9956.0
2022-03-25,9856.0
2022-03-28,9866.0
2022-03-29,9884.0
2022-03-30,9800.0
2022-03-31,9896.0
2022-04-01,9662.0
2022-04-06,10078.0
2022-04-07,10050.0
2022-04-08,10222.0
2022-04-11,10232.0
2022-04-12,10460.0
2022-04-13,10422.0
2022-04-14,10566.0
2022-04-15,10676.0
2022-04-18,10690.0
2022-04-19,10864.0
2022-04-20,10746.0
2022-04-21,10830.0
2022-04-22,10860.0
2022-04-25,10766.0
2022-04-26,10924.0
2022-04-27,11072.0
2022-04-28,11216.0
2022-04-29,11310.0
2022-05-05,11040.0
2022-05-06,10908.0
2022-05-09,10876.0
2022-05-10,10796.0
2022-05-11,10776.0
2022-05-12,10736.0
2022-05-13,10936.0
2022-05-16,11014.0
2022-05-17,10928.0
2022-05-18,10932.0
2022-05-19,10938.0
2022-05-20,11060.0
2022-05-23,11082.0
2022-05-24,11072.0
2022-05-25,11138.0
2022-05-26,11112.0
2022-05-27,11272.0
2022-05-30,11182.0
2022-05-31,11304.0
2022-06-01,11256.0
2022-06-02,11298.0
2022-06-06,11450.0
2022-06-07,11550.0
2022-06-08,11680.0
2022-06-09,11402.0
2022-06-10,11484.0
2022-06-13,11338.0
2022-06-14,11424.0
2022-06-15,11264.0
2022-06-16,11122.0
2022-06-17,11086.0
2022-06-20,10914.0
2022-06-21,10612.0
2022-06-22,10224.0
2022-06-23,10152.0
2022-06-24,9812.0
2022-06-27,10030.0
2022-06-28,10184.0
2022-06-29,10180.0
2022-06-30,10158.0
2022-07-01,9672.0
2022-07-04,9650.0
2022-07-05,9128.0
2022-07-06,8832.0
2022-07-07,8806.0
2022-07-08,9068.0
2022-07-11,9184.0
2022-07-12,9122.0
2022-07-13,8648.0
2022-07-14,8774.0
2022-07-15,8700.0
2022-07-18,9030.0
2022-07-19,9038.0
2022-07-20,9118.0
2022-07-21,8976.0
2022-07-22,8866.0
2022-07-25,8848.0
2022-07-26,9168.0
2022-07-27,9126.0
2022-07-28,9636.0
2022-07-29,9836.0
2022-08-01,9730.0
2022-08-02,9600.0
2022-08-03,9670.0
2022-08-04,9246.0
2022-08-05,9372.0
2022-08-08,9586.0
2022-08-09,9596.0
2022-08-10,9624.0
2022-08-11,9732.0
2022-08-12,9880.0
2022-08-15,9660.0
2022-08-16,9608.0
2022-08-17,9680.0
2022-08-18,9466.0
2022-08-19,9546.0
2022-08-22,9746.0
2022-08-23,9732.0
2022-08-24,10020.0
2022-08-25,9986.0
2022-08-26,9928.0
2022-08-29,9982.0
2022-08-30,9824.0
2022-08-31,9918.0
2022-09-01,9514.0
2022-09-02,9326.0
2022-09-05,9520.0
2022-09-06,9558.0
2022-09-07,9202.0
2022-09-08,9120.0
2022-09-09,9136.0
2022-09-13,9438.0
2022-09-14,9404.0
2022-09-15,9264.0
2022-09-16,9170.0
2022-09-19,9130.0
2022-09-20,9092.0
2022-09-21,9258.0
2022-09-22,9220.0
2022-09-23,9124.0
2022-09-26,8808.0
2022-09-27,8868.0
2022-09-28,8794.0
2022-09-29,8906.0
2022-09-30,8894.0
2022-10-10,9142.0
2022-10-11,9232.0
2022-10-12,9396.0
2022-10-13,9428.0
2022-10-14,9566.0
2022-10-17,9368.0
2022-10-18,9480.0
2022-10-19,9540.0
2022-10-20,9584.0
2022-10-21,9594.0
2022-10-24,9488.0
2022-10-25,9550.0
2022-10-26,9544.0
2022-10-27,9424.0
2022-10-28,9154.0
2022-10-31,9072.0
2022-11-01,9322.0
2022-11-02,9528.0
2022-11-03,9560.0
2022-11-04,9654.0
2022-11-07,9566.0
2022-11-08,9498.0
2022-11-09,9298.0
2022-11-10,9264.0
2022-11-11,9350.0
2022-11-14,9110.0
2022-11-15,9150.0
2022-11-16,9188.0
2022-11-17,9174.0
2022-11-18,9202.0
2022-11-21,9072.0
2022-11-22,9032.0
2022-11-23,9068.0
2022-11-24,9218.0
2022-11-25,9232.0
2022-11-28,9118.0
2022-11-29,9392.0
2022-11-30,9502.0
2022-12-01,9456.0
2022-12-02,9242.0
2022-12-05,9300.0
2022-12-06,9262.0
2022-12-07,9232.0
2022-12-08,9298.0
2022-12-09,9252.0
2022-12-12,8962.0
2022-12-13,9170.0
2022-12-14,9176.0
2022-12-15,9070.0
2022-12-16,8950.0
2022-12-19,8876.0
2022-12-20,8750.0
2022-12-21,8788.0
2022-12-22,8676.0
2022-12-23,8590.0
2022-12-26,8826.0
2022-12-27,9128.0
2022-12-28,9158.0
2022-12-29,9152.0
2022-12-30,9138.0
2023-01-03,9180.0
2023-01-04,9206.0
2023-01-05,9160.0
2023-01-06,9160.0
2023-01-09,9160.0
2023-01-13,8698.0
2023-01-16,8702.0
