datetime,Y2409
2023-09-15,7786.0
2023-09-18,7762.0
2023-09-19,7650.0
2023-09-20,7690.0
2023-09-21,7472.0
2023-09-22,7544.0
2023-09-25,7516.0
2023-09-26,7532.0
2023-09-27,7554.0
2023-09-28,7606.0
2023-10-09,7450.0
2023-10-10,7320.0
2023-10-11,7248.0
2023-10-12,7264.0
2023-10-13,7392.0
2023-10-16,7430.0
2023-10-17,7446.0
2023-10-18,7482.0
2023-10-19,7504.0
2023-10-20,7416.0
2023-10-23,7374.0
2023-10-24,7324.0
2023-10-25,7320.0
2023-10-26,7438.0
2023-10-27,7442.0
2023-10-30,7484.0
2023-10-31,7396.0
2023-11-01,7426.0
2023-11-02,7492.0
2023-11-03,7552.0
2023-11-06,7638.0
2023-11-07,7562.0
2023-11-08,7620.0
2023-11-09,7588.0
2023-11-10,7660.0
2023-11-13,7654.0
2023-11-14,7756.0
2023-11-15,7882.0
2023-11-16,7834.0
2023-11-17,7720.0
2023-11-20,7728.0
2023-11-21,7718.0
2023-11-22,7828.0
2023-11-23,7700.0
2023-11-24,7676.0
2023-11-27,7694.0
2023-11-28,7710.0
2023-11-29,7680.0
2023-11-30,7744.0
2023-12-01,7638.0
2023-12-04,7592.0
2023-12-05,7542.0
2023-12-06,7458.0
2023-12-07,7448.0
2023-12-08,7600.0
2023-12-11,7592.0
2023-12-12,7622.0
2023-12-13,7510.0
2023-12-14,7476.0
2023-12-15,7480.0
2023-12-18,7520.0
2023-12-19,7504.0
2023-12-20,7492.0
2023-12-21,7516.0
2023-12-22,7454.0
2023-12-25,7460.0
2023-12-26,7492.0
2023-12-27,7558.0
2023-12-28,7526.0
2023-12-29,7418.0
2024-01-02,7374.0
2024-01-03,7276.0
2024-01-04,7294.0
2024-01-05,7278.0
2024-01-08,7250.0
2024-01-09,7298.0
2024-01-10,7400.0
2024-01-11,7414.0
2024-01-12,7388.0
2024-01-15,7352.0
2024-01-16,7340.0
2024-01-17,7286.0
2024-01-18,7354.0
2024-01-19,7446.0
2024-01-22,7410.0
2024-01-23,7448.0
2024-01-24,7508.0
2024-01-25,7504.0
2024-01-26,7456.0
2024-01-29,7316.0
2024-01-30,7148.0
2024-01-31,7160.0
2024-02-01,7144.0
2024-02-02,7092.0
2024-02-05,7058.0
2024-02-06,7070.0
2024-02-07,7064.0
2024-02-08,7100.0
2024-02-19,7140.0
2024-02-20,7166.0
2024-02-21,7186.0
2024-02-22,7218.0
2024-02-23,7170.0
2024-02-26,7114.0
2024-02-27,7204.0
2024-02-28,7204.0
2024-02-29,7262.0
2024-03-01,7336.0
2024-03-04,7334.0
2024-03-05,7350.0
2024-03-06,7442.0
2024-03-07,7420.0
2024-03-08,7528.0
2024-03-11,7470.0
2024-03-12,7558.0
2024-03-13,7584.0
2024-03-14,7628.0
2024-03-15,7638.0
2024-03-18,7686.0
2024-03-19,7690.0
2024-03-20,7762.0
2024-03-21,7786.0
2024-03-22,7730.0
2024-03-25,7718.0
2024-03-26,7680.0
2024-03-27,7570.0
2024-03-28,7586.0
2024-03-29,7702.0
2024-04-01,7774.0
2024-04-02,7764.0
2024-04-03,7858.0
2024-04-08,7698.0
2024-04-09,7720.0
2024-04-10,7724.0
2024-04-11,7722.0
2024-04-12,7646.0
2024-04-15,7644.0
2024-04-16,7570.0
2024-04-17,7486.0
2024-04-18,7508.0
2024-04-19,7440.0
2024-04-22,7488.0
2024-04-23,7618.0
2024-04-24,7668.0
2024-04-25,7558.0
2024-04-26,7618.0
2024-04-29,7650.0
2024-04-30,7628.0
2024-05-06,7696.0
2024-05-07,7810.0
2024-05-08,7780.0
2024-05-09,7698.0
2024-05-10,7570.0
2024-05-13,7736.0
2024-05-14,7756.0
2024-05-15,7810.0
2024-05-16,7788.0
2024-05-17,7966.0
2024-05-20,7986.0
2024-05-21,8010.0
2024-05-22,8042.0
2024-05-23,8008.0
2024-05-24,7978.0
2024-05-27,7944.0
2024-05-28,8106.0
2024-05-29,8154.0
2024-05-30,8030.0
2024-05-31,8140.0
2024-06-03,7902.0
2024-06-04,7864.0
2024-06-05,7826.0
2024-06-06,7936.0
2024-06-07,8008.0
2024-06-11,7858.0
2024-06-12,7942.0
2024-06-13,7912.0
2024-06-14,7884.0
2024-06-17,7764.0
2024-06-18,7840.0
2024-06-19,7916.0
2024-06-20,7890.0
2024-06-21,7826.0
2024-06-24,7832.0
2024-06-25,7748.0
2024-06-26,7800.0
2024-06-27,7770.0
2024-06-28,7834.0
2024-07-01,7882.0
2024-07-02,8040.0
2024-07-03,8020.0
2024-07-04,7994.0
2024-07-05,7952.0
2024-07-08,7892.0
2024-07-09,7776.0
2024-07-10,7572.0
2024-07-11,7582.0
2024-07-12,7638.0
2024-07-15,7592.0
2024-07-16,7612.0
2024-07-17,7630.0
2024-07-18,7692.0
2024-07-19,7688.0
2024-07-22,7776.0
2024-07-23,7804.0
2024-07-24,7710.0
2024-07-25,7700.0
2024-07-26,7794.0
2024-07-29,7688.0
2024-07-30,7616.0
2024-07-31,7636.0
2024-08-01,7560.0
2024-08-02,7668.0
2024-08-05,7578.0
2024-08-06,7408.0
2024-08-07,7406.0
2024-08-08,7458.0
2024-08-09,7504.0
2024-08-12,7480.0
2024-08-13,7322.0
2024-08-14,7294.0
2024-08-15,7384.0
2024-08-16,7362.0
2024-08-19,7402.0
2024-08-20,7424.0
2024-08-21,7436.0
2024-08-22,7400.0
2024-08-23,7400.0
2024-08-26,7526.0
2024-08-27,7576.0
2024-08-28,7602.0
2024-08-29,7594.0
2024-08-30,7780.0
2024-09-02,7588.0
2024-09-04,7766.0
2024-09-06,7608.0
2024-09-09,7662.0
2024-09-10,7662.0
2024-09-11,7662.0
2024-09-12,7600.0
2024-09-13,7540.0
