datetime,V2309
2022-09-16,6181.0
2022-09-19,6092.0
2022-09-20,6069.0
2022-09-21,6015.0
2022-09-22,6105.0
2022-09-23,6020.0
2022-09-26,6014.0
2022-09-27,5978.0
2022-09-28,6003.0
2022-09-29,6065.0
2022-09-30,6083.0
2022-10-10,6133.0
2022-10-11,6108.0
2022-10-12,6066.0
2022-10-13,5962.0
2022-10-14,5950.0
2022-10-17,5822.0
2022-10-18,5835.0
2022-10-19,5852.0
2022-10-20,5838.0
2022-10-21,5793.0
2022-10-24,5815.0
2022-10-25,5761.0
2022-10-26,5697.0
2022-10-27,5686.0
2022-10-28,5664.0
2022-10-31,5612.0
2022-11-01,5760.0
2022-11-02,5804.0
2022-11-03,5837.0
2022-11-04,5900.0
2022-11-07,5834.0
2022-11-08,5810.0
2022-11-09,5839.0
2022-11-10,5765.0
2022-11-11,5902.0
2022-11-14,5920.0
2022-11-15,5930.0
2022-11-16,5938.0
2022-11-17,5880.0
2022-11-18,5886.0
2022-11-21,5820.0
2022-11-22,5779.0
2022-11-23,5759.0
2022-11-24,5864.0
2022-11-25,5956.0
2022-11-28,5870.0
2022-11-29,5946.0
2022-11-30,5942.0
2022-12-01,5993.0
2022-12-02,6114.0
2022-12-05,6210.0
2022-12-06,6172.0
2022-12-07,6118.0
2022-12-08,6153.0
2022-12-09,6290.0
2022-12-12,6228.0
2022-12-13,6298.0
2022-12-14,6355.0
2022-12-15,6422.0
2022-12-16,6415.0
2022-12-19,6265.0
2022-12-20,6285.0
2022-12-21,6333.0
2022-12-22,6245.0
2022-12-23,6216.0
2022-12-26,6296.0
2022-12-27,6342.0
2022-12-28,6318.0
2022-12-29,6271.0
2022-12-30,6277.0
2023-01-03,6334.0
2023-01-04,6257.0
2023-01-05,6236.0
2023-01-06,6397.0
2023-01-09,6379.0
2023-01-10,6381.0
2023-01-11,6415.0
2023-01-12,6422.0
2023-01-13,6471.0
2023-01-16,6502.0
2023-01-17,6500.0
2023-01-18,6574.0
2023-01-19,6635.0
2023-01-20,6692.0
2023-01-30,6567.0
2023-01-31,6393.0
2023-02-01,6359.0
2023-02-02,6252.0
2023-02-03,6259.0
2023-02-06,6266.0
2023-02-07,6249.0
2023-02-08,6244.0
2023-02-09,6277.0
2023-02-10,6273.0
2023-02-13,6216.0
2023-02-14,6295.0
2023-02-15,6312.0
2023-02-16,6350.0
2023-02-17,6354.0
2023-02-20,6413.0
2023-02-21,6467.0
2023-02-22,6446.0
2023-02-23,6472.0
2023-02-24,6509.0
2023-02-27,6432.0
2023-02-28,6383.0
2023-03-01,6403.0
2023-03-02,6399.0
2023-03-03,6450.0
2023-03-06,6418.0
2023-03-07,6466.0
2023-03-08,6468.0
2023-03-09,6348.0
2023-03-10,6308.0
2023-03-13,6389.0
2023-03-14,6342.0
2023-03-15,6271.0
2023-03-16,6152.0
2023-03-17,6188.0
2023-03-20,6145.0
2023-03-21,6133.0
2023-03-22,6157.0
2023-03-23,6072.0
2023-03-24,6144.0
2023-03-27,6188.0
2023-03-28,6244.0
2023-03-29,6252.0
2023-03-30,6249.0
2023-03-31,6264.0
2023-04-03,6251.0
2023-04-04,6200.0
2023-04-06,6158.0
2023-04-07,6226.0
2023-04-10,6160.0
2023-04-11,6151.0
2023-04-12,6099.0
2023-04-13,6033.0
2023-04-14,6025.0
2023-04-17,6087.0
2023-04-18,6180.0
2023-04-19,6205.0
2023-04-20,6200.0
2023-04-21,6198.0
2023-04-24,6103.0
2023-04-25,6083.0
2023-04-26,6048.0
2023-04-27,5994.0
2023-04-28,6025.0
2023-05-04,5987.0
2023-05-05,5919.0
2023-05-08,5987.0
2023-05-09,5943.0
2023-05-10,5889.0
2023-05-11,5836.0
2023-05-12,5818.0
2023-05-15,5871.0
2023-05-16,5841.0
2023-05-17,5858.0
2023-05-18,5910.0
2023-05-19,5782.0
2023-05-22,5682.0
2023-05-23,5693.0
2023-05-24,5638.0
2023-05-25,5699.0
2023-05-26,5755.0
2023-05-29,5736.0
2023-05-30,5683.0
2023-05-31,5674.0
2023-06-01,5777.0
2023-06-02,5845.0
2023-06-05,5698.0
2023-06-06,5732.0
2023-06-07,5655.0
2023-06-08,5658.0
2023-06-09,5696.0
2023-06-12,5664.0
2023-06-13,5683.0
2023-06-14,5756.0
2023-06-15,5730.0
2023-06-16,5812.0
2023-06-19,5791.0
2023-06-20,5796.0
2023-06-21,5814.0
2023-06-26,5717.0
2023-06-27,5767.0
2023-06-28,5757.0
2023-06-29,5815.0
2023-06-30,5839.0
2023-07-03,5819.0
2023-07-04,5828.0
2023-07-05,5780.0
2023-07-06,5794.0
2023-07-07,5844.0
2023-07-10,5870.0
2023-07-11,5896.0
2023-07-12,5936.0
2023-07-13,5979.0
2023-07-14,6038.0
2023-07-17,5875.0
2023-07-18,5971.0
2023-07-19,6041.0
2023-07-20,6016.0
2023-07-21,6009.0
2023-07-24,5935.0
2023-07-25,6012.0
2023-07-26,6098.0
2023-07-27,6131.0
2023-07-28,6287.0
2023-07-31,6291.0
2023-08-01,6242.0
2023-08-02,6286.0
2023-08-03,6145.0
2023-08-04,6187.0
2023-08-07,6149.0
2023-08-08,6172.0
2023-08-09,6227.0
2023-08-10,6154.0
2023-08-11,6152.0
2023-08-14,6045.0
2023-08-15,6083.0
2023-08-16,6045.0
2023-08-17,6115.0
2023-08-18,6196.0
2023-08-21,6206.0
2023-08-22,6219.0
2023-08-23,6255.0
2023-08-24,6277.0
2023-08-25,6281.0
2023-08-28,6184.0
2023-08-29,6090.0
2023-08-30,6208.0
2023-08-31,6138.0
2023-09-01,6294.0
2023-09-04,6391.0
2023-09-05,6406.0
2023-09-06,6450.0
2023-09-07,6410.0
2023-09-08,6344.0
2023-09-11,6352.0
2023-09-12,6382.0
2023-09-13,6286.0
2023-09-14,6268.0
