datetime,L2405
2023-05-18,7650.0
2023-05-19,7616.0
2023-05-22,7496.0
2023-05-23,7505.0
2023-05-24,7562.0
2023-05-25,7546.0
2023-05-26,7538.0
2023-05-29,7615.0
2023-05-30,7582.0
2023-05-31,7490.0
2023-06-01,7606.0
2023-06-02,7657.0
2023-06-05,7598.0
2023-06-06,7620.0
2023-06-07,7575.0
2023-06-08,7616.0
2023-06-09,7622.0
2023-06-12,7533.0
2023-06-13,7585.0
2023-06-14,7666.0
2023-06-15,7662.0
2023-06-16,7734.0
2023-06-19,7717.0
2023-06-20,7718.0
2023-06-21,7746.0
2023-06-26,7640.0
2023-06-27,7676.0
2023-06-28,7675.0
2023-06-29,7730.0
2023-06-30,7758.0
2023-07-03,7748.0
2023-07-04,7770.0
2023-07-05,7756.0
2023-07-06,7789.0
2023-07-07,7863.0
2023-07-10,7847.0
2023-07-11,7872.0
2023-07-12,7925.0
2023-07-13,7975.0
2023-07-14,8021.0
2023-07-17,7895.0
2023-07-18,7959.0
2023-07-19,7969.0
2023-07-20,7961.0
2023-07-21,7955.0
2023-07-24,7930.0
2023-07-25,8000.0
2023-07-26,8059.0
2023-07-27,8045.0
2023-07-28,8114.0
2023-07-31,8115.0
2023-08-01,8103.0
2023-08-02,8145.0
2023-08-03,8054.0
2023-08-04,8100.0
2023-08-07,8074.0
2023-08-08,8041.0
2023-08-09,8105.0
2023-08-10,8114.0
2023-08-11,8104.0
2023-08-14,8013.0
2023-08-15,8031.0
2023-08-16,7990.0
2023-08-17,8079.0
2023-08-18,8219.0
2023-08-21,8287.0
2023-08-22,8311.0
2023-08-23,8301.0
2023-08-24,8288.0
2023-08-25,8333.0
2023-08-28,8234.0
2023-08-29,8161.0
2023-08-30,8262.0
2023-08-31,8252.0
2023-09-01,8341.0
2023-09-04,8316.0
2023-09-05,8340.0
2023-09-06,8392.0
2023-09-07,8320.0
2023-09-08,8255.0
2023-09-11,8290.0
2023-09-12,8341.0
2023-09-13,8292.0
2023-09-14,8294.0
2023-09-15,8357.0
2023-09-18,8374.0
2023-09-19,8458.0
2023-09-20,8333.0
2023-09-21,8227.0
2023-09-22,8250.0
2023-09-25,8202.0
2023-09-26,8170.0
2023-09-27,8163.0
2023-09-28,8198.0
2023-10-09,8076.0
2023-10-10,7978.0
2023-10-11,7990.0
2023-10-12,7993.0
2023-10-13,7986.0
2023-10-16,8023.0
2023-10-17,7972.0
2023-10-18,7910.0
2023-10-19,7923.0
2023-10-20,7937.0
2023-10-23,7966.0
2023-10-24,7970.0
2023-10-25,8015.0
2023-10-26,8031.0
2023-10-27,8153.0
2023-10-30,8168.0
2023-10-31,8145.0
2023-11-01,8165.0
2023-11-02,8156.0
2023-11-03,8225.0
2023-11-06,8233.0
2023-11-07,8189.0
2023-11-08,8210.0
2023-11-09,8176.0
2023-11-10,8175.0
2023-11-13,8073.0
2023-11-14,8103.0
2023-11-15,8187.0
2023-11-16,8220.0
2023-11-17,8187.0
2023-11-20,8127.0
2023-11-21,8031.0
2023-11-22,7998.0
2023-11-23,7911.0
2023-11-24,7966.0
2023-11-27,7929.0
2023-11-28,7903.0
2023-11-29,7898.0
2023-11-30,7993.0
2023-12-01,7974.0
2023-12-04,7894.0
2023-12-05,7921.0
2023-12-06,7973.0
2023-12-07,7965.0
2023-12-08,8064.0
2023-12-11,8035.0
2023-12-12,8084.0
2023-12-13,8045.0
2023-12-14,8052.0
2023-12-15,8126.0
2023-12-18,8111.0
2023-12-19,8122.0
2023-12-20,8205.0
2023-12-21,8230.0
2023-12-22,8240.0
2023-12-25,8288.0
2023-12-26,8282.0
2023-12-27,8330.0
2023-12-28,8291.0
2023-12-29,8280.0
2024-01-02,8223.0
2024-01-03,8196.0
2024-01-04,8146.0
2024-01-05,8127.0
2024-01-08,8065.0
2024-01-09,8025.0
2024-01-10,7961.0
2024-01-11,8007.0
2024-01-12,8027.0
2024-01-15,8101.0
2024-01-16,8172.0
2024-01-17,8140.0
2024-01-18,8179.0
2024-01-19,8203.0
2024-01-22,8270.0
2024-01-23,8265.0
2024-01-24,8287.0
2024-01-25,8239.0
2024-01-26,8238.0
2024-01-29,8314.0
2024-01-30,8264.0
2024-01-31,8224.0
2024-02-01,8126.0
2024-02-02,8077.0
2024-02-05,8095.0
2024-02-06,8142.0
2024-02-07,8220.0
2024-02-08,8200.0
2024-02-19,8230.0
