datetime,OI2401
2023-01-17,9780.0
2023-01-18,9870.0
2023-01-19,9777.0
2023-01-20,9818.0
2023-01-30,9846.0
2023-01-31,9824.0
2023-02-01,9828.0
2023-02-02,9640.0
2023-02-03,9836.0
2023-02-06,9895.0
2023-02-07,9860.0
2023-02-08,9850.0
2023-02-09,9843.0
2023-02-10,9736.0
2023-02-13,9787.0
2023-02-14,9805.0
2023-02-15,9760.0
2023-02-16,9828.0
2023-02-17,9941.0
2023-02-20,9898.0
2023-02-21,9902.0
2023-02-22,9910.0
2023-02-23,9824.0
2023-02-24,9857.0
2023-02-27,9837.0
2023-02-28,9856.0
2023-03-01,9843.0
2023-03-02,9870.0
2023-03-03,9931.0
2023-03-06,9798.0
2023-03-07,9741.0
2023-03-08,9656.0
2023-03-09,9558.0
2023-03-10,9269.0
2023-03-13,9230.0
2023-03-14,9168.0
2023-03-15,9068.0
2023-03-16,8831.0
2023-03-17,8868.0
2023-03-20,8814.0
2023-03-21,8713.0
2023-03-22,8640.0
2023-03-23,8370.0
2023-03-24,8342.0
2023-03-27,8378.0
2023-03-28,8441.0
2023-03-29,8373.0
2023-03-30,8459.0
2023-03-31,8556.0
2023-04-03,8624.0
2023-04-04,8673.0
2023-04-06,8611.0
2023-04-07,8641.0
2023-04-10,8547.0
2023-04-11,8618.0
2023-04-12,8506.0
2023-04-13,8445.0
2023-04-14,8463.0
2023-04-17,8494.0
2023-04-18,8656.0
2023-04-19,8639.0
2023-04-20,8506.0
2023-04-21,8343.0
2023-04-24,8214.0
2023-04-25,8231.0
2023-04-26,8159.0
2023-04-27,8076.0
2023-04-28,8059.0
2023-05-04,8145.0
2023-05-05,8174.0
2023-05-08,8320.0
2023-05-09,8216.0
2023-05-10,8207.0
2023-05-11,8044.0
2023-05-12,7947.0
2023-05-15,8024.0
2023-05-16,7997.0
2023-05-17,7897.0
2023-05-18,7847.0
2023-05-19,7946.0
2023-05-22,7627.0
2023-05-23,7602.0
2023-05-24,7614.0
2023-05-25,7708.0
2023-05-26,7763.0
2023-05-29,7738.0
2023-05-30,7709.0
2023-05-31,7436.0
2023-06-01,7568.0
2023-06-02,7664.0
2023-06-05,7674.0
2023-06-06,7672.0
2023-06-07,7619.0
2023-06-08,7595.0
2023-06-09,7863.0
2023-06-12,7794.0
2023-06-13,7877.0
2023-06-14,8019.0
2023-06-15,8096.0
2023-06-16,8397.0
2023-06-19,8412.0
2023-06-20,8501.0
2023-06-21,8376.0
2023-06-26,8476.0
2023-06-27,8462.0
2023-06-28,8551.0
2023-06-29,8535.0
2023-06-30,8631.0
2023-07-03,9132.0
2023-07-04,9061.0
2023-07-05,9027.0
2023-07-06,9178.0
2023-07-07,9056.0
2023-07-10,9160.0
2023-07-11,9260.0
2023-07-12,9382.0
2023-07-13,9448.0
2023-07-14,9484.0
2023-07-17,9373.0
2023-07-18,9463.0
2023-07-19,9503.0
2023-07-20,9710.0
2023-07-21,9690.0
2023-07-24,9482.0
2023-07-25,9501.0
2023-07-26,9632.0
2023-07-27,9567.0
2023-07-28,9499.0
2023-07-31,9224.0
2023-08-01,9286.0
2023-08-02,9261.0
2023-08-03,9069.0
2023-08-04,9116.0
2023-08-07,9138.0
2023-08-08,9022.0
2023-08-09,9119.0
2023-08-10,8993.0
2023-08-11,8902.0
2023-08-14,8926.0
2023-08-15,9020.0
2023-08-16,8972.0
2023-08-17,9148.0
2023-08-18,9110.0
2023-08-21,9257.0
2023-08-22,9141.0
2023-08-23,9109.0
2023-08-24,9290.0
2023-08-25,9343.0
2023-08-28,9328.0
2023-08-29,9443.0
2023-08-30,9478.0
2023-08-31,9477.0
2023-09-01,9508.0
2023-09-04,9287.0
2023-09-05,9276.0
2023-09-06,9252.0
2023-09-07,9076.0
2023-09-08,8951.0
2023-09-11,9009.0
2023-09-12,8971.0
2023-09-13,8761.0
2023-09-14,8927.0
2023-09-15,9012.0
2023-09-18,8931.0
2023-09-19,8678.0
2023-09-20,8739.0
2023-09-21,8527.0
2023-09-22,8684.0
2023-09-25,8677.0
2023-09-26,8618.0
2023-09-27,8758.0
