datetime,FG2501
2024-01-16,1588.0
2024-01-17,1575.0
2024-01-18,1586.0
2024-01-19,1599.0
2024-01-22,1633.0
2024-01-23,1626.0
2024-01-24,1653.0
2024-01-25,1656.0
2024-01-26,1645.0
2024-01-29,1644.0
2024-01-30,1638.0
2024-01-31,1636.0
2024-02-01,1594.0
2024-02-02,1580.0
2024-02-05,1593.0
2024-02-06,1607.0
2024-02-07,1612.0
2024-02-08,1611.0
2024-02-19,1578.0
2024-02-20,1549.0
2024-02-21,1546.0
2024-02-22,1551.0
2024-02-23,1551.0
2024-02-26,1534.0
2024-02-27,1555.0
2024-02-28,1528.0
2024-02-29,1533.0
2024-03-01,1528.0
2024-03-04,1522.0
2024-03-05,1511.0
2024-03-06,1515.0
2024-03-07,1507.0
2024-03-08,1516.0
2024-03-11,1521.0
2024-03-12,1522.0
2024-03-13,1518.0
2024-03-14,1517.0
2024-03-15,1516.0
2024-03-18,1476.0
2024-03-19,1483.0
2024-03-20,1480.0
2024-03-21,1495.0
2024-03-22,1489.0
2024-03-25,1454.0
2024-03-26,1450.0
2024-03-27,1422.0
2024-03-28,1400.0
2024-03-29,1403.0
2024-04-01,1424.0
2024-04-02,1413.0
2024-04-03,1422.0
2024-04-08,1470.0
2024-04-09,1491.0
2024-04-10,1490.0
2024-04-11,1476.0
2024-04-12,1484.0
2024-04-15,1461.0
2024-04-16,1449.0
2024-04-17,1461.0
2024-04-18,1499.0
2024-04-19,1495.0
2024-04-22,1513.0
2024-04-23,1497.0
2024-04-24,1528.0
2024-04-25,1537.0
2024-04-26,1541.0
2024-04-29,1538.0
2024-04-30,1513.0
2024-05-06,1570.0
2024-05-07,1579.0
2024-05-08,1572.0
2024-05-09,1595.0
2024-05-10,1591.0
2024-05-13,1595.0
2024-05-14,1564.0
2024-05-15,1561.0
2024-05-16,1580.0
2024-05-17,1620.0
2024-05-20,1625.0
2024-05-21,1649.0
2024-05-22,1694.0
2024-05-23,1675.0
2024-05-24,1712.0
2024-05-27,1724.0
2024-05-28,1705.0
2024-05-29,1774.0
2024-05-30,1733.0
2024-05-31,1725.0
2024-06-03,1677.0
2024-06-04,1697.0
2024-06-05,1690.0
2024-06-06,1727.0
2024-06-07,1697.0
2024-06-11,1664.0
2024-06-12,1666.0
2024-06-13,1634.0
2024-06-14,1637.0
2024-06-17,1580.0
2024-06-18,1562.0
2024-06-19,1570.0
2024-06-20,1572.0
2024-06-21,1566.0
2024-06-24,1524.0
2024-06-25,1538.0
2024-06-26,1548.0
2024-06-27,1530.0
2024-06-28,1556.0
2024-07-01,1558.0
2024-07-02,1581.0
2024-07-03,1591.0
2024-07-04,1578.0
2024-07-05,1541.0
2024-07-08,1524.0
2024-07-09,1533.0
2024-07-10,1490.0
2024-07-11,1497.0
2024-07-12,1506.0
2024-07-15,1496.0
2024-07-16,1495.0
2024-07-17,1491.0
2024-07-18,1506.0
2024-07-19,1495.0
2024-07-22,1474.0
2024-07-23,1455.0
2024-07-24,1459.0
2024-07-25,1445.0
2024-07-26,1433.0
2024-07-29,1394.0
2024-07-30,1390.0
2024-07-31,1417.0
2024-08-01,1404.0
2024-08-02,1423.0
2024-08-05,1407.0
2024-08-06,1391.0
2024-08-07,1376.0
2024-08-08,1356.0
2024-08-09,1373.0
2024-08-12,1365.0
2024-08-13,1323.0
2024-08-14,1294.0
2024-08-15,1288.0
2024-08-16,1275.0
2024-08-19,1275.0
2024-08-20,1295.0
2024-08-21,1323.0
2024-08-22,1264.0
2024-08-23,1251.0
2024-08-26,1249.0
2024-08-27,1265.0
2024-08-28,1252.0
2024-08-29,1261.0
2024-08-30,1264.0
2024-09-02,1178.0
2024-09-03,1143.0
