datetime,SA2501
2024-01-16,1822.0
2024-01-17,1817.0
2024-01-18,1828.0
2024-01-19,1828.0
2024-01-22,1955.0
2024-01-23,1925.0
2024-01-24,1918.0
2024-01-25,1908.0
2024-01-26,1880.0
2024-01-29,1899.0
2024-01-30,1850.0
2024-01-31,1848.0
2024-02-01,1821.0
2024-02-02,1860.0
2024-02-05,1840.0
2024-02-06,1839.0
2024-02-07,1849.0
2024-02-08,1839.0
2024-02-19,1773.0
2024-02-20,1788.0
2024-02-21,1773.0
2024-02-22,1777.0
2024-02-23,1771.0
2024-02-26,1730.0
2024-02-27,1742.0
2024-02-28,1737.0
2024-02-29,1757.0
2024-03-01,1778.0
2024-03-04,1803.0
2024-03-05,1842.0
2024-03-06,1846.0
2024-03-07,1842.0
2024-03-08,1835.0
2024-03-11,1806.0
2024-03-12,1800.0
2024-03-13,1814.0
2024-03-14,1765.0
2024-03-15,1760.0
2024-03-18,1783.0
2024-03-19,1822.0
2024-03-20,1781.0
2024-03-21,1817.0
2024-03-22,1792.0
2024-03-25,1733.0
2024-03-26,1731.0
2024-03-27,1692.0
2024-03-28,1681.0
2024-03-29,1699.0
2024-04-01,1690.0
2024-04-02,1710.0
2024-04-03,1718.0
2024-04-08,1777.0
2024-04-09,1802.0
2024-04-10,1823.0
2024-04-11,1781.0
2024-04-12,1794.0
2024-04-15,1805.0
2024-04-16,1780.0
2024-04-17,1809.0
2024-04-18,1941.0
2024-04-19,1942.0
2024-04-22,1975.0
2024-04-23,1950.0
2024-04-24,1994.0
2024-04-25,2078.0
2024-04-26,2096.0
2024-04-29,2087.0
2024-04-30,2031.0
2024-05-06,2095.0
2024-05-07,2077.0
2024-05-08,2048.0
2024-05-09,2067.0
2024-05-10,2046.0
2024-05-13,2092.0
2024-05-14,2038.0
2024-05-15,2045.0
2024-05-16,2066.0
2024-05-17,2157.0
2024-05-20,2215.0
2024-05-21,2227.0
2024-05-22,2328.0
2024-05-23,2260.0
2024-05-24,2250.0
2024-05-27,2283.0
2024-05-28,2243.0
2024-05-29,2300.0
