datetime,B2305
2022-05-19,4895.0
2022-05-20,4914.0
2022-05-23,4925.0
2022-05-25,4861.0
2022-05-26,4822.0
2022-05-27,4927.0
2022-05-30,4963.0
2022-05-31,4969.0
2022-06-02,4852.0
2022-06-06,4890.0
2022-06-08,4918.0
2022-06-09,4912.0
2022-06-10,4925.0
2022-06-13,4906.0
2022-06-14,4879.0
2022-06-15,4878.0
2022-06-16,4781.0
2022-06-17,4837.0
2022-06-20,4787.0
2022-06-21,4780.0
2022-06-22,4686.0
2022-06-23,4531.0
2022-06-24,4470.0
2022-06-27,4375.0
2022-06-29,4470.0
2022-06-30,4515.0
2022-07-01,4423.0
2022-07-04,4333.0
2022-07-05,4271.0
2022-07-06,4102.0
2022-07-07,4204.0
2022-07-08,4309.0
2022-07-11,4335.0
2022-07-13,4160.0
2022-07-14,4239.0
2022-07-15,4236.0
2022-07-22,4161.0
2022-07-25,4125.0
2022-07-26,4248.0
2022-07-27,4265.0
2022-07-28,4335.0
2022-07-29,4354.0
2022-08-01,4411.0
2022-08-04,4258.0
2022-08-05,4310.0
2022-08-08,4356.0
2022-08-10,4375.0
2022-08-11,4417.0
2022-08-12,4458.0
2022-08-15,4498.0
2022-08-16,4476.0
2022-08-17,4427.0
2022-08-18,4419.0
2022-08-19,4373.0
2022-08-22,4415.0
2022-08-23,4490.0
2022-08-24,4530.0
2022-08-25,4517.0
2022-08-26,4480.0
2022-08-29,4505.0
2022-08-30,4500.0
2022-08-31,4548.0
2022-09-01,4453.0
2022-09-02,4430.0
2022-09-05,4460.0
2022-09-06,4439.0
2022-09-07,4369.0
2022-09-08,4363.0
2022-09-09,4372.0
2022-09-13,4531.0
2022-09-14,4542.0
2022-09-15,4500.0
2022-09-16,4488.0
2022-09-19,4515.0
2022-09-20,4520.0
2022-09-21,4536.0
2022-09-22,4540.0
2022-09-23,4512.0
2022-09-26,4426.0
2022-09-27,4422.0
2022-09-28,4438.0
2022-09-29,4458.0
2022-09-30,4415.0
2022-10-10,4379.0
2022-10-11,4367.0
2022-10-12,4361.0
2022-10-13,4372.0
2022-10-14,4457.0
2022-10-17,4417.0
2022-10-18,4422.0
2022-10-19,4408.0
2022-10-20,4396.0
2022-10-21,4405.0
2022-10-24,4407.0
2022-10-25,4421.0
2022-10-26,4454.0
2022-10-27,4417.0
2022-10-28,4368.0
2022-10-31,4360.0
2022-11-01,4452.0
2022-11-02,4486.0
2022-11-03,4499.0
2022-11-04,4506.0
2022-11-07,4537.0
2022-11-08,4583.0
2022-11-09,4554.0
2022-11-10,4551.0
2022-11-11,4530.0
2022-11-14,4446.0
2022-11-15,4446.0
2022-11-16,4449.0
2022-11-17,4412.0
2022-11-18,4402.0
2022-11-21,4396.0
2022-11-22,4396.0
2022-11-23,4403.0
2022-11-24,4435.0
2022-11-25,4456.0
2022-11-28,4400.0
2022-11-29,4455.0
2022-11-30,4490.0
2022-12-01,4456.0
2022-12-02,4414.0
2022-12-05,4426.0
2022-12-06,4451.0
2022-12-07,4470.0
2022-12-08,4543.0
2022-12-09,4576.0
2022-12-12,4487.0
2022-12-13,4505.0
2022-12-14,4492.0
2022-12-15,4480.0
2022-12-16,4476.0
2022-12-19,4418.0
2022-12-20,4417.0
2022-12-21,4457.0
2022-12-22,4455.0
2022-12-23,4448.0
2022-12-26,4557.0
2022-12-27,4613.0
2022-12-28,4583.0
2022-12-29,4603.0
2022-12-30,4674.0
2023-01-03,4686.0
2023-01-04,4614.0
2023-01-05,4567.0
2023-01-06,4548.0
2023-01-09,4544.0
2023-01-10,4492.0
2023-01-11,4524.0
2023-01-12,4571.0
2023-01-13,4604.0
2023-01-16,4589.0
2023-01-17,4582.0
2023-01-18,4665.0
2023-01-19,4625.0
2023-01-20,4602.0
2023-01-30,4657.0
2023-01-31,4652.0
2023-02-01,4624.0
2023-02-02,4558.0
2023-02-03,4571.0
2023-02-06,4600.0
2023-02-07,4582.0
2023-02-08,4588.0
2023-02-09,4554.0
2023-02-10,4553.0
2023-02-13,4573.0
2023-02-14,4579.0
2023-02-15,4535.0
2023-02-16,4548.0
2023-02-17,4557.0
2023-02-20,4590.0
2023-02-21,4591.0
2023-02-22,4608.0
2023-02-23,4554.0
2023-02-24,4586.0
2023-02-27,4530.0
2023-02-28,4487.0
2023-03-01,4453.0
2023-03-02,4451.0
2023-03-03,4492.0
2023-03-06,4472.0
2023-03-07,4496.0
2023-03-08,4463.0
2023-03-09,4482.0
2023-03-10,4421.0
2023-03-13,4415.0
2023-03-14,4347.0
2023-03-15,4342.0
2023-03-16,4288.0
2023-03-17,4247.0
2023-03-20,4140.0
2023-03-21,4189.0
2023-03-22,4118.0
2023-03-23,4074.0
2023-03-24,4045.0
2023-03-27,4010.0
2023-03-28,4064.0
2023-03-29,4084.0
2023-03-30,4109.0
2023-03-31,4088.0
2023-04-03,4219.0
2023-04-04,4268.0
2023-04-06,4199.0
2023-04-07,4166.0
2023-04-10,4132.0
2023-04-11,4171.0
2023-04-12,4149.0
2023-04-13,4235.0
2023-04-14,4164.0
2023-04-17,4227.0
2023-04-18,4339.0
2023-04-19,4169.0
2023-04-20,4117.0
2023-04-21,4027.0
2023-04-24,4010.0
2023-04-25,3961.0
2023-04-26,4110.0
2023-04-27,4067.0
2023-04-28,4200.0
2023-05-04,4117.0
2023-05-05,4055.0
2023-05-08,4153.0
2023-05-10,4150.0
