datetime,L2209
2021-09-15,8645.0
2021-09-16,8720.0
2021-09-17,8605.0
2021-09-22,8650.0
2021-09-23,8725.0
2021-09-24,8845.0
2021-09-27,9015.0
2021-09-28,9250.0
2021-09-29,8970.0
2021-09-30,9200.0
2021-10-08,9425.0
2021-10-11,9605.0
2021-10-12,9575.0
2021-10-13,9295.0
2021-10-14,9290.0
2021-10-15,9250.0
2021-10-18,9410.0
2021-10-19,9385.0
2021-10-20,9055.0
2021-10-21,9100.0
2021-10-22,8910.0
2021-10-25,9000.0
2021-10-26,9000.0
2021-10-27,8615.0
2021-10-28,8665.0
2021-10-29,8635.0
2021-11-01,8663.0
2021-11-02,8555.0
2021-11-03,8680.0
2021-11-04,8599.0
2021-11-05,8662.0
2021-11-08,8726.0
2021-11-09,8720.0
2021-11-10,8789.0
2021-11-11,8752.0
2021-11-12,8772.0
2021-11-15,8517.0
2021-11-16,8462.0
2021-11-17,8438.0
2021-11-18,8410.0
2021-11-19,8586.0
2021-11-22,8485.0
2021-11-23,8614.0
2021-11-24,8639.0
2021-11-25,8654.0
2021-11-26,8450.0
2021-11-29,8360.0
2021-11-30,8251.0
2021-12-01,8301.0
2021-12-02,8162.0
2021-12-03,8260.0
2021-12-06,8355.0
2021-12-07,8315.0
2021-12-08,8230.0
2021-12-09,8234.0
2021-12-10,8080.0
2021-12-13,8232.0
2021-12-14,8294.0
2021-12-15,8166.0
2021-12-16,8223.0
2021-12-17,8349.0
2021-12-20,8355.0
2021-12-21,8386.0
2021-12-22,8390.0
2021-12-23,8418.0
2021-12-24,8500.0
2021-12-27,8334.0
2021-12-28,8406.0
2021-12-29,8506.0
2021-12-30,8496.0
2021-12-31,8420.0
2022-01-04,8618.0
2022-01-05,8483.0
2022-01-06,8570.0
2022-01-07,8661.0
2022-01-10,8525.0
2022-01-11,8563.0
2022-01-12,8698.0
2022-01-13,8679.0
2022-01-14,8778.0
2022-01-17,8704.0
2022-01-18,8810.0
2022-01-19,8862.0
2022-01-20,8912.0
2022-01-21,8883.0
2022-01-24,8815.0
2022-01-25,8817.0
2022-01-26,8979.0
2022-01-27,8956.0
2022-01-28,8808.0
2022-02-07,9361.0
2022-02-08,9245.0
2022-02-09,8952.0
2022-02-10,8990.0
2022-02-11,8881.0
2022-02-14,8864.0
2022-02-15,8872.0
2022-02-16,8799.0
2022-02-17,8615.0
2022-02-18,8660.0
2022-02-21,8623.0
2022-02-22,8612.0
2022-02-23,8718.0
2022-02-24,8764.0
2022-02-25,8732.0
2022-02-28,8754.0
2022-03-01,8853.0
2022-03-02,9012.0
2022-03-03,9178.0
2022-03-04,9011.0
2022-03-07,9277.0
2022-03-08,9255.0
2022-03-09,9492.0
2022-03-10,9219.0
2022-03-11,9134.0
2022-03-14,8940.0
2022-03-15,8679.0
2022-03-16,8773.0
2022-03-17,8828.0
2022-03-18,8970.0
2022-03-21,8945.0
2022-03-22,8940.0
2022-03-23,8984.0
2022-03-24,9030.0
2022-03-25,9111.0
2022-03-28,9197.0
2022-03-29,9281.0
2022-03-30,9286.0
