datetime,MA2001
2019-01-18,2595.0
2019-01-21,2651.0
2019-01-22,2605.0
2019-01-23,2602.0
2019-01-24,2593.0
2019-01-25,2600.0
2019-01-28,2568.0
2019-01-29,2535.0
2019-01-30,2564.0
2019-01-31,2598.0
2019-02-01,2600.0
2019-02-11,2618.0
2019-02-12,2636.0
2019-02-13,2611.0
2019-02-14,2644.0
2019-02-15,2578.0
2019-02-18,2548.0
2019-02-19,2581.0
2019-02-20,2588.0
2019-02-21,2650.0
2019-02-22,2659.0
2019-02-25,2645.0
2019-02-26,2663.0
2019-02-27,2654.0
2019-02-28,2646.0
2019-03-01,2742.0
2019-03-04,2765.0
2019-03-05,2745.0
2019-03-06,2753.0
2019-03-07,2695.0
2019-03-08,2682.0
2019-03-11,2686.0
2019-03-12,2718.0
2019-03-13,2714.0
2019-03-14,2688.0
2019-03-15,2635.0
2019-03-18,2603.0
2019-03-19,2592.0
2019-03-20,2627.0
2019-03-21,2636.0
2019-03-22,2643.0
2019-03-25,2630.0
2019-03-26,2612.0
2019-03-27,2586.0
2019-03-28,2540.0
2019-03-29,2541.0
2019-04-01,2570.0
2019-04-02,2556.0
2019-04-03,2567.0
2019-04-04,2578.0
2019-04-08,2642.0
2019-04-09,2633.0
2019-04-10,2636.0
2019-04-11,2624.0
2019-04-12,2604.0
2019-04-15,2571.0
2019-04-16,2545.0
2019-04-17,2548.0
2019-04-18,2494.0
2019-04-19,2517.0
2019-04-23,2541.0
2019-04-24,2528.0
2019-04-25,2537.0
2019-04-26,2474.0
2019-04-29,2494.0
2019-04-30,2481.0
2019-05-06,2502.0
2019-05-07,2528.0
2019-05-08,2536.0
2019-05-09,2520.0
2019-05-10,2529.0
2019-05-13,2498.0
2019-05-14,2438.0
2019-05-15,2465.0
2019-05-16,2508.0
2019-05-17,2513.0
2019-05-20,2561.0
2019-05-21,2595.0
2019-05-22,2594.0
2019-05-23,2529.0
2019-05-24,2481.0
2019-05-27,2488.0
2019-05-28,2493.0
2019-05-29,2539.0
2019-05-30,2495.0
2019-05-31,2467.0
2019-06-03,2360.0
2019-06-04,2380.0
2019-06-05,2348.0
2019-06-06,2348.0
2019-06-10,2374.0
2019-06-11,2388.0
2019-06-12,2351.0
2019-06-13,2403.0
2019-06-14,2383.0
2019-06-17,2387.0
2019-06-18,2399.0
2019-06-19,2412.0
2019-06-20,2447.0
2019-06-21,2430.0
2019-06-24,2459.0
2019-06-25,2440.0
2019-06-26,2454.0
2019-06-27,2406.0
2019-06-28,2360.0
2019-07-01,2382.0
2019-07-02,2421.0
2019-07-03,2406.0
2019-07-04,2408.0
2019-07-05,2413.0
2019-07-08,2417.0
2019-07-09,2356.0
2019-07-10,2384.0
2019-07-11,2365.0
2019-07-12,2353.0
2019-07-15,2345.0
2019-07-16,2287.0
2019-07-18,2276.0
2019-07-19,2300.0
2019-07-22,2282.0
2019-07-23,2239.0
2019-07-24,2237.0
2019-07-25,2223.0
2019-07-26,2185.0
2019-07-29,2191.0
2019-07-30,2217.0
2019-07-31,2233.0
2019-08-01,2229.0
2019-08-02,2237.0
2019-08-05,2186.0
2019-08-06,2205.0
2019-08-07,2229.0
2019-08-08,2254.0
2019-08-09,2265.0
2019-08-12,2257.0
2019-08-13,2274.0
2019-08-14,2252.0
2019-08-15,2234.0
2019-08-16,2194.0
2019-08-19,2211.0
2019-08-20,2194.0
2019-08-21,2135.0
2019-08-22,2145.0
2019-08-23,2163.0
2019-08-26,2142.0
2019-08-27,2117.0
2019-08-28,2164.0
2019-08-29,2144.0
2019-08-30,2140.0
2019-09-02,2209.0
2019-09-03,2209.0
2019-09-04,2223.0
2019-09-05,2183.0
2019-09-06,2203.0
2019-09-09,2260.0
2019-09-10,2247.0
2019-09-11,2245.0
2019-09-12,2248.0
2019-09-16,2347.0
2019-09-17,2390.0
2019-09-18,2306.0
2019-09-19,2299.0
2019-09-20,2316.0
2019-09-23,2377.0
2019-09-24,2379.0
2019-09-25,2404.0
2019-09-26,2377.0
2019-09-27,2341.0
2019-09-30,2406.0
2019-10-08,2398.0
2019-10-09,2397.0
2019-10-10,2364.0
2019-10-11,2325.0
2019-10-14,2289.0
2019-10-15,2274.0
2019-10-16,2206.0
2019-10-17,2198.0
2019-10-18,2202.0
2019-10-21,2149.0
2019-10-22,2153.0
2019-10-23,2122.0
2019-10-24,2132.0
2019-10-25,2078.0
2019-10-28,2086.0
2019-10-29,2099.0
2019-10-30,2105.0
2019-10-31,2101.0
2019-11-01,2083.0
2019-11-04,2088.0
2019-11-05,2122.0
2019-11-06,2075.0
2019-11-07,2049.0
2019-11-08,2007.0
2019-11-11,1958.0
2019-11-12,1964.0
2019-11-13,1958.0
2019-11-14,1946.0
2019-11-15,1955.0
2019-11-18,1964.0
2019-11-19,1925.0
2019-11-20,1906.0
2019-11-21,1939.0
2019-11-22,1945.0
2019-11-25,2007.0
2019-11-26,1977.0
2019-11-27,1972.0
2019-11-28,1947.0
2019-11-29,1951.0
2019-12-02,1926.0
2019-12-03,1973.0
2019-12-04,1984.0
2019-12-05,2019.0
2019-12-06,1999.0
2019-12-09,2005.0
2019-12-10,2005.0
2019-12-11,1984.0
2019-12-12,2040.0
2019-12-13,2014.0
2019-12-16,2011.0
2019-12-17,2030.0
2019-12-18,1998.0
2019-12-19,2027.0
2019-12-20,2035.0
2019-12-23,2053.0
2019-12-24,2044.0
2019-12-25,2084.0
2019-12-26,2092.0
2019-12-27,2122.0
2019-12-30,2163.0
2019-12-31,2096.0
2020-01-02,2114.0
2020-01-03,2155.0
2020-01-06,2233.0
2020-01-07,2276.0
2020-01-08,2325.0
2020-01-09,2241.0
2020-01-10,2205.0
2020-01-13,2327.0
2020-01-14,2391.0
2020-01-15,2361.0
