datetime,SF1909
2018-09-19,6504.0
2018-09-20,6490.0
2018-09-21,6492.0
2018-09-25,6460.0
2018-09-26,6454.0
2018-09-27,6432.0
2018-09-28,6434.0
2018-10-08,6434.0
2018-10-09,6576.0
2018-10-10,6598.0
2018-10-11,6518.0
2018-10-12,6554.0
2018-10-15,6564.0
2018-10-16,6564.0
2018-10-17,6582.0
2018-10-18,6596.0
2018-10-19,6638.0
2018-10-22,6638.0
2018-10-23,6630.0
2018-10-24,6520.0
2018-10-25,6520.0
2018-10-26,6552.0
2018-10-29,6610.0
2018-10-30,6564.0
2018-10-31,6544.0
2018-11-01,6512.0
2018-11-02,6406.0
2018-11-05,6406.0
2018-11-06,6450.0
2018-11-07,6432.0
2018-11-08,6392.0
2018-11-09,6340.0
2018-11-12,6094.0
2018-11-13,6032.0
2018-11-14,6142.0
2018-11-15,6100.0
2018-11-16,6112.0
2018-11-19,6144.0
2018-11-20,6114.0
2018-11-21,6038.0
2018-11-22,6110.0
2018-11-23,6080.0
2018-11-26,5860.0
2018-11-27,5914.0
2018-11-28,5980.0
2018-11-29,5998.0
2018-11-30,5978.0
2018-12-03,5982.0
2018-12-04,6018.0
2018-12-05,6090.0
2018-12-06,6030.0
2018-12-07,6042.0
2018-12-10,5954.0
2018-12-11,5924.0
2018-12-12,5902.0
2018-12-13,5902.0
2018-12-14,5926.0
2018-12-17,5960.0
2018-12-18,5962.0
2018-12-19,5938.0
2018-12-20,5926.0
2018-12-21,5864.0
2018-12-24,5802.0
2018-12-25,5748.0
2018-12-26,5712.0
2018-12-27,5694.0
2018-12-28,5680.0
2019-01-02,5664.0
2019-01-03,5684.0
2019-01-04,5690.0
2019-01-07,5714.0
2019-01-08,5706.0
2019-01-09,5746.0
2019-01-10,5736.0
2019-01-11,5802.0
2019-01-14,5774.0
2019-01-15,5812.0
2019-01-16,5802.0
2019-01-17,5814.0
2019-01-18,5884.0
2019-01-21,5886.0
2019-01-22,5868.0
2019-01-23,5870.0
2019-01-24,5900.0
2019-01-25,5892.0
2019-01-28,5926.0
2019-01-29,5828.0
2019-01-30,5896.0
2019-01-31,5918.0
2019-02-01,5928.0
2019-02-11,6010.0
2019-02-12,5984.0
2019-02-13,5918.0
2019-02-14,5922.0
2019-02-15,5880.0
2019-02-18,5862.0
2019-02-19,5890.0
2019-02-20,5970.0
2019-02-21,5932.0
2019-02-22,5966.0
2019-02-25,5972.0
2019-02-26,6006.0
2019-02-27,5992.0
2019-02-28,6008.0
2019-03-01,6020.0
2019-03-04,6060.0
2019-03-05,6074.0
2019-03-06,6154.0
2019-03-07,6146.0
2019-03-08,6150.0
2019-03-11,6116.0
2019-03-12,6124.0
2019-03-13,6136.0
2019-03-14,6178.0
2019-03-15,6140.0
2019-03-18,6052.0
2019-03-19,6030.0
2019-03-20,6070.0
2019-03-21,6080.0
2019-03-22,6046.0
2019-03-25,6050.0
2019-03-26,5984.0
2019-03-27,5890.0
2019-03-28,5892.0
2019-03-29,5904.0
2019-04-01,5974.0
2019-04-02,5958.0
2019-04-03,5946.0
2019-04-04,5946.0
2019-04-08,5988.0
2019-04-09,6046.0
2019-04-10,6040.0
2019-04-11,5992.0
2019-04-12,5982.0
2019-04-15,6008.0
2019-04-16,5872.0
2019-04-17,5922.0
2019-04-18,5898.0
2019-04-19,5882.0
2019-04-23,5912.0
2019-04-24,5900.0
2019-04-25,5940.0
2019-04-26,5986.0
2019-04-29,6016.0
2019-04-30,6056.0
2019-05-06,6016.0
2019-05-07,5966.0
2019-05-08,5994.0
2019-05-09,6046.0
2019-05-10,6010.0
2019-05-13,5976.0
2019-05-14,5904.0
2019-05-15,5920.0
2019-05-16,5932.0
2019-05-17,5936.0
2019-05-20,5850.0
2019-05-21,5826.0
2019-05-22,5834.0
2019-05-23,5830.0
2019-05-24,5838.0
2019-05-27,5778.0
2019-05-28,5830.0
2019-05-29,5868.0
2019-05-30,5872.0
2019-05-31,5852.0
2019-06-03,5762.0
2019-06-04,5828.0
2019-06-05,5854.0
2019-06-06,5866.0
2019-06-10,5894.0
2019-06-11,5994.0
2019-06-12,5940.0
2019-06-13,6018.0
2019-06-14,6060.0
2019-06-17,6078.0
2019-06-18,6076.0
2019-06-19,6094.0
2019-06-20,6138.0
2019-06-21,6098.0
2019-06-24,6070.0
2019-06-25,6120.0
2019-06-26,6176.0
2019-06-27,6182.0
2019-06-28,6218.0
2019-07-01,6218.0
2019-07-02,6178.0
2019-07-03,6134.0
2019-07-04,6164.0
2019-07-05,6146.0
2019-07-08,6140.0
2019-07-09,5982.0
2019-07-10,5990.0
2019-07-11,6008.0
2019-07-12,6244.0
2019-07-15,6338.0
2019-07-16,6324.0
2019-07-17,6342.0
2019-07-18,6356.0
2019-07-19,6432.0
2019-07-22,6266.0
2019-07-23,6212.0
2019-07-24,6160.0
2019-07-25,6116.0
2019-07-26,6122.0
2019-07-29,6080.0
2019-07-30,5996.0
2019-07-31,5966.0
2019-08-01,5972.0
2019-08-02,5910.0
2019-08-05,5900.0
2019-08-06,5896.0
2019-08-07,5900.0
2019-08-08,5834.0
2019-08-09,5882.0
2019-08-12,5864.0
2019-08-13,5842.0
2019-08-14,5896.0
2019-08-15,5834.0
2019-08-16,5970.0
2019-08-19,5894.0
2019-08-20,5836.0
2019-08-21,5848.0
2019-08-22,5912.0
2019-08-23,5948.0
2019-08-26,6014.0
2019-08-27,5992.0
2019-08-28,6072.0
2019-08-29,6034.0
2019-08-30,6152.0
2019-09-02,6154.0
2019-09-03,6100.0
2019-09-04,6150.0
2019-09-05,6146.0
2019-09-06,6092.0
2019-09-09,6050.0
2019-09-10,6090.0
2019-09-11,6076.0
2019-09-12,6102.0
2019-09-16,6088.0
