datetime,PP2105
2020-05-20,6926.0
2020-05-21,6952.0
2020-05-22,6840.0
2020-05-25,6861.0
2020-05-26,6847.0
2020-05-27,6854.0
2020-05-28,6880.0
2020-05-29,6855.0
2020-06-01,6982.0
2020-06-02,7039.0
2020-06-03,7100.0
2020-06-04,6967.0
2020-06-05,7032.0
2020-06-08,6988.0
2020-06-09,7066.0
2020-06-10,7005.0
2020-06-11,6980.0
2020-06-12,6954.0
2020-06-15,6930.0
2020-06-16,7043.0
2020-06-17,7070.0
2020-06-18,7084.0
2020-06-19,7065.0
2020-06-22,7055.0
2020-06-23,7078.0
2020-06-24,7075.0
2020-06-29,6975.0
2020-06-30,7015.0
2020-07-01,7054.0
2020-07-02,7082.0
2020-07-03,7175.0
2020-07-06,7306.0
2020-07-07,7311.0
2020-07-08,7226.0
2020-07-09,7290.0
2020-07-10,7200.0
2020-07-13,7255.0
2020-07-14,7250.0
2020-07-15,7213.0
2020-07-16,7175.0
2020-07-17,7202.0
2020-07-20,7165.0
2020-07-21,7146.0
2020-07-22,7161.0
2020-07-23,7151.0
2020-07-24,7072.0
2020-07-27,7177.0
2020-07-28,7265.0
2020-07-29,7280.0
2020-07-30,7251.0
2020-07-31,7249.0
2020-08-03,7258.0
2020-08-04,7315.0
2020-08-05,7341.0
2020-08-06,7369.0
2020-08-07,7362.0
2020-08-10,7329.0
2020-08-11,7378.0
2020-08-12,7329.0
2020-08-13,7311.0
2020-08-14,7374.0
2020-08-17,7411.0
2020-08-18,7553.0
2020-08-19,7490.0
2020-08-20,7613.0
2020-08-21,7498.0
2020-08-24,7536.0
2020-08-25,7650.0
2020-08-26,7637.0
2020-08-27,7710.0
2020-08-28,7692.0
2020-08-31,7792.0
2020-09-01,7786.0
2020-09-02,7899.0
2020-09-03,7844.0
2020-09-04,7782.0
2020-09-07,7717.0
2020-09-08,7688.0
2020-09-09,7600.0
2020-09-10,7580.0
2020-09-11,7571.0
2020-09-14,7550.0
2020-09-15,7526.0
2020-09-16,7626.0
2020-09-17,7530.0
2020-09-18,7605.0
2020-09-21,7640.0
2020-09-22,7498.0
2020-09-23,7482.0
2020-09-24,7433.0
2020-09-25,7575.0
2020-09-28,7566.0
2020-09-29,7585.0
2020-09-30,7441.0
2020-10-09,7598.0
2020-10-12,7680.0
2020-10-13,7628.0
2020-10-14,7684.0
2020-10-15,7680.0
2020-10-16,7664.0
2020-10-19,7587.0
2020-10-20,7594.0
2020-10-21,7600.0
2020-10-22,7598.0
2020-10-23,7538.0
2020-10-26,7540.0
2020-10-27,7572.0
2020-10-28,7587.0
2020-10-29,7582.0
2020-10-30,7584.0
2020-11-02,7806.0
2020-11-03,7766.0
2020-11-04,7741.0
2020-11-05,7681.0
2020-11-06,7698.0
2020-11-09,7731.0
2020-11-10,7689.0
2020-11-11,7798.0
2020-11-12,7799.0
2020-11-13,7915.0
2020-11-16,8034.0
2020-11-17,8031.0
2020-11-18,8178.0
2020-11-19,8273.0
2020-11-20,8204.0
2020-11-23,8383.0
2020-11-24,8441.0
2020-11-25,8420.0
2020-11-26,8355.0
2020-11-27,8441.0
2020-11-30,8392.0
2020-12-01,8266.0
2020-12-02,8209.0
2020-12-03,8158.0
2020-12-04,8259.0
2020-12-07,8356.0
2020-12-08,8278.0
2020-12-09,8285.0
2020-12-10,8376.0
2020-12-11,8585.0
2020-12-14,8445.0
2020-12-15,8284.0
2020-12-16,8258.0
2020-12-17,8318.0
2020-12-18,8382.0
2020-12-21,8329.0
2020-12-22,8220.0
2020-12-23,8179.0
2020-12-24,8259.0
2020-12-25,8109.0
2020-12-28,7975.0
2020-12-29,7923.0
2020-12-30,7955.0
2020-12-31,8057.0
2021-01-04,8032.0
2021-01-05,7995.0
2021-01-06,7938.0
2021-01-07,7904.0
2021-01-08,7775.0
2021-01-11,7810.0
2021-01-12,7857.0
2021-01-13,7970.0
2021-01-14,7925.0
2021-01-15,7977.0
2021-01-18,8215.0
2021-01-19,8130.0
2021-01-20,8033.0
