datetime,PF2605
2025-05-20,6394.0
2025-05-21,6476.0
2025-05-23,6374.0
2025-05-26,6366.0
2025-05-27,6314.0
2025-05-28,6288.0
2025-05-29,6358.0
2025-06-05,6266.0
2025-06-06,6266.0
2025-06-09,6264.0
2025-06-10,6296.0
2025-06-11,6246.0
2025-06-12,6288.0
2025-06-13,6414.0
2025-06-16,6436.0
2025-06-17,6396.0
2025-06-18,6450.0
2025-06-19,6470.0
2025-06-20,6616.0
2025-06-23,6550.0
2025-06-24,6430.0
2025-06-25,6416.0
2025-06-26,6404.0
2025-06-27,6370.0
2025-06-30,6382.0
2025-07-01,6402.0
2025-07-02,6434.0
2025-07-03,6414.0
2025-07-04,6372.0
2025-07-07,6362.0
2025-07-08,6362.0
2025-07-09,6410.0
2025-07-10,6440.0
2025-07-14,6398.0
2025-07-15,6382.0
2025-07-16,6384.0
2025-07-18,6412.0
2025-07-21,6530.0
2025-07-22,6490.0
2025-07-23,6530.0
2025-07-24,6590.0
2025-07-25,6666.0
2025-07-28,6542.0
2025-07-29,6586.0
2025-07-30,6614.0
2025-07-31,6562.0
2025-08-01,6502.0
2025-08-04,6462.0
2025-08-05,6458.0
2025-08-06,6484.0
2025-08-07,6468.0
2025-08-08,6462.0
2025-08-11,6512.0
2025-08-12,6524.0
2025-08-13,6502.0
2025-08-14,6442.0
2025-08-15,6466.0
2025-08-18,6492.0
2025-08-19,6480.0
2025-08-20,6536.0
2025-08-21,6638.0
2025-08-22,6650.0
2025-08-25,6634.0
2025-08-26,6636.0
2025-08-27,6596.0
2025-08-28,6576.0
2025-08-29,6552.0
2025-09-01,6530.0
2025-09-02,6542.0
2025-09-03,6502.0
2025-09-04,6472.0
2025-09-05,6444.0
2025-09-08,6472.0
2025-09-10,6468.0
2025-09-11,6452.0
2025-09-12,6434.0
2025-09-15,6444.0
2025-09-16,6450.0
2025-09-17,6466.0
2025-09-18,6454.0
2025-09-19,6400.0
2025-09-22,6364.0
2025-09-23,6318.0
2025-09-24,6380.0
2025-09-25,6454.0
2025-09-26,6440.0
2025-09-29,6410.0
2025-09-30,6338.0
2025-10-09,6316.0
2025-10-10,6242.0
2025-10-13,6180.0
2025-10-14,6126.0
2025-10-15,6092.0
2025-10-16,6136.0
2025-10-17,6092.0
2025-10-20,6086.0
2025-10-21,6100.0
2025-10-22,6186.0
2025-10-23,6212.0
2025-10-24,6234.0
2025-10-27,6306.0
2025-10-28,6312.0
2025-10-29,6304.0
2025-10-30,6280.0
2025-10-31,6302.0
2025-11-03,6264.0
2025-11-04,6258.0
2025-11-05,6246.0
2025-11-06,6324.0
2025-11-07,6280.0
2025-11-10,6326.0
2025-11-11,6274.0
2025-11-12,6300.0
2025-11-13,6276.0
2025-11-14,6294.0
2025-11-17,6282.0
2025-11-18,6250.0
2025-11-19,6292.0
2025-11-20,6270.0
2025-11-21,6212.0
2025-11-24,6262.0
2025-11-25,6248.0
2025-11-26,6276.0
2025-11-27,6190.0
2025-11-28,6264.0
2025-12-01,6322.0
2025-12-02,6324.0
2025-12-03,6300.0
2025-12-04,6288.0
2025-12-05,6250.0
2025-12-08,6264.0
2025-12-09,6204.0
2025-12-10,6160.0
2025-12-11,6164.0
2025-12-12,6122.0
2025-12-15,6142.0
2025-12-16,6140.0
2025-12-17,6154.0
2025-12-18,6198.0
2025-12-19,6308.0
2025-12-22,6448.0
2025-12-23,6470.0
2025-12-24,6518.0
2025-12-25,6574.0
2025-12-26,6700.0
2025-12-29,6572.0
2025-12-30,6596.0
2025-12-31,6550.0
2026-01-05,6488.0
2026-01-06,6574.0
2026-01-07,6590.0
2026-01-08,6530.0
2026-01-09,6560.0
2026-01-12,6564.0
2026-01-13,6568.0
2026-01-14,6542.0
2026-01-15,6460.0
2026-01-16,6450.0
2026-01-19,6446.0
2026-01-20,6538.0
2026-01-21,6538.0
2026-01-22,6694.0
2026-01-23,6840.0
2026-01-26,6872.0
2026-01-27,6710.0
2026-01-28,6800.0
2026-01-29,6780.0
2026-01-30,6714.0
2026-02-02,6532.0
2026-02-03,6560.0
2026-02-04,6630.0
2026-02-05,6566.0
2026-02-06,6580.0
2026-02-09,6602.0
2026-02-10,6626.0
2026-02-11,6654.0
2026-02-12,6616.0
2026-02-13,6620.0
2026-02-24,6780.0
2026-02-25,6724.0
2026-02-26,6664.0
2026-02-27,6662.0
2026-03-02,6990.0
2026-03-03,7068.0
2026-03-04,7156.0
2026-03-05,7268.0
2026-03-06,7508.0
2026-03-09,7866.0
2026-03-10,7668.0
2026-03-11,8078.0
2026-03-12,8388.0
2026-03-13,8340.0
2026-03-16,8472.0
2026-03-17,8360.0
2026-03-18,8250.0
2026-03-19,8398.0
2026-03-20,8278.0
2026-03-23,8706.0
2026-03-24,8260.0
2026-03-25,8098.0
2026-03-26,8282.0
2026-03-27,8436.0
2026-03-30,8358.0
2026-03-31,8256.0
2026-04-01,7900.0
2026-04-02,8360.0
2026-04-03,8394.0
2026-04-07,8504.0
2026-04-08,7976.0
2026-04-09,8112.0
2026-04-10,7884.0
2026-04-13,7920.0
2026-04-14,7970.0
2026-04-15,8082.0
2026-04-16,8144.0
2026-04-17,8084.0
2026-04-20,8046.0
2026-04-21,8024.0
2026-04-22,8080.0
2026-04-23,8210.0
2026-04-24,8144.0
2026-04-27,8270.0
2026-04-28,8430.0
2026-04-29,8450.0
2026-04-30,8458.0
2026-05-06,8460.0
2026-05-07,8160.0
2026-05-11,8114.0
2026-05-12,8176.0
2026-05-13,8134.0
2026-05-14,8170.0
