datetime,PP2305
2022-05-19,8308.0
2022-05-20,8329.0
2022-05-23,8355.0
2022-05-24,8344.0
2022-05-25,8380.0
2022-05-26,8550.0
2022-05-27,8570.0
2022-05-30,8585.0
2022-05-31,8754.0
2022-06-01,8735.0
2022-06-02,8709.0
2022-06-06,8815.0
2022-06-07,8765.0
2022-06-08,8813.0
2022-06-09,8859.0
2022-06-10,8788.0
2022-06-13,8708.0
2022-06-14,8670.0
2022-06-15,8632.0
2022-06-16,8568.0
2022-06-17,8499.0
2022-06-20,8430.0
2022-06-21,8463.0
2022-06-22,8390.0
2022-06-23,8344.0
2022-06-24,8275.0
2022-06-27,8360.0
2022-06-28,8449.0
2022-06-29,8385.0
2022-06-30,8390.0
2022-07-01,8287.0
2022-07-04,8388.0
2022-07-05,8355.0
2022-07-06,8188.0
2022-07-07,8183.0
2022-07-08,8275.0
2022-07-11,8072.0
2022-07-12,7955.0
2022-07-13,7924.0
2022-07-14,7900.0
2022-07-15,7632.0
2022-07-18,7930.0
2022-07-19,7815.0
2022-07-20,7808.0
2022-07-21,7632.0
2022-07-22,7627.0
2022-07-25,7625.0
2022-07-26,7750.0
2022-07-27,7737.0
2022-07-28,7903.0
2022-07-29,7908.0
2022-08-01,7858.0
2022-08-02,7863.0
2022-08-03,7850.0
2022-08-04,7680.0
2022-08-05,7610.0
2022-08-08,7735.0
2022-08-09,7690.0
2022-08-10,7626.0
2022-08-11,7690.0
2022-08-12,7705.0
2022-08-15,7673.0
2022-08-16,7605.0
2022-08-17,7456.0
2022-08-18,7455.0
2022-08-19,7484.0
2022-08-22,7516.0
2022-08-23,7527.0
2022-08-24,7611.0
2022-08-25,7667.0
2022-08-26,7773.0
2022-08-29,7736.0
2022-08-30,7796.0
2022-08-31,7720.0
2022-09-01,7703.0
2022-09-02,7722.0
2022-09-05,7871.0
2022-09-06,7981.0
2022-09-07,7894.0
2022-09-08,7889.0
2022-09-09,8035.0
2022-09-13,8045.0
2022-09-14,7964.0
2022-09-15,7895.0
2022-09-16,7895.0
2022-09-19,7804.0
2022-09-20,7806.0
2022-09-21,7822.0
2022-09-22,7878.0
2022-09-23,7804.0
2022-09-26,7662.0
2022-09-27,7740.0
2022-09-28,7698.0
2022-09-29,7876.0
2022-09-30,7865.0
2022-10-10,8059.0
2022-10-11,7927.0
2022-10-12,7848.0
2022-10-13,7680.0
2022-10-14,7670.0
2022-10-17,7580.0
2022-10-18,7562.0
2022-10-19,7534.0
2022-10-20,7540.0
2022-10-21,7490.0
2022-10-24,7492.0
2022-10-25,7430.0
2022-10-26,7408.0
2022-10-27,7393.0
2022-10-28,7469.0
2022-10-31,7254.0
2022-11-01,7416.0
2022-11-02,7479.0
2022-11-03,7477.0
2022-11-04,7575.0
2022-11-07,7499.0
2022-11-08,7475.0
2022-11-09,7593.0
2022-11-10,7480.0
2022-11-11,7673.0
2022-11-14,7728.0
2022-11-15,7727.0
2022-11-16,7751.0
2022-11-17,7688.0
2022-11-18,7729.0
2022-11-21,7571.0
2022-11-22,7557.0
2022-11-23,7577.0
2022-11-24,7608.0
2022-11-25,7653.0
2022-11-28,7614.0
2022-11-29,7754.0
2022-11-30,7747.0
2022-12-01,7757.0
2022-12-02,7832.0
2022-12-05,7826.0
2022-12-06,7777.0
2022-12-07,7714.0
2022-12-08,7675.0
2022-12-09,7788.0
2022-12-12,7874.0
2022-12-13,7823.0
2022-12-14,7874.0
2022-12-15,7922.0
2022-12-16,7933.0
2022-12-19,7840.0
2022-12-20,7870.0
2022-12-21,7889.0
2022-12-22,7806.0
2022-12-23,7618.0
2022-12-26,7687.0
2022-12-27,7775.0
2022-12-28,7760.0
2022-12-29,7675.0
2022-12-30,7825.0
2023-01-03,7865.0
2023-01-04,7767.0
2023-01-05,7695.0
2023-01-06,7695.0
2023-01-09,7651.0
2023-01-10,7639.0
2023-01-11,7689.0
2023-01-12,7737.0
2023-01-13,7897.0
2023-01-16,7938.0
2023-01-17,7963.0
2023-01-18,8025.0
2023-01-19,8060.0
2023-01-20,8155.0
2023-01-30,8200.0
2023-01-31,8149.0
2023-02-01,8143.0
2023-02-02,8031.0
2023-02-03,7963.0
2023-02-06,7917.0
2023-02-07,7888.0
2023-02-08,7871.0
2023-02-09,7900.0
2023-02-10,7834.0
2023-02-13,7807.0
2023-02-14,7815.0
2023-02-15,7779.0
2023-02-16,7809.0
2023-02-17,7870.0
2023-02-20,7905.0
2023-02-21,7972.0
2023-02-22,7942.0
2023-02-23,7943.0
2023-02-24,7918.0
2023-02-27,7841.0
2023-02-28,7862.0
2023-03-01,7910.0
2023-03-02,7891.0
2023-03-03,7879.0
2023-03-06,7892.0
2023-03-07,7857.0
2023-03-08,7803.0
2023-03-09,7766.0
2023-03-10,7707.0
2023-03-13,7744.0
2023-03-14,7681.0
2023-03-15,7621.0
2023-03-16,7506.0
2023-03-17,7560.0
2023-03-20,7503.0
2023-03-21,7527.0
2023-03-22,7542.0
2023-03-23,7510.0
2023-03-24,7558.0
2023-03-27,7573.0
2023-03-28,7616.0
2023-03-29,7597.0
2023-03-30,7608.0
2023-03-31,7685.0
2023-04-03,7715.0
2023-04-04,7675.0
2023-04-06,7580.0
2023-04-07,7601.0
2023-04-10,7554.0
2023-04-11,7587.0
2023-04-12,7599.0
2023-04-13,7572.0
2023-04-14,7599.0
2023-04-17,7645.0
2023-04-18,7648.0
2023-04-19,7624.0
2023-04-20,7617.0
2023-04-21,7636.0
2023-04-24,7588.0
2023-04-25,7626.0
2023-04-26,7606.0
2023-04-27,7543.0
2023-04-28,7515.0
2023-05-04,7427.0
2023-05-05,7422.0
2023-05-08,7451.0
2023-05-09,7443.0
2023-05-10,7390.0
2023-05-11,7348.0
2023-05-12,7250.0
2023-05-15,7200.0
2023-05-16,7225.0
2023-05-17,7200.0
