datetime,PP1905
2018-05-16,9200.0
2018-05-17,9144.0
2018-05-18,9160.0
2018-05-21,9201.0
2018-05-22,9200.0
2018-05-23,9133.0
2018-05-24,9143.0
2018-05-25,9026.0
2018-05-28,8969.0
2018-05-29,9050.0
2018-05-30,9031.0
2018-05-31,9064.0
2018-06-01,9150.0
2018-06-04,9180.0
2018-06-05,9160.0
2018-06-06,9088.0
2018-06-07,9200.0
2018-06-08,9215.0
2018-06-11,9320.0
2018-06-12,9320.0
2018-06-13,9250.0
2018-06-14,9210.0
2018-06-15,9237.0
2018-06-19,9050.0
2018-06-20,9098.0
2018-06-21,9009.0
2018-06-22,8956.0
2018-06-25,9008.0
2018-06-26,9000.0
2018-06-27,8982.0
2018-06-28,9036.0
2018-06-29,9142.0
2018-07-02,9128.0
2018-07-03,9134.0
2018-07-04,9130.0
2018-07-05,9036.0
2018-07-06,9039.0
2018-07-09,9050.0
2018-07-10,9126.0
2018-07-11,9100.0
2018-07-12,9161.0
2018-07-13,9178.0
2018-07-16,9174.0
2018-07-17,9157.0
2018-07-18,9131.0
2018-07-19,9150.0
2018-07-20,9226.0
2018-07-23,9270.0
2018-07-24,9350.0
2018-07-25,9372.0
2018-07-26,9361.0
2018-07-27,9386.0
2018-07-30,9472.0
2018-07-31,9460.0
2018-08-01,9445.0
2018-08-02,9546.0
2018-08-03,9620.0
2018-08-06,9853.0
2018-08-07,9924.0
2018-08-08,9930.0
2018-08-09,9941.0
2018-08-10,9917.0
2018-08-13,9933.0
2018-08-14,10008.0
2018-08-15,9991.0
2018-08-16,9930.0
2018-08-17,9807.0
2018-08-20,9830.0
2018-08-21,9765.0
2018-08-22,9802.0
2018-08-23,9680.0
2018-08-24,9639.0
2018-08-27,9708.0
2018-08-28,9709.0
2018-08-29,9722.0
2018-08-30,9716.0
2018-08-31,9653.0
2018-09-03,9595.0
2018-09-04,9637.0
2018-09-05,9656.0
2018-09-06,9615.0
2018-09-07,9661.0
2018-09-10,9788.0
2018-09-11,9618.0
2018-09-12,9527.0
2018-09-13,9478.0
2018-09-14,9515.0
2018-09-17,9598.0
2018-09-18,9610.0
2018-09-19,9646.0
2018-09-20,9694.0
2018-09-21,9733.0
2018-09-25,9733.0
2018-09-26,9576.0
2018-09-27,9577.0
2018-09-28,9575.0
2018-10-08,9800.0
2018-10-09,10129.0
2018-10-10,10042.0
2018-10-11,9915.0
2018-10-12,9905.0
2018-10-15,9810.0
2018-10-16,9712.0
2018-10-17,9700.0
2018-10-18,9732.0
2018-10-19,9615.0
2018-10-22,9577.0
2018-10-23,9544.0
2018-10-24,9511.0
2018-10-25,9368.0
2018-10-26,9422.0
2018-10-29,9248.0
2018-10-30,9225.0
2018-10-31,9256.0
2018-11-01,9125.0
2018-11-02,9250.0
2018-11-05,9246.0
2018-11-06,9244.0
2018-11-07,9185.0
2018-11-08,9155.0
2018-11-09,9010.0
2018-11-12,8927.0
2018-11-13,8950.0
2018-11-14,8870.0
2018-11-15,8918.0
2018-11-16,8982.0
2018-11-19,8929.0
2018-11-20,8774.0
2018-11-21,8617.0
2018-11-22,8592.0
2018-11-23,8295.0
2018-11-26,8073.0
2018-11-27,8081.0
2018-11-28,8368.0
2018-11-29,8286.0
2018-11-30,8387.0
2018-12-03,8546.0
2018-12-04,8690.0
2018-12-05,8717.0
2018-12-06,8525.0
2018-12-07,8608.0
2018-12-10,8496.0
2018-12-11,8287.0
2018-12-12,8293.0
2018-12-13,8427.0
2018-12-14,8505.0
2018-12-17,8580.0
2018-12-18,8586.0
2018-12-19,8635.0
2018-12-20,8517.0
2018-12-21,8444.0
2018-12-24,8389.0
2018-12-25,8313.0
2018-12-26,8439.0
2018-12-27,8540.0
2018-12-28,8604.0
2019-01-02,8471.0
2019-01-03,8511.0
2019-01-04,8707.0
2019-01-07,8746.0
2019-01-08,8618.0
2019-01-09,8671.0
2019-01-10,8621.0
2019-01-11,8725.0
2019-01-14,8585.0
2019-01-15,8635.0
2019-01-16,8776.0
2019-01-17,8765.0
2019-01-18,8866.0
2019-01-21,8889.0
2019-01-22,8772.0
2019-01-23,8820.0
2019-01-24,8765.0
2019-01-25,8730.0
2019-01-28,8739.0
2019-01-29,8630.0
2019-01-30,8825.0
2019-01-31,8863.0
2019-02-01,8895.0
2019-02-11,8757.0
2019-02-12,8740.0
2019-02-13,8618.0
2019-02-14,8673.0
2019-02-15,8608.0
2019-02-18,8643.0
2019-02-19,8822.0
2019-02-20,8832.0
2019-02-21,8809.0
2019-02-22,8784.0
2019-02-25,8691.0
2019-02-26,8787.0
2019-02-27,8680.0
2019-02-28,8657.0
2019-03-01,8849.0
2019-03-04,8936.0
2019-03-05,8895.0
2019-03-06,8927.0
2019-03-07,8808.0
2019-03-08,8728.0
2019-03-11,8795.0
2019-03-12,8834.0
2019-03-13,8837.0
2019-03-14,8739.0
2019-03-15,8633.0
2019-03-18,8452.0
2019-03-19,8507.0
2019-03-20,8512.0
2019-03-21,8581.0
2019-03-22,8607.0
2019-03-25,8635.0
2019-03-26,8602.0
2019-03-27,8603.0
2019-03-28,8523.0
2019-03-29,8604.0
2019-04-01,8743.0
2019-04-02,8741.0
2019-04-03,8827.0
2019-04-04,8814.0
2019-04-08,9002.0
2019-04-09,8889.0
2019-04-10,8945.0
2019-04-11,8938.0
2019-04-12,8952.0
2019-04-15,8902.0
2019-04-16,8882.0
2019-04-17,8880.0
2019-04-18,8815.0
2019-04-19,8801.0
2019-04-23,8827.0
2019-04-24,8812.0
2019-04-25,8793.0
2019-04-26,8784.0
2019-04-29,8810.0
2019-04-30,8828.0
2019-05-06,8800.0
2019-05-07,8830.0
2019-05-08,8752.0
2019-05-09,8550.0
2019-05-10,8625.0
2019-05-13,8595.0
2019-05-14,8351.0
2019-05-15,8351.0
2019-05-16,8350.0
2019-05-17,8480.0
