datetime,J2309
2022-09-16,2371.0
2022-09-19,2385.0
2022-09-20,2382.0
2022-09-21,2395.0
2022-09-22,2418.0
2022-09-23,2395.0
2022-09-26,2399.5
2022-09-27,2466.5
2022-09-28,2460.0
2022-09-29,2500.0
2022-09-30,2492.5
2022-10-10,2565.0
2022-10-11,2492.5
2022-10-12,2465.5
2022-10-13,2430.0
2022-10-14,2480.0
2022-10-17,2357.5
2022-10-18,2353.0
2022-10-19,2372.0
2022-10-20,2295.0
2022-10-21,2348.0
2022-10-24,2324.5
2022-10-25,2280.5
2022-10-26,2281.0
2022-10-27,2280.0
2022-10-28,2220.0
2022-10-31,2173.0
2022-11-01,2218.5
2022-11-02,2213.5
2022-11-03,2242.0
2022-11-04,2316.0
2022-11-07,2340.0
2022-11-08,2350.5
2022-11-09,2346.0
2022-11-10,2296.5
2022-11-11,2382.0
2022-11-14,2444.5
2022-11-15,2473.0
2022-11-16,2500.0
2022-11-17,2450.0
2022-11-18,2443.0
2022-11-21,2388.0
2022-11-22,2358.0
2022-11-23,2382.5
2022-11-24,2395.5
2022-11-25,2434.5
2022-11-28,2448.0
2022-11-29,2525.5
2022-11-30,2500.0
2022-12-01,2498.0
2022-12-02,2556.5
2022-12-05,2590.0
2022-12-06,2575.0
2022-12-07,2555.0
2022-12-08,2630.0
2022-12-09,2697.5
2022-12-12,2726.0
2022-12-13,2703.0
2022-12-14,2775.5
2022-12-15,2814.5
2022-12-16,2751.0
2022-12-19,2596.0
2022-12-20,2586.5
2022-12-21,2636.0
2022-12-22,2536.5
2022-12-23,2574.5
2022-12-26,2630.0
2022-12-27,2645.0
2022-12-28,2590.0
2022-12-29,2585.0
2022-12-30,2577.5
2023-01-03,2530.5
2023-01-04,2490.5
2023-01-05,2504.5
2023-01-06,2573.5
2023-01-09,2624.5
2023-01-10,2621.5
2023-01-11,2699.0
2023-01-12,2700.0
2023-01-13,2726.5
2023-01-16,2721.5
2023-01-17,2729.5
2023-01-18,2755.0
2023-01-19,2762.5
2023-01-20,2765.0
2023-01-30,2774.0
2023-01-31,2712.0
2023-02-01,2669.5
2023-02-02,2642.0
2023-02-03,2640.5
2023-02-06,2640.0
2023-02-07,2638.0
2023-02-08,2683.0
2023-02-09,2679.5
2023-02-10,2626.0
2023-02-13,2577.5
2023-02-14,2591.5
2023-02-15,2589.0
2023-02-16,2656.0
2023-02-17,2704.0
2023-02-20,2723.0
2023-02-21,2749.5
2023-02-22,2755.0
2023-02-23,2799.5
2023-02-24,2824.0
2023-02-27,2795.0
2023-02-28,2771.5
2023-03-01,2813.5
2023-03-02,2810.5
2023-03-03,2825.0
2023-03-06,2793.5
2023-03-07,2780.0
2023-03-08,2773.0
2023-03-09,2773.0
2023-03-10,2784.0
2023-03-13,2811.5
2023-03-14,2736.0
2023-03-15,2693.0
2023-03-16,2644.5
2023-03-17,2673.0
2023-03-20,2638.0
2023-03-21,2606.0
2023-03-22,2610.5
2023-03-23,2580.5
2023-03-24,2623.0
2023-03-27,2613.0
2023-03-28,2566.5
2023-03-29,2569.0
2023-03-30,2597.0
2023-03-31,2638.0
2023-04-03,2549.5
2023-04-04,2502.0
2023-04-06,2460.0
2023-04-07,2451.0
2023-04-10,2387.0
2023-04-11,2397.5
2023-04-12,2365.0
2023-04-13,2322.5
2023-04-14,2344.0
2023-04-17,2360.5
2023-04-18,2395.0
2023-04-19,2380.5
2023-04-20,2312.0
2023-04-21,2271.0
2023-04-24,2241.0
2023-04-25,2208.0
2023-04-26,2187.0
2023-04-27,2164.0
2023-04-28,2149.0
2023-05-04,2094.0
2023-05-05,2140.5
2023-05-08,2227.5
2023-05-09,2163.5
2023-05-10,2150.5
2023-05-11,2109.0
2023-05-12,2144.0
2023-05-15,2195.0
2023-05-16,2197.0
2023-05-17,2255.0
2023-05-18,2233.5
2023-05-19,2156.0
2023-05-22,2089.5
2023-05-23,2107.5
2023-05-24,2059.5
2023-05-25,1977.5
2023-05-26,1990.5
2023-05-29,1955.0
2023-05-30,1918.5
2023-05-31,1901.5
2023-06-01,1953.5
2023-06-02,1991.5
2023-06-05,1992.0
2023-06-06,2019.0
2023-06-07,2007.0
2023-06-08,2023.0
2023-06-09,2076.5
2023-06-12,2022.0
2023-06-13,2098.0
2023-06-14,2125.0
2023-06-15,2140.5
2023-06-16,2180.0
2023-06-19,2148.0
2023-06-20,2143.0
2023-06-21,2141.0
2023-06-26,2038.5
2023-06-27,2096.5
2023-06-28,2085.0
2023-06-29,2090.5
2023-06-30,2124.5
2023-07-03,2100.0
2023-07-04,2078.0
