d,c
2021-05-20,7406.0
2021-05-21,7060.0
2021-05-24,7032.0
2021-05-25,7044.0
2021-05-26,7078.0
2021-05-27,6924.0
2021-05-28,7092.0
2021-05-31,7058.0
2021-06-01,7142.0
2021-06-02,7346.0
2021-06-03,7618.0
2021-06-04,7490.0
2021-06-07,7614.0
2021-06-08,7316.0
2021-06-09,7324.0
2021-06-10,7380.0
2021-06-11,7170.0
2021-06-15,6810.0
2021-06-16,6698.0
2021-06-17,6684.0
2021-06-18,6444.0
2021-06-21,6576.0
2021-06-22,6700.0
2021-06-23,6784.0
2021-06-24,6678.0
2021-06-25,6784.0
2021-06-28,6790.0
2021-06-29,6762.0
2021-06-30,6872.0
2021-07-01,7078.0
2021-07-02,7170.0
2021-07-05,7182.0
2021-07-06,7222.0
2021-07-07,7076.0
2021-07-08,7052.0
2021-07-09,7150.0
2021-07-12,7208.0
2021-07-13,7260.0
2021-07-14,7304.0
2021-07-15,7378.0
2021-07-16,7446.0
2021-07-19,7408.0
2021-07-20,7454.0
2021-07-21,7366.0
2021-07-22,7330.0
2021-07-23,7454.0
2021-07-26,7512.0
2021-07-27,7594.0
2021-07-28,7520.0
2021-07-29,7554.0
2021-07-30,7576.0
2021-08-02,7204.0
2021-08-03,7252.0
2021-08-04,7396.0
2021-08-05,7404.0
2021-08-06,7390.0
2021-08-09,7484.0
2021-08-10,7534.0
2021-08-11,7768.0
2021-08-12,7830.0
2021-08-13,7752.0
2021-08-16,7920.0
2021-08-17,8024.0
2021-08-18,7810.0
2021-08-19,7866.0
2021-08-20,7732.0
2021-08-23,7738.0
2021-08-24,7784.0
2021-08-25,7832.0
2021-08-26,7814.0
2021-08-27,7772.0
2021-08-30,7726.0
2021-08-31,7776.0
2021-09-01,7494.0
2021-09-02,7482.0
2021-09-03,7710.0
2021-09-06,7752.0
2021-09-07,7760.0
2021-09-08,7778.0
2021-09-09,7828.0
2021-09-10,7560.0
2021-09-13,7650.0
2021-09-14,7672.0
2021-09-15,7796.0
2021-09-16,7916.0
2021-09-17,7590.0
2021-09-22,7684.0
2021-09-23,7944.0
2021-09-24,7964.0
2021-09-27,7878.0
2021-09-28,7930.0
2021-09-29,7924.0
2021-09-30,8162.0
2021-10-08,8690.0
2021-10-11,8756.0
2021-10-12,8638.0
2021-10-13,8690.0
2021-10-14,8534.0
2021-10-15,8714.0
2021-10-18,8882.0
2021-10-19,8992.0
2021-10-20,9068.0
2021-10-21,9058.0
2021-10-22,8670.0
2021-10-25,8780.0
2021-10-26,8898.0
2021-10-27,8752.0
2021-10-28,8592.0
2021-10-29,8812.0
2021-11-01,8622.0
2021-11-02,8718.0
2021-11-03,8892.0
2021-11-04,8560.0
2021-11-05,8510.0
2021-11-08,8288.0
2021-11-09,8060.0
2021-11-10,8280.0
2021-11-11,8330.0
2021-11-12,8368.0
2021-11-15,8380.0
2021-11-16,8374.0
2021-11-17,8536.0
2021-11-18,8626.0
2021-11-19,8744.0
2021-11-22,8534.0
2021-11-23,8370.0
2021-11-24,8482.0
2021-11-25,8628.0
2021-11-26,8506.0
2021-11-29,8372.0
2021-11-30,8048.0
2021-12-01,8090.0
2021-12-02,7872.0
2021-12-03,8254.0
2021-12-06,8250.0
2021-12-07,8418.0
2021-12-08,8220.0
2021-12-09,8120.0
2021-12-10,8036.0
2021-12-13,7986.0
2021-12-14,7828.0
2021-12-15,7678.0
2021-12-16,7816.0
2021-12-17,7974.0
2021-12-20,7708.0
2021-12-21,7926.0
2021-12-22,8026.0
2021-12-23,8126.0
2021-12-24,8390.0
2021-12-27,8350.0
2021-12-28,8470.0
2021-12-29,8330.0
2021-12-30,8454.0
2021-12-31,8550.0
2022-01-04,8682.0
2022-01-05,8816.0
2022-01-06,8728.0
2022-01-07,8858.0
2022-01-10,8978.0
2022-01-11,8924.0
2022-01-12,8914.0
2022-01-13,8982.0
2022-01-14,9062.0
2022-01-17,9040.0
2022-01-18,9166.0
2022-01-19,9286.0
