datetime,PX2609
2025-09-15,6746.0
2025-09-16,6722.0
2025-09-17,6750.0
2025-09-18,6692.0
2025-09-19,6630.0
2025-09-22,6622.0
2025-09-23,6580.0
2025-09-24,6630.0
2025-09-25,6698.0
2025-09-26,6690.0
2025-09-29,6696.0
2025-09-30,6578.0
2025-10-09,6600.0
2025-10-10,6532.0
2025-10-13,6486.0
2025-10-14,6420.0
2025-10-15,6412.0
2025-10-16,6454.0
2025-10-17,6372.0
2025-10-20,6378.0
2025-10-21,6410.0
2025-10-22,6446.0
2025-10-23,6538.0
2025-10-24,6608.0
2025-10-27,6684.0
2025-10-28,6678.0
2025-10-30,6622.0
2025-10-31,6662.0
2025-11-03,6686.0
2025-11-04,6684.0
2025-11-05,6666.0
2025-11-06,6762.0
2025-11-07,6770.0
2025-11-10,6818.0
2025-11-11,6774.0
2025-11-12,6794.0
2025-11-13,6810.0
2025-11-14,6810.0
2025-11-17,6794.0
2025-11-18,6744.0
2025-11-19,6836.0
2025-11-20,6794.0
2025-11-21,6726.0
2025-11-24,6750.0
2025-11-25,6718.0
2025-11-26,6762.0
2025-11-27,6712.0
2025-11-28,6812.0
2025-12-01,6866.0
2025-12-02,6872.0
2025-12-03,6820.0
2025-12-04,6830.0
2025-12-05,6764.0
2025-12-08,6808.0
2025-12-09,6692.0
2025-12-10,6682.0
2025-12-11,6692.0
2025-12-12,6646.0
2025-12-15,6694.0
2025-12-16,6634.0
2025-12-17,6680.0
2025-12-18,6742.0
2025-12-19,6884.0
2025-12-22,7050.0
2025-12-23,7148.0
2025-12-24,7154.0
2025-12-25,7212.0
2025-12-26,7394.0
2025-12-29,7200.0
2025-12-30,7200.0
2025-12-31,7160.0
2026-01-05,7090.0
2026-01-06,7238.0
2026-01-07,7214.0
2026-01-08,7122.0
2026-01-09,7174.0
2026-01-12,7264.0
2026-01-13,7262.0
2026-01-14,7234.0
2026-01-15,7134.0
2026-01-16,7072.0
2026-01-19,7082.0
2026-01-20,7224.0
2026-01-21,7238.0
2026-01-22,7420.0
2026-01-23,7582.0
2026-01-26,7568.0
2026-01-27,7320.0
2026-01-28,7488.0
2026-01-29,7466.0
2026-01-30,7384.0
2026-02-02,7130.0
2026-02-03,7186.0
2026-02-04,7292.0
2026-02-05,7186.0
2026-02-06,7248.0
2026-02-09,7274.0
2026-02-10,7300.0
2026-02-11,7356.0
2026-02-12,7286.0
2026-02-13,7214.0
2026-02-24,7452.0
2026-02-25,7412.0
2026-02-26,7388.0
2026-02-27,7420.0
2026-03-02,7806.0
2026-03-03,7886.0
2026-03-04,7898.0
2026-03-05,8028.0
2026-03-06,8276.0
2026-03-09,8610.0
2026-03-10,8418.0
2026-03-11,8970.0
2026-03-12,9482.0
2026-03-13,9482.0
2026-03-16,9602.0
2026-03-17,9522.0
2026-03-18,9386.0
2026-03-19,9544.0
2026-03-20,9244.0
2026-03-23,9980.0
2026-03-24,9428.0
2026-03-25,9252.0
2026-03-26,9562.0
2026-03-27,9706.0
2026-03-30,9598.0
2026-03-31,9500.0
2026-04-01,8908.0
2026-04-02,9366.0
2026-04-03,9560.0
2026-04-07,9506.0
2026-04-08,8812.0
2026-04-09,8964.0
2026-04-10,8656.0
2026-04-13,8700.0
2026-04-14,8906.0
2026-04-15,9068.0
2026-04-16,9054.0
2026-04-17,9074.0
2026-04-20,8956.0
2026-04-21,8958.0
2026-04-22,9000.0
2026-04-23,9264.0
2026-04-24,9140.0
2026-04-27,9368.0
2026-04-28,9594.0
2026-04-29,9554.0
2026-04-30,9544.0
2026-05-06,9646.0
2026-05-07,9158.0
2026-05-08,8964.0
2026-05-11,9222.0
2026-05-12,9192.0
2026-05-13,9038.0
2026-05-14,8936.0
2026-05-15,9096.0
2026-05-18,9268.0
2026-05-19,9132.0
2026-05-20,9086.0
2026-05-21,9070.0
2026-05-22,8706.0
2026-05-25,8470.0
2026-05-26,8450.0
2026-05-27,8514.0
2026-05-28,8690.0
2026-05-29,8596.0
2026-06-01,8712.0
2026-06-02,8766.0
2026-06-03,8880.0
2026-06-04,8700.0
2026-06-05,8776.0
2026-06-08,9002.0
2026-06-09,8692.0
2026-06-10,8786.0
