datetime,PX2501
2024-01-16,8430.0
2024-01-18,8230.0
2024-01-24,8500.0
2024-01-31,8428.0
2024-02-01,8352.0
2024-02-05,8280.0
2024-02-06,8254.0
2024-02-07,8202.0
2024-02-26,8386.0
2024-03-01,8392.0
2024-03-05,8356.0
2024-03-06,8356.0
2024-03-07,8386.0
2024-03-08,8394.0
2024-03-11,8388.0
2024-03-12,8402.0
2024-03-13,8404.0
2024-03-14,8442.0
2024-03-15,8600.0
2024-03-18,8600.0
2024-03-19,8684.0
2024-03-20,8628.0
2024-03-21,8528.0
2024-03-22,8530.0
2024-03-25,8460.0
2024-03-26,8558.0
2024-03-27,8516.0
2024-04-01,8638.0
2024-04-02,8706.0
2024-04-03,8758.0
2024-04-09,8652.0
2024-04-10,8672.0
2024-04-11,8624.0
2024-04-12,8594.0
2024-04-15,8696.0
2024-04-16,8780.0
2024-04-17,8744.0
2024-04-18,8646.0
2024-04-19,8622.0
2024-04-22,8620.0
2024-04-23,8596.0
2024-04-24,8598.0
2024-04-25,8512.0
2024-04-26,8570.0
2024-04-29,8562.0
2024-04-30,8560.0
2024-05-06,8412.0
2024-05-07,8432.0
2024-05-08,8360.0
2024-05-09,8374.0
2024-05-10,8398.0
2024-05-13,8318.0
2024-05-14,8312.0
2024-05-15,8348.0
2024-05-16,8398.0
2024-05-17,8454.0
2024-05-20,8528.0
2024-05-21,8510.0
2024-05-22,8512.0
2024-05-23,8466.0
2024-05-24,8522.0
2024-05-27,8564.0
2024-05-28,8526.0
2024-05-29,8582.0
2024-05-30,8636.0
2024-05-31,8606.0
2024-06-03,8490.0
2024-06-04,8394.0
2024-06-05,8376.0
2024-06-06,8390.0
2024-06-07,8430.0
2024-06-11,8496.0
2024-06-12,8528.0
2024-06-13,8496.0
2024-06-14,8494.0
2024-06-17,8406.0
2024-06-18,8426.0
2024-06-19,8514.0
2024-06-20,8536.0
2024-06-21,8494.0
2024-06-24,8532.0
2024-06-25,8594.0
2024-06-26,8560.0
2024-06-27,8540.0
2024-06-28,8600.0
2024-07-01,8600.0
2024-07-02,8610.0
2024-07-03,8732.0
2024-07-04,8664.0
2024-07-05,8594.0
2024-07-08,8566.0
2024-07-09,8536.0
2024-07-10,8488.0
2024-07-11,8554.0
2024-07-12,8534.0
2024-07-15,8452.0
2024-07-16,8416.0
2024-07-17,8412.0
2024-07-18,8440.0
2024-07-19,8406.0
2024-07-22,8376.0
2024-07-23,8370.0
2024-07-24,8328.0
2024-07-25,8272.0
2024-07-26,8334.0
2024-07-29,8312.0
2024-07-30,8222.0
2024-07-31,8326.0
2024-08-01,8364.0
2024-08-02,8302.0
2024-08-05,8154.0
2024-08-06,8076.0
2024-08-07,8066.0
2024-08-08,8052.0
2024-08-09,8022.0
2024-08-12,8074.0
2024-08-13,8102.0
2024-08-14,8024.0
2024-08-15,7962.0
2024-08-16,7954.0
2024-08-19,7730.0
2024-08-20,7734.0
2024-08-21,7780.0
2024-08-22,7656.0
2024-08-23,7682.0
2024-08-26,7834.0
2024-08-27,7854.0
2024-08-28,7750.0
2024-08-29,7740.0
2024-08-30,7736.0
2024-09-02,7384.0
2024-09-03,7424.0
2024-09-04,7304.0
2024-09-05,7160.0
2024-09-06,7168.0
2024-09-09,7010.0
2024-09-10,6734.0
2024-09-11,6880.0
2024-09-12,6940.0
2024-09-13,6940.0
2024-09-18,6762.0
2024-09-19,6922.0
2024-09-20,6918.0
2024-09-23,6824.0
2024-09-24,7012.0
2024-09-25,7024.0
2024-09-26,6968.0
2024-09-27,7118.0
2024-09-30,7398.0
2024-10-08,7582.0
2024-10-09,7430.0
2024-10-10,7382.0
2024-10-11,7396.0
2024-10-14,7340.0
2024-10-15,7142.0
2024-10-16,7058.0
2024-10-17,6940.0
2024-10-18,7062.0
2024-10-21,6998.0
2024-10-22,7070.0
2024-10-23,7102.0
2024-10-24,7082.0
2024-10-25,7064.0
2024-10-28,7016.0
2024-10-29,6830.0
2024-10-30,6842.0
2024-10-31,6882.0
2024-11-01,6902.0
2024-11-04,6914.0
2024-11-05,6938.0
2024-11-06,6772.0
2024-11-07,6922.0
2024-11-08,6924.0
2024-11-11,6848.0
2024-11-12,6774.0
2024-11-13,6800.0
2024-11-14,6698.0
2024-11-15,6614.0
2024-11-18,6672.0
2024-11-19,6764.0
2024-11-20,6828.0
2024-11-21,6840.0
2024-11-22,6854.0
2024-11-25,6804.0
2024-11-26,6758.0
2024-11-27,6794.0
2024-11-28,6698.0
2024-11-29,6718.0
2024-12-02,6686.0
2024-12-03,6696.0
2024-12-04,6774.0
2024-12-05,6638.0
2024-12-06,6590.0
2024-12-09,6520.0
2024-12-10,6594.0
2024-12-11,6668.0
2024-12-12,6708.0
2024-12-13,6710.0
2024-12-16,6868.0
2024-12-17,6846.0
2024-12-18,6832.0
2024-12-19,6794.0
2024-12-20,6768.0
2024-12-23,6804.0
2024-12-24,6794.0
2024-12-25,6782.0
2024-12-26,6680.0
2024-12-27,6606.0
2024-12-30,6710.0
2024-12-31,6772.0
2025-01-02,6910.0
2025-01-03,7048.0
2025-01-06,7088.0
2025-01-08,7080.0
2025-01-09,7250.0
2025-01-15,7720.0
