datetime,CF2301
2022-01-18,19115.0
2022-01-19,19180.0
2022-01-20,19280.0
2022-01-21,19235.0
2022-01-24,19155.0
2022-01-25,19160.0
2022-01-26,19215.0
2022-01-27,19260.0
2022-01-28,19170.0
2022-02-07,19555.0
2022-02-08,19550.0
2022-02-09,19750.0
2022-02-10,19660.0
2022-02-11,19575.0
2022-02-14,19560.0
2022-02-15,19330.0
2022-02-16,19100.0
2022-02-17,19175.0
2022-02-18,19135.0
2022-02-21,19180.0
2022-02-22,19120.0
2022-02-23,19145.0
2022-02-24,19250.0
2022-02-25,18805.0
2022-02-28,18710.0
2022-03-01,18770.0
2022-03-02,19015.0
2022-03-03,18895.0
2022-03-04,18860.0
2022-03-07,18935.0
2022-03-08,18880.0
2022-03-09,19085.0
2022-03-10,18930.0
2022-03-11,18965.0
2022-03-14,18835.0
2022-03-15,18650.0
2022-03-16,18835.0
2022-03-17,18820.0
2022-03-18,18960.0
2022-03-21,19180.0
2022-03-22,19345.0
2022-03-23,19325.0
2022-03-24,19275.0
2022-03-25,19590.0
2022-03-28,19900.0
2022-03-29,19875.0
2022-03-30,19975.0
2022-03-31,20020.0
2022-04-01,19995.0
2022-04-06,20080.0
2022-04-07,20120.0
2022-04-08,20125.0
2022-04-11,20195.0
2022-04-12,20470.0
2022-04-13,20530.0
2022-04-14,20745.0
2022-04-15,21140.0
2022-04-18,20990.0
2022-04-19,21080.0
2022-04-20,20860.0
2022-04-21,20985.0
2022-04-22,20920.0
2022-04-25,20510.0
2022-04-26,20580.0
2022-04-27,20560.0
2022-04-28,20990.0
2022-04-29,21100.0
2022-05-05,21295.0
2022-05-06,20825.0
2022-05-09,20705.0
2022-05-10,20710.0
2022-05-11,20820.0
2022-05-12,20800.0
2022-05-13,20960.0
2022-05-16,20960.0
2022-05-17,21145.0
2022-05-18,20970.0
2022-05-19,20920.0
2022-05-20,20920.0
2022-05-23,20720.0
2022-05-24,20555.0
2022-05-25,20370.0
2022-05-26,20310.0
2022-05-27,20365.0
2022-05-30,19925.0
2022-05-31,20460.0
2022-06-01,20175.0
2022-06-02,19965.0
2022-06-06,20025.0
2022-06-07,19950.0
2022-06-08,20005.0
2022-06-09,20120.0
2022-06-10,20020.0
2022-06-13,19970.0
2022-06-14,19890.0
2022-06-15,19385.0
2022-06-16,19105.0
2022-06-17,19075.0
2022-06-20,18590.0
2022-06-21,18365.0
2022-06-22,17985.0
2022-06-23,17565.0
2022-06-24,16710.0
2022-06-27,16605.0
2022-06-28,17000.0
2022-06-29,16915.0
2022-06-30,17060.0
2022-07-01,16590.0
2022-07-04,16485.0
2022-07-05,16395.0
2022-07-06,15910.0
2022-07-07,15625.0
2022-07-08,15575.0
2022-07-11,15695.0
2022-07-12,15315.0
2022-07-13,14540.0
2022-07-14,14125.0
2022-07-15,13920.0
2022-07-18,14505.0
2022-07-19,13910.0
2022-07-20,14355.0
2022-07-21,14425.0
2022-07-22,14465.0
2022-07-25,14150.0
2022-07-26,14210.0
2022-07-27,14270.0
2022-07-28,14385.0
2022-07-29,14570.0
2022-08-01,14150.0
2022-08-02,13855.0
2022-08-03,13970.0
2022-08-04,13860.0
2022-08-05,13790.0
2022-08-08,14210.0
2022-08-09,14295.0
2022-08-10,14225.0
2022-08-11,14765.0
2022-08-12,14755.0
2022-08-15,15510.0
2022-08-16,15430.0
2022-08-17,15530.0
2022-08-18,14835.0
2022-08-19,14810.0
2022-08-22,15015.0
2022-08-23,14945.0
2022-08-24,14995.0
2022-08-25,14930.0
2022-08-26,15110.0
2022-08-29,15080.0
2022-08-30,14940.0
2022-08-31,15015.0
2022-09-01,14900.0
2022-09-02,14210.0
2022-09-05,14495.0
2022-09-06,14540.0
2022-09-07,14475.0
2022-09-08,14365.0
2022-09-09,14530.0
2022-09-13,14535.0
2022-09-14,14445.0
2022-09-15,14830.0
2022-09-16,14500.0
2022-09-19,14255.0
2022-09-20,14180.0
2022-09-21,14045.0
2022-09-22,14205.0
2022-09-23,13780.0
2022-09-26,13520.0
2022-09-27,13450.0
2022-09-28,13220.0
2022-09-29,13395.0
2022-09-30,13420.0
2022-10-10,13470.0
2022-10-11,13755.0
2022-10-12,13935.0
2022-10-13,13620.0
2022-10-14,13860.0
2022-10-17,13745.0
2022-10-18,13615.0
2022-10-19,13510.0
2022-10-20,13200.0
2022-10-21,13225.0
2022-10-24,13290.0
2022-10-25,13195.0
2022-10-26,13150.0
2022-10-27,13000.0
2022-10-28,12855.0
2022-10-31,12485.0
2022-11-01,12670.0
2022-11-02,12960.0
2022-11-03,12930.0
2022-11-04,13185.0
2022-11-07,13175.0
2022-11-08,13115.0
2022-11-09,12990.0
2022-11-10,13130.0
2022-11-11,13300.0
2022-11-14,13230.0
2022-11-15,13395.0
2022-11-16,13395.0
2022-11-17,13510.0
2022-11-18,13555.0
2022-11-21,13250.0
2022-11-22,13425.0
2022-11-23,13410.0
2022-11-24,13465.0
2022-11-25,13465.0
2022-11-28,13170.0
2022-11-29,13330.0
2022-11-30,13210.0
2022-12-01,13475.0
2022-12-02,13485.0
2022-12-05,13485.0
2022-12-06,13640.0
2022-12-07,13655.0
2022-12-08,13705.0
2022-12-09,13810.0
2022-12-12,13860.0
2022-12-13,13900.0
2022-12-14,13885.0
2022-12-15,14035.0
2022-12-16,14125.0
2022-12-19,13750.0
2022-12-20,13850.0
2022-12-21,14080.0
2022-12-22,13910.0
2022-12-23,13965.0
2022-12-26,14050.0
2022-12-27,14235.0
2022-12-28,14230.0
2022-12-29,14160.0
2022-12-30,14225.0
2023-01-03,14370.0
2023-01-04,14320.0
2023-01-05,14310.0
2023-01-06,14405.0
2023-01-09,14430.0
2023-01-10,14500.0
2023-01-11,14500.0
2023-01-12,14410.0
2023-01-13,14430.0
2023-01-16,14340.0
