datetime,V2305
2022-05-19,8118.0
2022-05-20,8095.0
2022-05-23,8061.0
2022-05-24,8023.0
2022-05-25,7957.0
2022-05-26,7936.0
2022-05-27,7923.0
2022-05-30,8062.0
2022-05-31,8090.0
2022-06-01,8072.0
2022-06-02,8087.0
2022-06-06,8271.0
2022-06-07,8296.0
2022-06-08,8358.0
2022-06-09,8263.0
2022-06-10,8248.0
2022-06-13,8093.0
2022-06-14,7978.0
2022-06-15,7955.0
2022-06-16,7855.0
2022-06-17,7811.0
2022-06-20,7625.0
2022-06-21,7504.0
2022-06-22,7268.0
2022-06-23,7399.0
2022-06-24,7178.0
2022-06-27,7155.0
2022-06-28,7299.0
2022-06-29,7215.0
2022-06-30,7220.0
2022-07-01,7091.0
2022-07-04,6955.0
2022-07-05,6770.0
2022-07-06,6709.0
2022-07-07,6641.0
2022-07-08,6538.0
2022-07-11,6554.0
2022-07-12,6304.0
2022-07-13,6219.0
2022-07-14,6218.0
2022-07-15,6030.0
2022-07-18,6288.0
2022-07-19,6250.0
2022-07-20,6327.0
2022-07-21,6194.0
2022-07-22,6303.0
2022-07-25,6292.0
2022-07-26,6372.0
2022-07-27,6330.0
2022-07-28,6542.0
2022-07-29,6636.0
2022-08-01,6552.0
2022-08-02,6555.0
2022-08-03,6482.0
2022-08-04,6345.0
2022-08-05,6300.0
2022-08-08,6505.0
2022-08-09,6475.0
2022-08-10,6395.0
2022-08-11,6410.0
2022-08-12,6365.0
2022-08-15,6235.0
2022-08-16,6183.0
2022-08-17,6096.0
2022-08-18,6035.0
2022-08-19,6033.0
2022-08-22,6200.0
2022-08-23,6136.0
2022-08-24,6273.0
2022-08-25,6227.0
2022-08-26,6369.0
2022-08-29,6244.0
2022-08-30,6186.0
2022-08-31,6178.0
2022-09-01,6215.0
2022-09-02,6138.0
2022-09-05,6310.0
2022-09-06,6315.0
2022-09-07,6270.0
2022-09-08,6342.0
2022-09-09,6456.0
2022-09-13,6448.0
2022-09-14,6276.0
2022-09-15,6228.0
2022-09-16,6220.0
2022-09-19,6101.0
2022-09-20,6078.0
2022-09-21,6030.0
2022-09-22,6151.0
2022-09-23,6046.0
2022-09-26,6044.0
2022-09-27,6013.0
2022-09-28,6021.0
2022-09-29,6097.0
2022-09-30,6108.0
2022-10-10,6161.0
2022-10-11,6144.0
2022-10-12,6109.0
2022-10-13,5983.0
2022-10-14,5978.0
2022-10-17,5829.0
2022-10-18,5858.0
2022-10-19,5882.0
2022-10-20,5868.0
2022-10-21,5814.0
2022-10-24,5848.0
2022-10-25,5788.0
2022-10-26,5718.0
2022-10-27,5708.0
2022-10-28,5680.0
2022-10-31,5593.0
2022-11-01,5760.0
2022-11-02,5811.0
2022-11-03,5857.0
2022-11-04,5920.0
2022-11-07,5851.0
2022-11-08,5829.0
2022-11-09,5849.0
2022-11-10,5766.0
2022-11-11,5919.0
2022-11-14,5907.0
2022-11-15,5932.0
2022-11-16,5936.0
2022-11-17,5864.0
2022-11-18,5880.0
2022-11-21,5815.0
2022-11-22,5777.0
2022-11-23,5754.0
2022-11-24,5868.0
2022-11-25,5984.0
2022-11-28,5879.0
2022-11-29,5964.0
2022-11-30,5964.0
2022-12-01,6000.0
2022-12-02,6120.0
2022-12-05,6201.0
2022-12-06,6153.0
2022-12-07,6097.0
2022-12-08,6136.0
2022-12-09,6269.0
2022-12-12,6205.0
2022-12-13,6274.0
2022-12-14,6333.0
2022-12-15,6407.0
2022-12-16,6398.0
2022-12-19,6245.0
2022-12-20,6275.0
2022-12-21,6335.0
2022-12-22,6225.0
2022-12-23,6189.0
2022-12-26,6285.0
2022-12-27,6333.0
2022-12-28,6306.0
2022-12-29,6257.0
2022-12-30,6263.0
2023-01-03,6325.0
2023-01-04,6239.0
2023-01-05,6218.0
2023-01-06,6387.0
2023-01-09,6367.0
2023-01-10,6369.0
2023-01-11,6405.0
2023-01-12,6412.0
2023-01-13,6469.0
2023-01-16,6491.0
2023-01-17,6493.0
2023-01-18,6572.0
2023-01-19,6634.0
2023-01-20,6696.0
2023-01-30,6552.0
2023-01-31,6368.0
