datetime,JM2201
2021-01-18,1587.5
2021-01-19,1530.0
2021-01-20,1512.5
2021-01-21,1529.5
2021-01-22,1541.5
2021-01-25,1514.0
2021-01-26,1491.0
2021-01-27,1482.0
2021-01-28,1496.0
2021-01-29,1432.5
2021-02-01,1429.0
2021-02-02,1401.0
2021-02-03,1395.0
2021-02-04,1413.0
2021-02-05,1428.5
2021-02-08,1450.0
2021-02-09,1445.0
2021-02-10,1435.0
2021-02-18,1490.0
2021-02-19,1467.5
2021-02-22,1436.5
2021-02-23,1409.0
2021-02-24,1427.0
2021-02-25,1482.0
2021-02-26,1433.0
2021-03-01,1390.5
2021-03-02,1465.0
2021-03-03,1470.0
2021-03-04,1464.0
2021-03-05,1454.5
2021-03-08,1480.0
2021-03-09,1438.0
2021-03-10,1444.0
2021-03-11,1457.0
2021-03-12,1430.5
2021-03-15,1433.5
2021-03-16,1471.5
2021-03-17,1508.0
2021-03-18,1507.0
2021-03-19,1478.5
2021-03-22,1484.0
2021-03-23,1504.5
2021-03-24,1510.5
2021-03-25,1535.5
2021-03-26,1528.5
2021-03-29,1625.0
2021-03-30,1628.5
2021-03-31,1611.5
2021-04-01,1595.0
2021-04-02,1607.0
2021-04-06,1620.0
2021-04-07,1605.0
2021-04-08,1575.5
2021-04-09,1578.5
2021-04-12,1601.0
2021-04-13,1627.5
2021-04-14,1641.0
2021-04-15,1650.5
2021-04-16,1705.0
2021-04-19,1708.0
2021-04-20,1717.5
2021-04-21,1696.5
2021-04-22,1736.0
2021-04-23,1735.5
2021-04-26,1778.5
2021-04-27,1770.0
2021-04-28,1742.0
2021-04-29,1760.5
2021-04-30,1778.0
2021-05-06,1913.0
2021-05-07,1932.0
2021-05-10,2047.0
2021-05-11,2018.5
2021-05-12,2098.0
2021-05-13,1978.0
2021-05-14,1913.0
2021-05-17,1934.0
2021-05-18,1932.0
2021-05-19,1881.0
2021-05-20,1750.0
2021-05-21,1675.5
2021-05-24,1687.5
2021-05-25,1713.0
2021-05-26,1707.0
2021-05-27,1753.0
2021-05-28,1767.0
2021-05-31,1724.5
2021-06-01,1843.5
2021-06-02,1831.0
2021-06-03,1862.0
2021-06-04,1833.5
2021-06-07,1772.0
2021-06-08,1805.5
2021-06-09,1826.0
2021-06-10,1829.5
2021-06-11,1936.5
2021-06-15,1912.5
2021-06-16,1901.5
2021-06-17,1946.0
2021-06-18,1886.0
2021-06-21,1856.0
2021-06-22,1882.5
2021-06-23,1912.0
2021-06-24,1927.0
2021-06-25,1924.5
2021-06-28,1882.0
2021-06-29,1864.0
2021-06-30,1858.0
2021-07-01,1845.0
2021-07-02,1834.5
2021-07-05,1865.5
2021-07-06,1832.0
2021-07-07,1845.5
2021-07-08,1781.0
2021-07-09,1784.0
2021-07-12,1793.0
2021-07-13,1846.5
2021-07-14,1885.0
2021-07-15,1894.5
2021-07-16,1965.5
2021-07-19,1970.0
2021-07-20,1990.5
2021-07-21,1987.0
2021-07-22,1988.0
2021-07-23,2018.0
2021-07-26,2031.0
2021-07-27,2019.5
2021-07-28,2042.0
2021-07-29,2093.5
2021-07-30,2120.0
2021-08-02,2055.5
2021-08-03,1980.0
2021-08-04,2056.5
2021-08-05,2046.0
2021-08-06,2094.5
2021-08-09,2159.5
2021-08-10,2198.0
2021-08-11,2261.0
2021-08-12,2205.5
2021-08-13,2184.5
2021-08-16,2180.0
2021-08-17,2239.0
2021-08-18,2195.5
2021-08-19,2287.0
2021-08-20,2238.0
2021-08-23,2421.0
2021-08-24,2465.0
2021-08-25,2589.0
2021-08-26,2536.5
2021-08-27,2523.0
2021-08-30,2495.0
2021-08-31,2460.0
2021-09-01,2511.5
