datetime,SM2609
2025-09-15,5980.0
2025-09-16,5994.0
2025-09-17,6054.0
2025-09-18,6032.0
2025-09-19,6036.0
2025-09-22,5956.0
2025-09-23,5954.0
2025-09-24,5982.0
2025-09-25,6006.0
2025-09-26,5928.0
2025-09-29,5868.0
2025-09-30,5832.0
2025-10-09,5850.0
2025-10-10,5836.0
2025-10-13,5816.0
2025-10-14,5798.0
2025-10-15,5812.0
2025-10-16,5820.0
2025-10-17,5792.0
2025-10-20,5808.0
2025-10-21,5806.0
2025-10-22,5872.0
2025-10-23,5898.0
2025-10-24,5838.0
2025-10-27,5864.0
2025-10-28,5854.0
2025-10-29,5924.0
2025-10-30,5924.0
2025-10-31,5856.0
2025-11-03,5870.0
2025-11-04,5846.0
2025-11-05,5850.0
2025-11-06,5874.0
2025-11-07,5852.0
2025-11-10,5918.0
2025-11-11,5870.0
2025-11-12,5870.0
2025-11-13,5872.0
2025-11-14,5852.0
2025-11-17,5910.0
2025-11-18,5788.0
2025-11-19,5754.0
2025-11-20,5736.0
2025-11-21,5730.0
2025-11-24,5764.0
2025-11-25,5770.0
2025-11-26,5752.0
2025-11-27,5746.0
2025-11-28,5732.0
2025-12-01,5832.0
2025-12-02,5826.0
2025-12-03,5826.0
2025-12-04,5880.0
2025-12-05,5844.0
2025-12-08,5818.0
2025-12-09,5818.0
2025-12-10,5810.0
2025-12-11,5800.0
2025-12-12,5810.0
2025-12-15,5842.0
2025-12-16,5820.0
2025-12-17,5836.0
2025-12-18,5852.0
2025-12-19,5886.0
2025-12-22,5912.0
2025-12-23,5902.0
2025-12-24,5908.0
2025-12-25,5916.0
2025-12-26,5914.0
2025-12-29,5926.0
2025-12-30,5982.0
2025-12-31,5964.0
2026-01-05,5944.0
2026-01-06,5978.0
2026-01-07,6070.0
2026-01-08,5970.0
2026-01-09,5984.0
2026-01-12,5998.0
2026-01-13,5986.0
2026-01-14,5988.0
2026-01-15,5946.0
2026-01-16,5920.0
2026-01-19,5890.0
2026-01-20,5846.0
2026-01-21,5844.0
2026-01-22,5860.0
2026-01-23,5902.0
2026-01-26,5880.0
2026-01-27,5868.0
2026-01-28,5880.0
2026-01-29,5976.0
2026-01-30,5922.0
2026-02-02,5874.0
2026-02-03,5880.0
2026-02-04,5910.0
2026-02-05,5932.0
2026-02-06,5902.0
2026-02-09,5854.0
2026-02-10,5858.0
2026-02-11,5866.0
2026-02-12,5842.0
2026-02-13,5816.0
2026-02-24,5788.0
2026-02-25,5802.0
2026-02-26,5972.0
2026-02-27,6074.0
2026-03-02,6126.0
2026-03-03,6160.0
2026-03-04,6164.0
2026-03-05,6138.0
2026-03-06,6178.0
2026-03-09,6184.0
2026-03-10,6146.0
2026-03-11,6170.0
2026-03-12,6218.0
2026-03-13,6230.0
2026-03-16,6220.0
2026-03-17,6288.0
2026-03-18,6198.0
2026-03-19,6238.0
2026-03-20,6440.0
2026-03-23,6608.0
2026-03-24,6540.0
2026-03-25,6560.0
2026-03-26,6492.0
2026-03-27,6626.0
2026-03-30,6646.0
2026-03-31,6504.0
2026-04-01,6438.0
2026-04-02,6550.0
2026-04-03,6476.0
2026-04-07,6446.0
2026-04-08,6286.0
2026-04-09,6180.0
2026-04-10,6176.0
2026-04-13,6198.0
2026-04-14,6210.0
2026-04-15,6226.0
2026-04-16,6258.0
2026-04-17,6252.0
2026-04-20,6220.0
2026-04-21,6218.0
2026-04-22,6216.0
2026-04-23,6198.0
2026-04-24,6174.0
2026-04-27,6182.0
2026-04-28,6128.0
2026-04-29,6148.0
2026-04-30,6110.0
2026-05-06,6136.0
2026-05-07,6092.0
2026-05-08,6058.0
2026-05-11,5966.0
2026-05-12,5932.0
2026-05-13,5976.0
2026-05-14,5958.0
2026-05-15,5890.0
2026-05-18,5942.0
2026-05-19,5956.0
2026-05-20,5968.0
2026-05-21,5954.0
2026-05-22,5922.0
2026-05-25,6114.0
2026-05-26,5994.0
2026-05-27,6040.0
2026-05-28,6022.0
2026-05-29,6018.0
2026-06-01,6040.0
2026-06-02,6044.0
2026-06-03,6076.0
2026-06-04,6068.0
2026-06-05,5980.0
2026-06-08,6008.0
