datetime,MA2205
2021-05-20,2588.0
2021-05-21,2554.0
2021-05-24,2604.0
2021-05-25,2585.0
2021-05-26,2652.0
2021-05-27,2568.0
2021-05-28,2550.0
2021-05-31,2551.0
2021-06-01,2585.0
2021-06-02,2556.0
2021-06-03,2578.0
2021-06-04,2549.0
2021-06-07,2493.0
2021-06-08,2484.0
2021-06-09,2500.0
2021-06-10,2500.0
2021-06-11,2509.0
2021-06-15,2548.0
2021-06-16,2552.0
2021-06-17,2545.0
2021-06-18,2510.0
2021-06-21,2500.0
2021-06-22,2580.0
2021-06-23,2606.0
2021-06-24,2609.0
2021-06-25,2638.0
2021-06-28,2630.0
2021-06-29,2620.0
2021-06-30,2641.0
2021-07-01,2640.0
2021-07-02,2659.0
2021-07-05,2688.0
2021-07-06,2687.0
2021-07-07,2633.0
2021-07-08,2612.0
2021-07-09,2649.0
2021-07-12,2679.0
2021-07-13,2685.0
2021-07-14,2698.0
2021-07-15,2672.0
2021-07-16,2697.0
2021-07-19,2740.0
2021-07-20,2709.0
2021-07-21,2707.0
2021-07-22,2727.0
2021-07-23,2708.0
2021-07-26,2677.0
2021-07-27,2665.0
2021-07-28,2670.0
2021-07-29,2704.0
2021-07-30,2761.0
2021-08-02,2707.0
2021-08-03,2648.0
2021-08-04,2665.0
2021-08-05,2659.0
2021-08-06,2680.0
2021-08-09,2630.0
2021-08-10,2667.0
2021-08-11,2714.0
2021-08-12,2720.0
2021-08-13,2737.0
2021-08-16,2742.0
2021-08-17,2721.0
2021-08-18,2727.0
2021-08-19,2683.0
2021-08-20,2681.0
2021-08-23,2730.0
2021-08-24,2670.0
2021-08-25,2677.0
2021-08-26,2638.0
2021-08-27,2654.0
2021-08-30,2650.0
2021-08-31,2639.0
2021-09-01,2676.0
2021-09-02,2705.0
2021-09-03,2714.0
2021-09-06,2726.0
2021-09-07,2825.0
2021-09-08,2851.0
2021-09-09,2877.0
2021-09-10,2849.0
2021-09-13,2900.0
2021-09-14,2867.0
2021-09-15,2960.0
2021-09-16,2972.0
2021-09-17,2874.0
2021-09-22,2963.0
2021-09-23,3072.0
2021-09-24,3037.0
2021-09-27,3141.0
2021-09-28,3176.0
2021-09-29,3130.0
2021-09-30,3331.0
2021-10-08,3320.0
2021-10-11,3511.0
2021-10-12,3494.0
2021-10-13,3402.0
2021-10-14,3358.0
2021-10-15,3360.0
2021-10-18,3424.0
2021-10-19,3379.0
2021-10-20,3096.0
2021-10-21,3047.0
2021-10-22,2997.0
2021-10-25,3010.0
2021-10-26,2960.0
2021-10-27,2682.0
2021-10-28,2584.0
2021-10-29,2591.0
2021-11-01,2611.0
2021-11-02,2601.0
2021-11-03,2671.0
2021-11-04,2616.0
2021-11-05,2528.0
2021-11-08,2547.0
2021-11-09,2528.0
2021-11-10,2491.0
2021-11-11,2538.0
2021-11-12,2461.0
2021-11-15,2405.0
2021-11-16,2446.0
2021-11-17,2464.0
2021-11-18,2457.0
2021-11-19,2497.0
2021-11-22,2489.0
2021-11-23,2507.0
2021-11-24,2562.0
2021-11-25,2591.0
2021-11-26,2502.0
2021-11-29,2501.0
2021-11-30,2486.0
2021-12-01,2537.0
2021-12-02,2481.0
2021-12-03,2458.0
2021-12-06,2493.0
2021-12-07,2498.0
2021-12-08,2478.0
2021-12-09,2468.0
2021-12-10,2475.0
2021-12-13,2560.0
2021-12-14,2583.0
2021-12-15,2562.0
2021-12-16,2647.0
2021-12-17,2677.0
2021-12-20,2614.0
2021-12-21,2568.0
2021-12-22,2555.0
2021-12-23,2568.0
2021-12-24,2609.0
2021-12-27,2529.0
2021-12-28,2523.0
2021-12-29,2545.0
2021-12-30,2544.0
2021-12-31,2478.0
2022-01-04,2591.0
2022-01-05,2579.0
2022-01-06,2605.0
2022-01-07,2634.0
2022-01-10,2614.0
2022-01-11,2559.0
2022-01-12,2576.0
2022-01-13,2609.0
2022-01-14,2713.0
2022-01-17,2716.0
2022-01-18,2774.0
2022-01-19,2811.0
2022-01-20,2798.0
2022-01-21,2795.0
2022-01-24,2768.0
2022-01-25,2779.0
2022-01-26,2821.0
2022-01-27,2821.0
2022-01-28,2823.0
2022-02-07,2952.0
2022-02-08,2935.0
2022-02-09,2823.0
2022-02-10,2799.0
2022-02-11,2706.0
2022-02-14,2752.0
2022-02-15,2758.0
2022-02-16,2750.0
2022-02-17,2682.0
2022-02-18,2768.0
2022-02-21,2773.0
2022-02-22,2780.0
2022-02-23,2825.0
2022-02-24,2828.0
2022-02-25,2763.0
2022-02-28,2895.0
2022-03-01,2945.0
2022-03-02,3018.0
2022-03-03,3139.0
2022-03-04,3060.0
2022-03-07,3301.0
2022-03-08,3252.0
2022-03-09,3290.0
2022-03-10,3119.0
2022-03-11,3130.0
2022-03-14,2987.0
2022-03-15,2918.0
2022-03-16,2948.0
2022-03-17,2928.0
2022-03-18,3020.0
2022-03-21,3063.0
2022-03-22,3085.0
2022-03-23,3061.0
2022-03-24,3038.0
2022-03-25,3111.0
2022-03-28,3095.0
2022-03-29,3054.0
2022-03-30,3027.0
2022-03-31,2917.0
2022-04-01,2889.0
2022-04-06,2959.0
2022-04-07,2936.0
2022-04-08,2867.0
2022-04-11,2799.0
2022-04-12,2840.0
2022-04-13,2861.0
2022-04-14,2871.0
2022-04-15,2850.0
2022-04-18,2927.0
2022-04-19,2911.0
2022-04-20,2900.0
2022-04-21,2884.0
2022-04-22,2831.0
2022-04-25,2610.0
2022-04-26,2711.0
2022-04-27,2660.0
2022-04-28,2653.0
2022-04-29,2660.0
2022-05-05,2755.0
2022-05-06,2730.0
2022-05-09,2680.0
2022-05-10,2630.0
2022-05-11,2657.0
2022-05-12,2682.0
2022-05-13,2715.0
2022-05-16,2951.0
2022-05-17,2733.0
2022-05-18,2659.0
