datetime,PX2605
2025-05-20,6560.0
2025-05-21,6600.0
2025-05-22,6522.0
2025-05-23,6494.0
2025-05-26,6482.0
2025-05-27,6472.0
2025-05-28,6360.0
2025-05-29,6536.0
2025-05-30,6360.0
2025-06-03,6364.0
2025-06-04,6388.0
2025-06-05,6340.0
2025-06-06,6346.0
2025-06-09,6318.0
2025-06-10,6348.0
2025-06-11,6368.0
2025-06-12,6390.0
2025-06-13,6612.0
2025-06-16,6566.0
2025-06-17,6542.0
2025-06-18,6706.0
2025-06-19,6772.0
2025-06-20,6808.0
2025-06-23,6814.0
2025-06-24,6484.0
2025-06-25,6490.0
2025-06-26,6470.0
2025-06-27,6498.0
2025-06-30,6540.0
2025-07-01,6552.0
2025-07-02,6608.0
2025-07-03,6600.0
2025-07-04,6548.0
2025-07-07,6550.0
2025-07-08,6566.0
2025-07-09,6604.0
2025-07-10,6668.0
2025-07-11,6582.0
2025-07-14,6640.0
2025-07-15,6580.0
2025-07-16,6570.0
2025-07-17,6570.0
2025-07-18,6618.0
2025-07-21,6710.0
2025-07-22,6750.0
2025-07-23,6738.0
2025-07-24,6814.0
2025-07-25,6922.0
2025-07-28,6766.0
2025-07-29,6790.0
2025-07-30,6834.0
2025-07-31,6838.0
2025-08-01,6778.0
2025-08-04,6704.0
2025-08-05,6698.0
2025-08-06,6734.0
2025-08-07,6694.0
2025-08-08,6672.0
2025-08-11,6708.0
2025-08-12,6746.0
2025-08-13,6700.0
2025-08-14,6618.0
2025-08-15,6690.0
2025-08-18,6750.0
2025-08-19,6726.0
2025-08-20,6786.0
2025-08-21,6886.0
2025-08-22,6888.0
2025-08-25,6894.0
2025-08-26,6928.0
2025-08-27,6840.0
2025-08-28,6818.0
2025-08-29,6796.0
2025-09-01,6790.0
2025-09-02,6786.0
2025-09-03,6746.0
2025-09-04,6654.0
2025-09-05,6660.0
2025-09-08,6708.0
2025-09-09,6676.0
2025-09-10,6716.0
2025-09-11,6706.0
2025-09-12,6648.0
2025-09-15,6688.0
2025-09-16,6720.0
2025-09-17,6732.0
2025-09-18,6666.0
2025-09-19,6594.0
2025-09-22,6574.0
2025-09-23,6546.0
2025-09-24,6626.0
2025-09-25,6704.0
2025-09-26,6666.0
2025-09-29,6674.0
2025-09-30,6598.0
2025-10-09,6586.0
2025-10-10,6522.0
2025-10-13,6482.0
2025-10-14,6390.0
2025-10-15,6366.0
2025-10-16,6414.0
2025-10-17,6320.0
2025-10-20,6312.0
2025-10-21,6362.0
2025-10-22,6474.0
2025-10-23,6520.0
2025-10-24,6540.0
2025-10-27,6652.0
2025-10-28,6632.0
2025-10-29,6660.0
2025-10-30,6600.0
2025-10-31,6634.0
2025-11-03,6646.0
2025-11-04,6676.0
2025-11-05,6658.0
2025-11-06,6806.0
2025-11-07,6780.0
2025-11-10,6834.0
2025-11-11,6776.0
2025-11-12,6802.0
2025-11-13,6844.0
2025-11-14,6832.0
2025-11-17,6820.0
2025-11-18,6776.0
2025-11-19,6882.0
2025-11-20,6842.0
2025-11-21,6770.0
2025-11-24,6790.0
2025-11-25,6752.0
2025-11-26,6804.0
2025-11-27,6754.0
2025-11-28,6858.0
2025-12-01,6952.0
2025-12-02,6942.0
2025-12-03,6908.0
2025-12-04,6902.0
2025-12-05,6818.0
2025-12-08,6866.0
2025-12-09,6776.0
2025-12-10,6744.0
2025-12-11,6780.0
2025-12-12,6728.0
2025-12-15,6756.0
2025-12-16,6716.0
2025-12-17,6742.0
2025-12-18,6830.0
2025-12-19,7016.0
2025-12-22,7216.0
2025-12-23,7282.0
2025-12-24,7278.0
2025-12-25,7354.0
2025-12-26,7556.0
2025-12-29,7296.0
2025-12-30,7332.0
2025-12-31,7266.0
2026-01-05,7212.0
2026-01-06,7350.0
2026-01-07,7328.0
2026-01-08,7210.0
2026-01-09,7268.0
2026-01-12,7334.0
2026-01-13,7320.0
2026-01-14,7294.0
2026-01-15,7188.0
2026-01-16,7132.0
2026-01-19,7150.0
2026-01-20,7284.0
2026-01-21,7280.0
2026-01-22,7468.0
2026-01-23,7626.0
2026-01-26,7630.0
2026-01-27,7376.0
2026-01-28,7516.0
2026-01-29,7482.0
2026-01-30,7400.0
2026-02-02,7150.0
2026-02-03,7206.0
2026-02-04,7296.0
2026-02-05,7200.0
2026-02-06,7262.0
2026-02-09,7290.0
2026-02-10,7308.0
2026-02-11,7378.0
