datetime,PX2605
2026-02-12,7312.0
2026-02-13,7236.0
2026-02-24,7478.0
2026-02-25,7432.0
2026-02-26,7382.0
2026-02-27,7394.0
2026-03-02,7836.0
2026-03-03,7984.0
2026-03-04,8088.0
2026-03-05,8344.0
2026-03-06,8670.0
2026-03-09,9028.0
2026-03-10,8902.0
2026-03-11,9532.0
2026-03-12,10218.0
2026-03-13,10018.0
2026-03-16,10180.0
2026-03-17,10018.0
2026-03-18,9874.0
2026-03-19,9914.0
2026-03-20,9682.0
2026-03-23,10390.0
2026-03-24,9708.0
2026-03-25,9502.0
2026-03-26,9774.0
2026-03-27,9916.0
2026-03-30,9840.0
2026-03-31,9700.0
2026-04-01,9190.0
2026-04-02,9720.0
2026-04-03,10000.0
2026-04-07,9880.0
2026-04-08,9010.0
2026-04-09,9234.0
2026-04-10,8950.0
2026-04-13,9014.0
2026-04-14,9382.0
2026-04-15,9598.0
2026-04-16,9628.0
2026-04-17,9542.0
2026-04-20,9418.0
2026-04-21,9362.0
2026-04-22,9312.0
2026-04-23,9490.0
2026-04-24,9398.0
2026-04-27,9664.0
2026-04-28,9884.0
2026-04-29,9820.0
2026-04-30,9904.0
2026-05-06,9838.0
2026-05-07,9558.0
2026-05-08,9312.0
2026-05-11,9340.0
2026-05-12,9348.0
2026-05-13,9478.0
2026-05-14,9218.0
2026-05-18,9648.0
