datetime,SA2401
2023-01-17,2163.0
2023-01-18,2215.0
2023-01-19,2230.0
2023-01-20,2225.0
2023-01-30,2209.0
2023-01-31,2205.0
2023-02-01,2209.0
2023-02-02,2187.0
2023-02-03,2197.0
2023-02-06,2193.0
2023-02-07,2164.0
2023-02-08,2175.0
2023-02-09,2190.0
2023-02-10,2188.0
2023-02-13,2144.0
2023-02-14,2151.0
2023-02-15,2123.0
2023-02-16,2116.0
2023-02-17,2124.0
2023-02-20,2084.0
2023-02-21,2122.0
2023-02-22,2123.0
2023-02-23,2129.0
2023-02-24,2130.0
2023-02-27,2120.0
2023-02-28,2128.0
2023-03-01,2141.0
2023-03-02,2147.0
2023-03-03,2153.0
2023-03-06,2141.0
2023-03-07,2138.0
2023-03-08,2108.0
2023-03-09,2112.0
2023-03-10,2109.0
2023-03-13,2095.0
2023-03-14,2061.0
2023-03-15,2062.0
2023-03-16,2008.0
2023-03-17,2007.0
2023-03-20,1994.0
2023-03-21,1986.0
2023-03-22,1995.0
2023-03-23,1995.0
2023-03-24,2049.0
2023-03-27,2055.0
2023-03-28,2054.0
2023-03-29,2014.0
2023-03-30,2016.0
2023-03-31,2023.0
2023-04-03,1999.0
2023-04-04,2003.0
2023-04-06,1988.0
2023-04-07,1997.0
2023-04-10,1970.0
2023-04-11,1934.0
2023-04-12,1915.0
2023-04-13,1869.0
2023-04-14,1910.0
2023-04-17,1943.0
2023-04-18,1953.0
2023-04-19,1912.0
2023-04-20,1856.0
2023-04-21,1859.0
2023-04-24,1811.0
2023-04-25,1830.0
2023-04-26,1833.0
2023-04-27,1813.0
2023-04-28,1771.0
2023-05-04,1760.0
2023-05-05,1789.0
2023-05-08,1797.0
2023-05-09,1749.0
2023-05-10,1713.0
2023-05-11,1680.0
2023-05-12,1650.0
2023-05-15,1635.0
2023-05-16,1632.0
2023-05-17,1619.0
2023-05-18,1640.0
2023-05-19,1597.0
2023-05-22,1464.0
2023-05-23,1432.0
2023-05-24,1415.0
2023-05-25,1406.0
2023-05-26,1435.0
2023-05-29,1468.0
2023-05-30,1400.0
2023-05-31,1390.0
2023-06-01,1413.0
2023-06-02,1448.0
2023-06-05,1428.0
2023-06-06,1431.0
2023-06-07,1408.0
2023-06-08,1409.0
2023-06-09,1419.0
2023-06-12,1394.0
2023-06-13,1446.0
2023-06-14,1451.0
2023-06-15,1453.0
2023-06-16,1465.0
2023-06-19,1448.0
2023-06-20,1456.0
2023-06-21,1417.0
2023-06-26,1404.0
2023-06-27,1412.0
2023-06-28,1401.0
2023-06-29,1424.0
2023-06-30,1431.0
2023-07-03,1441.0
2023-07-04,1446.0
2023-07-05,1441.0
2023-07-06,1442.0
2023-07-07,1443.0
2023-07-10,1446.0
2023-07-11,1475.0
2023-07-12,1498.0
2023-07-13,1538.0
2023-07-14,1529.0
2023-07-17,1475.0
2023-07-18,1498.0
2023-07-19,1531.0
2023-07-20,1534.0
2023-07-21,1549.0
2023-07-24,1514.0
2023-07-25,1533.0
2023-07-26,1573.0
2023-07-27,1635.0
2023-07-28,1622.0
2023-07-31,1636.0
2023-08-01,1694.0
2023-08-02,1649.0
2023-08-03,1588.0
2023-08-04,1579.0
2023-08-07,1526.0
2023-08-08,1538.0
2023-08-09,1560.0
2023-08-10,1557.0
2023-08-11,1607.0
2023-08-14,1584.0
2023-08-15,1579.0
2023-08-16,1590.0
2023-08-17,1683.0
2023-08-18,1691.0
2023-08-21,1838.0
2023-08-22,1857.0
2023-08-23,1841.0
2023-08-24,1922.0
2023-08-25,1980.0
2023-08-28,1898.0
2023-08-29,1764.0
2023-08-30,1895.0
2023-08-31,1885.0
2023-09-01,2053.0
2023-09-04,1903.0
2023-09-05,1955.0
2023-09-06,1912.0
2023-09-07,1868.0
2023-09-08,1793.0
2023-09-11,1837.0
2023-09-12,1815.0
2023-09-13,1791.0
2023-09-14,1813.0
2023-09-15,1841.0
2023-09-18,1873.0
2023-09-19,1903.0
2023-09-20,1894.0
2023-09-21,1824.0
2023-09-22,1853.0
2023-09-25,1801.0
2023-09-26,1801.0
2023-09-27,1784.0
2023-09-28,1740.0
2023-10-09,1748.0
2023-10-10,1703.0
2023-10-11,1694.0
2023-10-12,1724.0
2023-10-13,1724.0
2023-10-16,1742.0
2023-10-17,1710.0
2023-10-18,1703.0
2023-10-19,1732.0
2023-10-20,1709.0
2023-10-23,1690.0
2023-10-24,1690.0
2023-10-25,1692.0
2023-10-26,1665.0
2023-10-27,1688.0
2023-10-30,1749.0
2023-10-31,1729.0
2023-11-01,1730.0
2023-11-02,1738.0
2023-11-03,1787.0
2023-11-06,1856.0
2023-11-07,1881.0
2023-11-08,1914.0
2023-11-09,1978.0
2023-11-10,2126.0
2023-11-13,2058.0
2023-11-14,2032.0
2023-11-15,2056.0
2023-11-16,2054.0
2023-11-17,2110.0
2023-11-20,2236.0
2023-11-21,2206.0
2023-11-22,2341.0
2023-11-23,2353.0
2023-11-24,2323.0
2023-11-27,2484.0
2023-11-28,2309.0
2023-11-29,2385.0
2023-11-30,2442.0
2023-12-01,2554.0
2023-12-04,2637.0
2023-12-05,2776.0
2023-12-06,2723.0
2023-12-07,2730.0
2023-12-08,2672.0
2023-12-11,2672.0
2023-12-12,2677.0
2023-12-13,2657.0
2023-12-14,2670.0
2023-12-15,2667.0
2023-12-18,2644.0
2023-12-19,2523.0
2023-12-20,2534.0
2023-12-21,2573.0
2023-12-22,2601.0
2023-12-25,2545.0
2023-12-26,2514.0
2023-12-27,2501.0
2023-12-28,2496.0
2023-12-29,2500.0
2024-01-02,2477.0
2024-01-03,2471.0
2024-01-04,2301.0
2024-01-05,2300.0
2024-01-08,2260.0
2024-01-09,2266.0
2024-01-10,2205.0
2024-01-11,2140.0
2024-01-12,2180.0
2024-01-15,2100.0
