datetime,PF2301
2022-01-25,7492.0
2022-01-27,7768.0
2022-01-28,7756.0
2022-02-07,8082.0
2022-02-08,8000.0
2022-02-10,7820.0
2022-02-15,7820.0
2022-02-16,7642.0
2022-02-17,7508.0
2022-02-18,7454.0
2022-02-22,7630.0
2022-02-23,7512.0
2022-02-24,7788.0
2022-02-25,7660.0
2022-02-28,7590.0
2022-03-01,7672.0
2022-03-02,7862.0
2022-03-03,8008.0
2022-03-04,7788.0
2022-03-07,8114.0
2022-03-08,8022.0
2022-03-09,8380.0
2022-03-10,7914.0
2022-03-11,7894.0
2022-03-14,7752.0
2022-03-15,7558.0
2022-03-16,7644.0
2022-03-17,7550.0
2022-03-18,7802.0
2022-03-21,7920.0
2022-03-22,7920.0
2022-03-23,7830.0
2022-03-24,7920.0
2022-03-25,7976.0
2022-03-28,7900.0
2022-03-29,7760.0
2022-03-30,7796.0
2022-03-31,7776.0
2022-04-01,7716.0
2022-04-06,7836.0
2022-04-07,7770.0
2022-04-08,7756.0
2022-04-11,7648.0
2022-04-12,7850.0
2022-04-13,7824.0
2022-04-14,7844.0
2022-04-15,7844.0
2022-04-18,7948.0
2022-04-19,8012.0
2022-04-20,7960.0
2022-04-21,7978.0
2022-04-22,7910.0
2022-04-25,7700.0
2022-04-26,7784.0
2022-04-27,7744.0
2022-04-28,7800.0
2022-04-29,8022.0
2022-05-05,8134.0
2022-05-06,8182.0
2022-05-09,8132.0
2022-05-10,7988.0
2022-05-11,8060.0
2022-05-12,8236.0
2022-05-13,8352.0
2022-05-16,8360.0
2022-05-17,8408.0
2022-05-18,8268.0
2022-05-19,8282.0
2022-05-20,8332.0
2022-05-23,8280.0
2022-05-24,8182.0
2022-05-25,8278.0
2022-05-26,8220.0
2022-05-27,8188.0
2022-05-30,8260.0
2022-05-31,8376.0
2022-06-01,8208.0
2022-06-02,8190.0
2022-06-06,8552.0
2022-06-07,8676.0
2022-06-08,8794.0
2022-06-09,8800.0
2022-06-10,8852.0
2022-06-13,8688.0
2022-06-14,8704.0
2022-06-15,8622.0
2022-06-16,8524.0
2022-06-17,8454.0
2022-06-20,8322.0
2022-06-21,8286.0
2022-06-22,8120.0
2022-06-23,8076.0
2022-06-24,7774.0
2022-06-27,7896.0
2022-06-28,8040.0
2022-06-29,7834.0
2022-06-30,7830.0
2022-07-01,7636.0
2022-07-04,7756.0
2022-07-05,7670.0
2022-07-06,7448.0
2022-07-07,7356.0
2022-07-08,7384.0
2022-07-11,7358.0
2022-07-12,7224.0
2022-07-13,6950.0
2022-07-14,6820.0
2022-07-15,6668.0
2022-07-18,7110.0
2022-07-19,6960.0
2022-07-20,7000.0
2022-07-21,6944.0
2022-07-22,6998.0
2022-07-25,6906.0
2022-07-26,7144.0
2022-07-27,7068.0
2022-07-28,7264.0
2022-07-29,7196.0
2022-08-01,7182.0
2022-08-02,7192.0
2022-08-03,7230.0
2022-08-04,6988.0
2022-08-05,6838.0
2022-08-08,7032.0
2022-08-09,7048.0
2022-08-10,6984.0
2022-08-11,7046.0
2022-08-12,7178.0
2022-08-15,7192.0
2022-08-16,7010.0
2022-08-17,6910.0
2022-08-18,6924.0
2022-08-19,6770.0
2022-08-22,6860.0
2022-08-23,7042.0
2022-08-24,7146.0
2022-08-25,7124.0
2022-08-26,7106.0
2022-08-29,7010.0
2022-08-30,7044.0
2022-08-31,7060.0
2022-09-01,7088.0
2022-09-02,6884.0
2022-09-05,7292.0
2022-09-06,7242.0
2022-09-07,7082.0
2022-09-08,7074.0
2022-09-09,7278.0
2022-09-13,7374.0
2022-09-14,7344.0
2022-09-15,7312.0
2022-09-16,7282.0
2022-09-19,7100.0
2022-09-20,7156.0
2022-09-21,7242.0
2022-09-22,7210.0
2022-09-23,7130.0
2022-09-26,6920.0
2022-09-27,6914.0
2022-09-28,6792.0
2022-09-29,6910.0
2022-09-30,6938.0
2022-10-10,7232.0
2022-10-11,7092.0
2022-10-12,7022.0
2022-10-13,6920.0
2022-10-14,6982.0
2022-10-17,6892.0
2022-10-18,6994.0
2022-10-19,6850.0
2022-10-20,6912.0
2022-10-21,6922.0
2022-10-24,6858.0
2022-10-25,6812.0
2022-10-26,6788.0
2022-10-27,6738.0
2022-10-28,6582.0
2022-10-31,6514.0
2022-11-01,6644.0
2022-11-02,6652.0
2022-11-03,6672.0
2022-11-04,6886.0
2022-11-07,6836.0
2022-11-08,6832.0
2022-11-09,6810.0
2022-11-10,6788.0
2022-11-11,7026.0
2022-11-14,6952.0
2022-11-15,6946.0
2022-11-16,6970.0
2022-11-17,6862.0
2022-11-18,6976.0
2022-11-21,6734.0
2022-11-22,6660.0
2022-11-23,6642.0
2022-11-24,6662.0
2022-11-25,6634.0
2022-11-28,6538.0
2022-11-29,6612.0
2022-11-30,6592.0
2022-12-01,6642.0
2022-12-02,6666.0
2022-12-05,6612.0
2022-12-06,6534.0
2022-12-07,6466.0
2022-12-08,6534.0
2022-12-09,6658.0
2022-12-12,6762.0
2022-12-13,6904.0
2022-12-14,6900.0
2022-12-15,7004.0
2022-12-16,7116.0
2022-12-19,6972.0
2022-12-20,7056.0
2022-12-21,7110.0
2022-12-22,7108.0
2022-12-23,7000.0
2022-12-26,7040.0
2022-12-27,7098.0
2022-12-28,7124.0
2022-12-29,7104.0
2022-12-30,7252.0
2023-01-03,7100.0
2023-01-04,7050.0
2023-01-05,6860.0
2023-01-06,6810.0
2023-01-09,6860.0
2023-01-10,6850.0
2023-01-11,6870.0
2023-01-13,7100.0
