datetime,TA2201
2021-01-18,4268.0
2021-01-19,4274.0
2021-01-20,4258.0
2021-01-21,4246.0
2021-01-22,4184.0
2021-01-25,4216.0
2021-01-26,4180.0
2021-01-27,4226.0
2021-01-28,4194.0
2021-01-29,4300.0
2021-02-01,4372.0
2021-02-02,4390.0
2021-02-03,4370.0
2021-02-04,4418.0
2021-02-05,4406.0
2021-02-08,4440.0
2021-02-09,4438.0
2021-02-10,4410.0
2021-02-18,4576.0
2021-02-19,4564.0
2021-02-22,4680.0
2021-02-23,4832.0
2021-02-24,4964.0
2021-02-25,5172.0
2021-02-26,5006.0
2021-03-01,4984.0
2021-03-02,4790.0
2021-03-03,4794.0
2021-03-04,4862.0
2021-03-05,4950.0
2021-03-08,5016.0
2021-03-09,4836.0
2021-03-10,4690.0
2021-03-11,4778.0
2021-03-12,4800.0
2021-03-15,4798.0
2021-03-16,4708.0
2021-03-17,4782.0
2021-03-18,4784.0
2021-03-19,4542.0
2021-03-22,4608.0
2021-03-23,4602.0
2021-03-24,4562.0
2021-03-25,4548.0
2021-03-26,4650.0
2021-03-29,4630.0
2021-03-30,4620.0
2021-03-31,4614.0
2021-04-01,4594.0
2021-04-02,4708.0
2021-04-06,4756.0
2021-04-07,4798.0
2021-04-08,4642.0
2021-04-09,4604.0
2021-04-12,4574.0
2021-04-13,4636.0
2021-04-14,4716.0
2021-04-15,4814.0
2021-04-16,4848.0
2021-04-19,4846.0
2021-04-20,4848.0
2021-04-21,4800.0
2021-04-22,4742.0
2021-04-23,4754.0
2021-04-26,4734.0
2021-04-27,4834.0
2021-04-28,4908.0
2021-04-29,4916.0
2021-04-30,4866.0
2021-05-06,4924.0
2021-05-07,4960.0
2021-05-10,4966.0
2021-05-11,4878.0
2021-05-12,4982.0
2021-05-13,4774.0
2021-05-14,4716.0
2021-05-17,4774.0
2021-05-18,4874.0
2021-05-19,4754.0
2021-05-20,4768.0
2021-05-21,4678.0
2021-05-24,4730.0
2021-05-25,4814.0
2021-05-26,4810.0
2021-05-27,4746.0
2021-05-28,4784.0
2021-05-31,4840.0
2021-06-01,4924.0
2021-06-02,4872.0
2021-06-03,4878.0
2021-06-04,4822.0
2021-06-07,4754.0
2021-06-08,4740.0
2021-06-09,4800.0
2021-06-10,4762.0
2021-06-11,4850.0
2021-06-15,4858.0
2021-06-16,4976.0
2021-06-17,4990.0
2021-06-18,4838.0
2021-06-21,4886.0
2021-06-22,5020.0
2021-06-23,5070.0
2021-06-24,5066.0
2021-06-25,5224.0
2021-06-28,5238.0
2021-06-29,5086.0
2021-06-30,5112.0
2021-07-01,5084.0
2021-07-02,5116.0
2021-07-05,5202.0
2021-07-06,5300.0
2021-07-07,5110.0
2021-07-08,5020.0
2021-07-09,5106.0
2021-07-12,5112.0
2021-07-13,5160.0
2021-07-14,5190.0
2021-07-15,5082.0
2021-07-16,5076.0
2021-07-19,5120.0
2021-07-20,4942.0
2021-07-21,5054.0
2021-07-22,5238.0
2021-07-23,5238.0
2021-07-26,5204.0
2021-07-27,5178.0
2021-07-28,5218.0
2021-07-29,5330.0
2021-07-30,5342.0
2021-08-02,5380.0
2021-08-03,5268.0
2021-08-04,5380.0
2021-08-05,5198.0
2021-08-06,5404.0
2021-08-09,5260.0
2021-08-10,5294.0
2021-08-11,5282.0
2021-08-12,5282.0
2021-08-13,5266.0
2021-08-16,5146.0
2021-08-17,5174.0
2021-08-18,5098.0
2021-08-19,4976.0
2021-08-20,4962.0
2021-08-23,4954.0
2021-08-24,5008.0
2021-08-25,5016.0
2021-08-26,4984.0
2021-08-27,5042.0
2021-08-30,4982.0
2021-08-31,4930.0
2021-09-01,4932.0
2021-09-02,4832.0
2021-09-03,4934.0
2021-09-06,4908.0
2021-09-07,4914.0
2021-09-08,4768.0
2021-09-09,4784.0
2021-09-10,4768.0
2021-09-13,4866.0
2021-09-14,4946.0
2021-09-15,4980.0
2021-09-16,4980.0
2021-09-17,4954.0
2021-09-22,4896.0
2021-09-23,5000.0
2021-09-24,5158.0
2021-09-27,5200.0
2021-09-28,5246.0
2021-09-29,5098.0
2021-09-30,5088.0
2021-10-08,5422.0
2021-10-11,5592.0
2021-10-12,5444.0
2021-10-13,5392.0
2021-10-14,5382.0
2021-10-15,5540.0
2021-10-18,5568.0
2021-10-19,5544.0
2021-10-20,5440.0
2021-10-21,5402.0
2021-10-22,5420.0
2021-10-25,5448.0
2021-10-26,5460.0
2021-10-27,5258.0
2021-10-28,5204.0
2021-10-29,5156.0
2021-11-01,5176.0
2021-11-02,5218.0
2021-11-03,5088.0
2021-11-04,5002.0
2021-11-05,4968.0
2021-11-08,5128.0
2021-11-09,5078.0
2021-11-10,5178.0
2021-11-11,5014.0
2021-11-12,4998.0
2021-11-15,4946.0
2021-11-16,5012.0
2021-11-17,4978.0
2021-11-18,4834.0
2021-11-19,4942.0
2021-11-22,4842.0
2021-11-23,4816.0
2021-11-24,4908.0
2021-11-25,4960.0
2021-11-26,4796.0
2021-11-29,4632.0
2021-11-30,4420.0
2021-12-01,4486.0
