datetime,OI2101
2020-02-10,7452.0
2020-02-11,7435.0
2020-02-12,7340.0
2020-02-13,7355.0
2020-02-14,7349.0
2020-02-17,7450.0
2020-02-18,7414.0
2020-02-19,7376.0
2020-02-20,7330.0
2020-02-21,7290.0
2020-02-24,7269.0
2020-02-25,7305.0
2020-02-26,7276.0
2020-02-27,7328.0
2020-02-28,7122.0
2020-03-02,7203.0
2020-03-03,7142.0
2020-03-04,7162.0
2020-03-05,7175.0
2020-03-06,7169.0
2020-03-09,6875.0
2020-03-10,6988.0
2020-03-11,6984.0
2020-03-12,6808.0
2020-03-13,6709.0
2020-03-16,6630.0
2020-03-17,6594.0
2020-03-18,6513.0
2020-03-19,6527.0
2020-03-20,6596.0
2020-03-23,6601.0
2020-03-24,6671.0
2020-03-25,6734.0
2020-03-26,6580.0
2020-03-27,6670.0
2020-03-30,6785.0
2020-03-31,6620.0
2020-04-01,6556.0
2020-04-02,6560.0
2020-04-03,6532.0
2020-04-07,6642.0
2020-04-08,6672.0
2020-04-09,6770.0
2020-04-10,6715.0
2020-04-13,6679.0
2020-04-14,6646.0
2020-04-15,6637.0
2020-04-16,6536.0
2020-04-17,6579.0
2020-04-20,6560.0
2020-04-21,6406.0
2020-04-22,6473.0
2020-04-23,6538.0
2020-04-24,6500.0
2020-04-27,6490.0
2020-04-28,6489.0
2020-04-29,6505.0
2020-04-30,6505.0
2020-05-06,6501.0
2020-05-07,6558.0
2020-05-08,6560.0
2020-05-11,6582.0
2020-05-12,6537.0
2020-05-13,6631.0
2020-05-14,6627.0
2020-05-15,6661.0
2020-05-18,6701.0
2020-05-19,6672.0
2020-05-20,6680.0
2020-05-21,6676.0
2020-05-22,6611.0
2020-05-25,6642.0
2020-05-26,6626.0
2020-05-27,6636.0
2020-05-28,6798.0
2020-05-29,6817.0
2020-06-01,6855.0
2020-06-02,6848.0
2020-06-03,6899.0
2020-06-04,6907.0
2020-06-05,6900.0
2020-06-08,6919.0
2020-06-09,6959.0
2020-06-10,6926.0
2020-06-11,6948.0
2020-06-12,6945.0
2020-06-15,7014.0
2020-06-16,7053.0
2020-06-17,7097.0
2020-06-18,7137.0
2020-06-19,7202.0
2020-06-22,7189.0
2020-06-23,7184.0
2020-06-24,7220.0
2020-06-29,7162.0
2020-06-30,7162.0
2020-07-01,7179.0
2020-07-02,7202.0
2020-07-03,7235.0
2020-07-06,7310.0
2020-07-07,7319.0
2020-07-08,7395.0
2020-07-09,7435.0
2020-07-10,7427.0
2020-07-13,7517.0
2020-07-14,7634.0
2020-07-15,7643.0
2020-07-16,7699.0
2020-07-17,7999.0
2020-07-20,8262.0
2020-07-21,8183.0
2020-07-22,8080.0
2020-07-23,8157.0
2020-07-24,8114.0
2020-07-27,8087.0
2020-07-28,8024.0
2020-07-29,8144.0
2020-07-30,8178.0
2020-07-31,8255.0
2020-08-03,8487.0
2020-08-04,8573.0
2020-08-05,8511.0
2020-08-06,8653.0
2020-08-07,8618.0
2020-08-10,8395.0
2020-08-11,8445.0
2020-08-12,8382.0
2020-08-13,8521.0
2020-08-14,8560.0
2020-08-17,8677.0
2020-08-18,8634.0
2020-08-19,8712.0
2020-08-20,8578.0
2020-08-21,8602.0
2020-08-24,8572.0
2020-08-25,8449.0
2020-08-26,8499.0
2020-08-27,8462.0
2020-08-28,8603.0
2020-08-31,8661.0
2020-09-01,8710.0
2020-09-02,8702.0
2020-09-03,8697.0
2020-09-04,8674.0
2020-09-07,8642.0
2020-09-08,8693.0
2020-09-09,8666.0
2020-09-10,8640.0
2020-09-11,8653.0
2020-09-14,8807.0
2020-09-15,8795.0
2020-09-16,8792.0
2020-09-17,8933.0
2020-09-18,9122.0
2020-09-21,9364.0
2020-09-22,9219.0
2020-09-23,9017.0
2020-09-24,8923.0
2020-09-25,8947.0
2020-09-28,8909.0
2020-09-29,8887.0
2020-09-30,8820.0
2020-10-09,9042.0
2020-10-12,9179.0
2020-10-13,9153.0
2020-10-14,9151.0
2020-10-15,9102.0
2020-10-16,9094.0
2020-10-19,8922.0
2020-10-20,9017.0
2020-10-21,9038.0
2020-10-22,9139.0
2020-10-23,9107.0
2020-10-26,9260.0
2020-10-27,9306.0
2020-10-28,9340.0
2020-10-29,9559.0
2020-10-30,9545.0
2020-11-02,9661.0
2020-11-03,9739.0
2020-11-04,9913.0
2020-11-05,9731.0
2020-11-06,9762.0
2020-11-09,9554.0
2020-11-10,9591.0
2020-11-11,9644.0
2020-11-12,9744.0
2020-11-13,9775.0
2020-11-16,9738.0
2020-11-17,9839.0
2020-11-18,9845.0
2020-11-19,9953.0
2020-11-20,9879.0
2020-11-23,9783.0
2020-11-24,9777.0
2020-11-25,9891.0
2020-11-26,9779.0
2020-11-27,9759.0
2020-11-30,9693.0
2020-12-01,9764.0
2020-12-02,9627.0
2020-12-03,9776.0
2020-12-04,9701.0
2020-12-07,9690.0
2020-12-08,9542.0
2020-12-09,9563.0
2020-12-10,9439.0
2020-12-11,9572.0
2020-12-14,9630.0
2020-12-15,9612.0
2020-12-16,9673.0
2020-12-17,9699.0
2020-12-18,9755.0
2020-12-21,9677.0
2020-12-22,9505.0
2020-12-23,9568.0
2020-12-24,9791.0
2020-12-25,9897.0
2020-12-28,9795.0
2020-12-29,9750.0
2020-12-30,9872.0
2020-12-31,9978.0
2021-01-04,10258.0
2021-01-05,10200.0
2021-01-06,10360.0
2021-01-07,10315.0
2021-01-08,10123.0
2021-01-13,10300.0
2021-01-14,10405.0
2021-01-15,10330.0
