datetime,TA2509
2024-09-18,4878.0
2024-09-19,4986.0
2024-09-20,4976.0
2024-09-23,4900.0
2024-09-24,5032.0
2024-09-25,5056.0
2024-09-26,5016.0
2024-09-27,5104.0
2024-09-30,5270.0
2024-10-08,5398.0
2024-10-09,5292.0
2024-10-10,5292.0
2024-10-11,5308.0
2024-10-14,5266.0
2024-10-15,5160.0
2024-10-16,5100.0
2024-10-17,5020.0
2024-10-18,5100.0
2024-10-21,5076.0
2024-10-22,5146.0
2024-10-23,5164.0
2024-10-24,5142.0
2024-10-25,5136.0
2024-10-28,5106.0
2024-10-29,4992.0
2024-10-30,5026.0
2024-10-31,5062.0
2024-11-01,5074.0
2024-11-04,5078.0
2024-11-05,5090.0
2024-11-06,4990.0
2024-11-07,5114.0
2024-11-08,5120.0
2024-11-11,5070.0
2024-11-12,5014.0
2024-11-13,5050.0
2024-11-14,4988.0
2024-11-15,4938.0
2024-11-18,4986.0
2024-11-19,5014.0
2024-11-20,5032.0
2024-11-21,5032.0
2024-11-22,5034.0
2024-11-25,5006.0
2024-11-26,4962.0
2024-11-27,4980.0
2024-11-28,4920.0
2024-11-29,4972.0
2024-12-02,4958.0
2024-12-03,4946.0
2024-12-04,4964.0
2024-12-05,4868.0
2024-12-06,4860.0
2024-12-09,4814.0
2024-12-10,4858.0
2024-12-11,4900.0
2024-12-12,4922.0
2024-12-13,4932.0
2024-12-16,5072.0
2024-12-17,5074.0
2024-12-18,5040.0
2024-12-19,5010.0
2024-12-20,4988.0
2024-12-23,5016.0
2024-12-24,4994.0
2024-12-25,4986.0
2024-12-26,4910.0
2024-12-27,4864.0
2024-12-30,4898.0
2024-12-31,4928.0
2025-01-02,5020.0
2025-01-03,5020.0
2025-01-06,5016.0
2025-01-07,4934.0
2025-01-08,4938.0
2025-01-09,5096.0
2025-01-10,5078.0
2025-01-13,5196.0
2025-01-14,5190.0
2025-01-15,5224.0
2025-01-16,5302.0
2025-01-17,5268.0
2025-01-20,5202.0
2025-01-21,5212.0
2025-01-22,5168.0
2025-01-23,5102.0
2025-01-24,5056.0
2025-01-27,5012.0
2025-02-05,5026.0
2025-02-06,5016.0
2025-02-07,5118.0
2025-02-10,5172.0
2025-02-11,5174.0
2025-02-12,5176.0
2025-02-13,5092.0
2025-02-14,5120.0
2025-02-17,5150.0
2025-02-18,5162.0
2025-02-19,5168.0
2025-02-20,5172.0
2025-02-21,5134.0
2025-02-24,5082.0
2025-02-25,5066.0
2025-02-26,5000.0
2025-02-27,5014.0
2025-02-28,5010.0
2025-03-03,5030.0
2025-03-04,4902.0
2025-03-05,4894.0
2025-03-06,4874.0
2025-03-07,4886.0
2025-03-10,4856.0
2025-03-11,4820.0
2025-03-12,4758.0
2025-03-13,4802.0
2025-03-14,4858.0
2025-03-17,4862.0
2025-03-18,4880.0
2025-03-19,4844.0
2025-03-20,4870.0
2025-03-21,4886.0
2025-03-24,4906.0
2025-03-25,4898.0
2025-03-26,4940.0
2025-03-27,4944.0
2025-03-28,4918.0
2025-03-31,4868.0
2025-04-01,4924.0
2025-04-02,4916.0
2025-04-03,4820.0
2025-04-07,4566.0
2025-04-08,4334.0
2025-04-09,4164.0
2025-04-10,4386.0
2025-04-11,4404.0
2025-04-14,4368.0
2025-04-15,4324.0
2025-04-16,4222.0
2025-04-17,4294.0
2025-04-18,4330.0
2025-04-21,4350.0
2025-04-22,4306.0
2025-04-23,4408.0
2025-04-24,4370.0
2025-04-25,4400.0
2025-04-28,4480.0
2025-04-29,4440.0
2025-04-30,4434.0
2025-05-06,4362.0
2025-05-07,4466.0
2025-05-08,4546.0
2025-05-09,4582.0
2025-05-12,4710.0
2025-05-13,4750.0
2025-05-14,4874.0
2025-05-15,4798.0
2025-05-16,4774.0
2025-05-19,4776.0
2025-05-20,4732.0
2025-05-21,4788.0
2025-05-22,4702.0
2025-05-23,4716.0
2025-05-26,4724.0
2025-05-27,4740.0
2025-05-28,4672.0
2025-05-29,4814.0
2025-05-30,4700.0
2025-06-03,4628.0
2025-06-04,4670.0
2025-06-05,4644.0
2025-06-06,4652.0
2025-06-09,4602.0
2025-06-10,4612.0
2025-06-11,4620.0
2025-06-12,4620.0
2025-06-13,4782.0
2025-06-16,4766.0
2025-06-17,4782.0
2025-06-18,4914.0
2025-06-19,4988.0
2025-06-20,4978.0
2025-06-23,5012.0
2025-06-24,4776.0
2025-06-25,4790.0
2025-06-26,4770.0
2025-06-27,4778.0
2025-06-30,4798.0
2025-07-01,4800.0
2025-07-02,4794.0
2025-07-03,4746.0
2025-07-04,4710.0
2025-07-07,4710.0
2025-07-08,4710.0
2025-07-09,4718.0
2025-07-10,4742.0
2025-07-11,4700.0
2025-07-14,4740.0
2025-07-15,4696.0
2025-07-16,4706.0
2025-07-17,4714.0
2025-07-18,4744.0
2025-07-21,4780.0
2025-07-22,4794.0
2025-07-23,4784.0
2025-07-24,4850.0
2025-07-25,4936.0
2025-07-28,4812.0
2025-07-29,4838.0
2025-07-30,4856.0
2025-07-31,4808.0
2025-08-01,4744.0
2025-08-04,4698.0
2025-08-05,4682.0
2025-08-06,4724.0
2025-08-07,4688.0
2025-08-08,4684.0
2025-08-11,4706.0
2025-08-12,4726.0
2025-08-13,4692.0
2025-08-14,4640.0
2025-08-15,4676.0
2025-08-18,4696.0
2025-08-19,4680.0
2025-08-20,4722.0
2025-08-21,4846.0
2025-08-22,4848.0
2025-08-25,4828.0
2025-08-26,4830.0
2025-08-27,4784.0
2025-08-28,4736.0
2025-08-29,4722.0
2025-09-01,4712.0
2025-09-02,4704.0
2025-09-03,4660.0
2025-09-04,4576.0
2025-09-05,4532.0
2025-09-08,4574.0
2025-09-09,4590.0
2025-09-10,4626.0
2025-09-11,4600.0
2025-09-12,4544.0
