datetime,SA2109
2020-09-15,1601.0
2020-09-16,1616.0
2020-09-17,1595.0
2020-09-18,1609.0
2020-09-21,1588.0
2020-09-22,1605.0
2020-09-23,1606.0
2020-09-24,1602.0
2020-09-25,1591.0
2020-09-28,1567.0
2020-09-29,1576.0
2020-09-30,1583.0
2020-10-09,1580.0
2020-10-12,1612.0
2020-10-13,1622.0
2020-10-14,1616.0
2020-10-15,1612.0
2020-10-16,1615.0
2020-10-19,1617.0
2020-10-20,1612.0
2020-10-21,1617.0
2020-10-22,1612.0
2020-10-23,1596.0
2020-10-26,1585.0
2020-10-27,1598.0
2020-10-28,1601.0
2020-10-29,1587.0
2020-10-30,1596.0
2020-11-02,1632.0
2020-11-03,1617.0
2020-11-04,1613.0
2020-11-05,1610.0
2020-11-06,1619.0
2020-11-09,1605.0
2020-11-10,1611.0
2020-11-11,1609.0
2020-11-12,1617.0
2020-11-13,1627.0
2020-11-16,1637.0
2020-11-17,1638.0
2020-11-18,1607.0
2020-11-19,1617.0
2020-11-20,1615.0
2020-11-23,1615.0
2020-11-24,1621.0
2020-11-25,1620.0
2020-11-26,1624.0
2020-11-27,1639.0
2020-11-30,1623.0
2020-12-01,1593.0
2020-12-02,1572.0
2020-12-03,1585.0
2020-12-04,1605.0
2020-12-07,1614.0
2020-12-08,1615.0
2020-12-09,1575.0
2020-12-10,1572.0
2020-12-11,1575.0
2020-12-14,1630.0
2020-12-15,1624.0
2020-12-16,1657.0
2020-12-17,1676.0
2020-12-18,1671.0
2020-12-21,1758.0
2020-12-22,1725.0
2020-12-23,1759.0
2020-12-24,1751.0
2020-12-25,1752.0
2020-12-28,1716.0
2020-12-29,1704.0
2020-12-30,1712.0
2020-12-31,1729.0
2021-01-04,1730.0
2021-01-05,1728.0
2021-01-06,1750.0
2021-01-07,1759.0
2021-01-08,1744.0
2021-01-11,1686.0
2021-01-12,1684.0
2021-01-13,1675.0
2021-01-14,1690.0
2021-01-15,1715.0
2021-01-18,1726.0
2021-01-19,1723.0
2021-01-20,1750.0
2021-01-21,1736.0
2021-01-22,1725.0
2021-01-25,1743.0
2021-01-26,1740.0
2021-01-27,1727.0
2021-01-28,1755.0
2021-01-29,1747.0
2021-02-01,1744.0
2021-02-02,1749.0
2021-02-03,1766.0
2021-02-04,1774.0
2021-02-05,1767.0
2021-02-08,1774.0
2021-02-09,1767.0
2021-02-10,1750.0
2021-02-18,1801.0
2021-02-19,1808.0
2021-02-22,1881.0
2021-02-23,1904.0
2021-02-24,1906.0
2021-02-25,1988.0
2021-02-26,1971.0
2021-03-01,2021.0
2021-03-02,2014.0
2021-03-03,2013.0
2021-03-04,1979.0
2021-03-05,2010.0
2021-03-08,2071.0
2021-03-09,2091.0
2021-03-10,2107.0
2021-03-11,2056.0
2021-03-12,2046.0
2021-03-15,2099.0
2021-03-16,2078.0
2021-03-17,2142.0
2021-03-18,2144.0
2021-03-19,2098.0
2021-03-22,2086.0
2021-03-23,2086.0
2021-03-24,2095.0
2021-03-25,2066.0
2021-03-26,2074.0
2021-03-29,2046.0
2021-03-30,2042.0
2021-03-31,2025.0
2021-04-01,2052.0
2021-04-02,2062.0
2021-04-06,2039.0
2021-04-07,1985.0
2021-04-08,1967.0
2021-04-09,1913.0
2021-04-12,1891.0
2021-04-13,1907.0
2021-04-14,1912.0
2021-04-15,1873.0
2021-04-16,1904.0
2021-04-19,1968.0
2021-04-20,1976.0
2021-04-21,1935.0
2021-04-22,1933.0
2021-04-23,1923.0
2021-04-26,1947.0
2021-04-27,2001.0
2021-04-28,2005.0
2021-04-29,2045.0
2021-04-30,2087.0
2021-05-06,2190.0
2021-05-07,2162.0
2021-05-10,2172.0
2021-05-11,2152.0
2021-05-12,2249.0
2021-05-13,2211.0
2021-05-14,2201.0
2021-05-17,2238.0
2021-05-18,2229.0
2021-05-19,2131.0
2021-05-20,2081.0
2021-05-21,2087.0
2021-05-24,2101.0
2021-05-25,2138.0
2021-05-26,2135.0
2021-05-27,2129.0
2021-05-28,2176.0
2021-05-31,2181.0
2021-06-01,2289.0
2021-06-02,2288.0
2021-06-03,2265.0
2021-06-04,2245.0
2021-06-07,2235.0
2021-06-08,2244.0
2021-06-09,2197.0
2021-06-10,2142.0
2021-06-11,2175.0
2021-06-15,2168.0
2021-06-16,2174.0
2021-06-17,2222.0
2021-06-18,2185.0
2021-06-21,2189.0
2021-06-22,2212.0
2021-06-23,2175.0
2021-06-24,2238.0
2021-06-25,2283.0
2021-06-28,2229.0
2021-06-29,2195.0
2021-06-30,2232.0
2021-07-01,2187.0
2021-07-02,2266.0
2021-07-05,2269.0
2021-07-06,2319.0
2021-07-07,2268.0
2021-07-08,2273.0
2021-07-09,2272.0
2021-07-12,2270.0
2021-07-13,2297.0
2021-07-14,2294.0
2021-07-15,2272.0
2021-07-16,2333.0
2021-07-19,2311.0
2021-07-20,2317.0
2021-07-21,2380.0
2021-07-22,2394.0
2021-07-23,2339.0
2021-07-26,2335.0
2021-07-27,2270.0
2021-07-28,2312.0
2021-07-29,2325.0
2021-07-30,2338.0
2021-08-02,2302.0
2021-08-03,2261.0
2021-08-04,2294.0
2021-08-05,2262.0
2021-08-06,2351.0
2021-08-09,2365.0
2021-08-10,2380.0
2021-08-11,2398.0
2021-08-12,2391.0
2021-08-13,2467.0
2021-08-16,2495.0
2021-08-17,2457.0
2021-08-18,2433.0
2021-08-19,2439.0
2021-08-20,2482.0
2021-08-23,2479.0
2021-08-24,2474.0
2021-08-25,2466.0
2021-08-26,2401.0
2021-08-27,2445.0
2021-08-30,2474.0
2021-08-31,2533.0
2021-09-01,2505.0
2021-09-02,2505.0
2021-09-03,2540.0
2021-09-06,2544.0
2021-09-07,2601.0
2021-09-08,2698.0
2021-09-09,2837.0
2021-09-10,2763.0
2021-09-13,2742.0
2021-09-14,2749.0
