datetime,L2005
2019-05-20,7810.0
2019-05-21,7910.0
2019-05-22,7810.0
2019-05-23,7710.0
2019-05-24,7655.0
2019-05-27,7670.0
2019-05-28,7775.0
2019-05-29,7780.0
2019-05-30,7700.0
2019-05-31,7680.0
2019-06-03,7550.0
2019-06-04,7555.0
2019-06-05,7440.0
2019-06-06,7475.0
2019-06-10,7475.0
2019-06-11,7505.0
2019-06-12,7425.0
2019-06-13,7490.0
2019-06-14,7450.0
2019-06-17,7425.0
2019-06-18,7445.0
2019-06-19,7535.0
2019-06-20,7595.0
2019-06-21,7560.0
2019-06-24,7625.0
2019-06-25,7605.0
2019-06-26,7640.0
2019-06-27,7595.0
2019-06-28,7590.0
2019-07-01,7650.0
2019-07-02,7780.0
2019-07-03,7765.0
2019-07-04,7740.0
2019-07-05,7780.0
2019-07-08,7815.0
2019-07-09,7705.0
2019-07-10,7685.0
2019-07-11,7645.0
2019-07-12,7505.0
2019-07-15,7570.0
2019-07-16,7495.0
2019-07-17,7460.0
2019-07-18,7505.0
2019-07-19,7505.0
2019-07-22,7475.0
2019-07-23,7500.0
2019-07-24,7440.0
2019-07-25,7410.0
2019-07-26,7450.0
2019-07-29,7470.0
2019-07-30,7530.0
2019-07-31,7500.0
2019-08-01,7530.0
2019-08-02,7450.0
2019-08-05,7380.0
2019-08-06,7365.0
2019-08-07,7385.0
2019-08-08,7400.0
2019-08-09,7505.0
2019-08-12,7530.0
2019-08-13,7535.0
2019-08-14,7480.0
2019-08-15,7455.0
2019-08-16,7390.0
2019-08-19,7415.0
2019-08-20,7430.0
2019-08-21,7375.0
2019-08-22,7300.0
2019-08-23,7240.0
2019-08-26,7255.0
2019-08-27,7200.0
2019-08-28,7175.0
2019-08-29,7055.0
2019-08-30,7125.0
2019-09-02,7160.0
2019-09-03,7150.0
2019-09-04,7195.0
2019-09-05,7190.0
2019-09-06,7140.0
2019-09-09,7225.0
2019-09-10,7195.0
2019-09-11,7210.0
2019-09-12,7185.0
2019-09-16,7440.0
2019-09-17,7650.0
2019-09-18,7450.0
2019-09-19,7425.0
2019-09-20,7380.0
2019-09-23,7415.0
2019-09-24,7395.0
2019-09-25,7370.0
2019-09-26,7360.0
2019-09-27,7295.0
2019-09-30,7325.0
2019-10-08,7285.0
2019-10-09,7265.0
2019-10-10,7265.0
2019-10-11,7290.0
