datetime,PF2601
2025-01-20,7128.0
2025-01-21,7146.0
2025-01-24,6992.0
2025-01-27,6952.0
2025-02-05,6964.0
2025-02-10,7070.0
2025-02-13,7068.0
2025-02-19,7098.0
2025-02-20,7102.0
2025-02-21,7098.0
2025-02-27,6972.0
2025-03-03,6986.0
2025-03-04,6920.0
2025-03-05,6932.0
2025-03-06,6898.0
2025-03-07,6884.0
2025-03-10,6900.0
2025-03-11,6822.0
2025-03-12,6736.0
2025-03-13,6792.0
2025-03-14,6810.0
2025-03-17,6808.0
2025-03-19,6796.0
2025-03-20,6790.0
2025-03-21,6802.0
2025-03-24,6758.0
2025-03-25,6764.0
2025-03-26,6812.0
2025-03-27,6832.0
2025-03-28,6800.0
2025-03-31,6758.0
2025-04-01,6820.0
2025-04-02,6806.0
2025-04-03,6696.0
2025-04-07,6326.0
2025-04-08,6226.0
2025-04-09,6042.0
2025-04-10,6234.0
2025-04-11,6232.0
2025-04-14,6222.0
2025-04-15,6126.0
2025-04-16,6046.0
2025-04-17,6074.0
2025-04-18,6108.0
2025-04-21,6154.0
2025-04-22,6106.0
2025-04-23,6182.0
2025-04-24,6140.0
2025-04-25,6156.0
2025-04-28,6222.0
2025-04-29,6188.0
2025-04-30,6180.0
2025-05-06,6098.0
2025-05-07,6210.0
2025-05-08,6264.0
2025-05-09,6292.0
2025-05-12,6382.0
2025-05-13,6418.0
2025-05-14,6542.0
2025-05-15,6472.0
2025-05-16,6420.0
2025-05-19,6444.0
2025-05-20,6408.0
2025-05-21,6442.0
2025-05-22,6404.0
2025-05-23,6390.0
2025-05-26,6422.0
2025-05-27,6362.0
2025-05-28,6306.0
2025-05-29,6388.0
2025-05-30,6292.0
2025-06-03,6258.0
2025-06-04,6284.0
2025-06-05,6244.0
2025-06-06,6258.0
2025-06-09,6248.0
2025-06-10,6244.0
2025-06-11,6258.0
2025-06-12,6250.0
2025-06-13,6402.0
2025-06-16,6390.0
2025-06-17,6380.0
2025-06-18,6480.0
2025-06-19,6534.0
2025-06-20,6598.0
2025-06-23,6640.0
2025-06-24,6428.0
2025-06-25,6422.0
2025-06-26,6388.0
2025-06-27,6384.0
2025-06-30,6404.0
2025-07-01,6408.0
2025-07-02,6416.0
2025-07-03,6388.0
2025-07-04,6360.0
2025-07-07,6346.0
2025-07-08,6360.0
2025-07-09,6372.0
2025-07-10,6414.0
2025-07-11,6360.0
2025-07-14,6410.0
2025-07-15,6350.0
2025-07-16,6350.0
2025-07-17,6348.0
2025-07-18,6382.0
2025-07-21,6468.0
2025-07-22,6506.0
2025-07-23,6478.0
2025-07-24,6540.0
2025-07-25,6648.0
2025-07-28,6512.0
2025-07-29,6532.0
2025-07-30,6554.0
2025-07-31,6522.0
2025-08-01,6446.0
2025-08-04,6408.0
2025-08-05,6396.0
2025-08-06,6424.0
2025-08-07,6412.0
2025-08-08,6392.0
2025-08-11,6416.0
2025-08-12,6444.0
2025-08-13,6422.0
2025-08-14,6350.0
2025-08-15,6390.0
2025-08-18,6426.0
2025-08-19,6414.0
2025-08-20,6482.0
2025-08-21,6562.0
2025-08-22,6564.0
2025-08-25,6576.0
2025-08-26,6582.0
2025-08-27,6536.0
2025-08-28,6508.0
2025-08-29,6486.0
2025-09-01,6486.0
2025-09-02,6460.0
2025-09-03,6436.0
2025-09-04,6376.0
2025-09-05,6376.0
2025-09-08,6386.0
2025-09-09,6380.0
2025-09-10,6390.0
2025-09-11,6390.0
2025-09-12,6356.0
2025-09-15,6370.0
2025-09-16,6390.0
2025-09-17,6416.0
2025-09-18,6368.0
2025-09-19,6304.0
2025-09-22,6286.0
2025-09-23,6252.0
2025-09-24,6312.0
2025-09-25,6378.0
2025-09-26,6340.0
2025-09-29,6342.0
2025-09-30,6284.0
2025-10-09,6274.0
2025-10-10,6214.0
2025-10-13,6176.0
2025-10-14,6082.0
2025-10-15,6064.0
2025-10-16,6106.0
2025-10-17,6048.0
2025-10-20,6044.0
2025-10-21,6078.0
2025-10-22,6160.0
2025-10-23,6188.0
2025-10-24,6178.0
2025-10-27,6272.0
2025-10-28,6278.0
2025-10-29,6298.0
2025-10-30,6238.0
2025-10-31,6236.0
2025-11-03,6224.0
2025-11-04,6222.0
2025-11-05,6210.0
2025-11-06,6278.0
2025-11-07,6252.0
2025-11-10,6282.0
2025-11-11,6208.0
2025-11-12,6236.0
2025-11-13,6222.0
2025-11-14,6228.0
2025-11-17,6218.0
2025-11-18,6176.0
2025-11-19,6234.0
2025-11-20,6218.0
2025-11-21,6198.0
2025-11-24,6258.0
2025-11-25,6260.0
2025-11-26,6282.0
2025-11-27,6192.0
2025-11-28,6266.0
2025-12-01,6306.0
2025-12-02,6304.0
2025-12-03,6282.0
2025-12-04,6262.0
2025-12-05,6210.0
2025-12-08,6220.0
2025-12-09,6180.0
2025-12-10,6124.0
2025-12-11,6128.0
2025-12-12,6088.0
2025-12-15,6110.0
2025-12-16,6122.0
2025-12-17,6142.0
2025-12-18,6180.0
2025-12-19,6286.0
2025-12-22,6418.0
2025-12-23,6418.0
2025-12-24,6442.0
2025-12-25,6496.0
2025-12-26,6612.0
2025-12-29,6482.0
2025-12-30,6500.0
2025-12-31,6476.0
2026-01-05,6400.0
2026-01-06,6448.0
2026-01-08,6456.0
