datetime,SF2305
2022-05-19,8644.0
2022-05-20,8626.0
2022-05-23,8652.0
2022-05-24,8648.0
2022-05-25,8676.0
2022-05-26,8568.0
2022-05-27,8728.0
2022-05-30,8906.0
2022-05-31,8986.0
2022-06-01,9054.0
2022-06-02,9126.0
2022-06-06,9128.0
2022-06-07,9322.0
2022-06-08,9658.0
2022-06-09,9646.0
2022-06-10,9554.0
2022-06-13,9020.0
2022-06-14,8996.0
2022-06-15,8800.0
2022-06-16,8794.0
2022-06-17,8610.0
2022-06-20,8244.0
2022-06-21,8284.0
2022-06-22,8168.0
2022-06-23,8378.0
2022-06-24,8244.0
2022-06-27,8490.0
2022-06-28,8588.0
2022-06-29,8528.0
2022-06-30,8350.0
2022-07-01,8218.0
2022-07-04,7888.0
2022-07-05,7854.0
2022-07-06,8004.0
2022-07-07,7882.0
2022-07-08,7922.0
2022-07-11,7850.0
2022-07-12,7722.0
2022-07-13,7562.0
2022-07-14,7410.0
2022-07-15,7112.0
2022-07-18,7364.0
2022-07-19,7288.0
2022-07-20,7462.0
2022-07-21,7348.0
2022-07-22,7420.0
2022-07-25,7228.0
2022-07-26,7382.0
2022-07-27,7400.0
2022-07-28,7592.0
2022-07-29,7614.0
2022-08-01,7864.0
2022-08-02,7832.0
2022-08-03,7818.0
2022-08-04,7622.0
2022-08-05,7576.0
2022-08-08,7582.0
2022-08-09,7662.0
2022-08-10,7678.0
2022-08-11,7758.0
2022-08-12,7812.0
2022-08-15,7792.0
2022-08-16,7736.0
2022-08-17,7514.0
2022-08-18,7362.0
2022-08-19,7336.0
2022-08-22,7488.0
2022-08-23,7542.0
2022-08-24,7502.0
2022-08-25,7698.0
2022-08-26,7924.0
2022-08-29,7682.0
2022-08-30,7620.0
2022-08-31,7632.0
2022-09-01,7490.0
2022-09-02,7472.0
2022-09-05,7616.0
2022-09-06,7534.0
2022-09-07,7456.0
2022-09-08,7622.0
2022-09-09,7896.0
2022-09-13,7892.0
2022-09-14,7842.0
2022-09-15,7788.0
2022-09-16,7806.0
2022-09-19,7946.0
2022-09-20,7896.0
2022-09-21,7942.0
2022-09-22,8204.0
2022-09-23,8064.0
2022-09-26,8128.0
2022-09-27,8100.0
2022-09-28,7910.0
2022-09-29,8044.0
2022-09-30,8148.0
2022-10-10,8410.0
2022-10-11,8208.0
2022-10-12,8228.0
2022-10-13,8106.0
2022-10-14,8112.0
2022-10-17,7980.0
2022-10-18,7934.0
2022-10-19,7934.0
2022-10-20,7800.0
2022-10-21,7858.0
2022-10-24,7836.0
2022-10-25,7616.0
2022-10-26,7606.0
2022-10-27,7592.0
2022-10-28,7624.0
2022-10-31,7506.0
2022-11-01,7590.0
2022-11-02,7760.0
2022-11-03,7930.0
2022-11-04,8104.0
2022-11-07,8076.0
2022-11-08,8078.0
2022-11-09,8112.0
2022-11-10,8048.0
2022-11-11,8170.0
2022-11-14,8146.0
2022-11-15,8302.0
2022-11-16,8394.0
2022-11-17,8336.0
2022-11-18,8456.0
2022-11-21,8166.0
2022-11-22,7890.0
2022-11-23,7902.0
2022-11-24,8130.0
2022-11-25,8252.0
2022-11-28,8184.0
2022-11-29,8210.0
2022-11-30,8176.0
2022-12-01,8102.0
2022-12-02,8320.0
2022-12-05,8322.0
2022-12-06,8288.0
2022-12-07,8160.0
2022-12-08,8302.0
2022-12-09,8434.0
2022-12-12,8388.0
2022-12-13,8410.0
2022-12-14,8536.0
2022-12-15,8534.0
2022-12-16,8414.0
2022-12-19,8066.0
2022-12-20,8010.0
2022-12-21,8046.0
2022-12-22,8180.0
2022-12-23,7938.0
2022-12-26,7990.0
2022-12-27,8102.0
2022-12-28,8026.0
2022-12-29,8210.0
2022-12-30,8376.0
2023-01-03,8314.0
2023-01-04,8170.0
2023-01-05,8160.0
2023-01-06,8174.0
2023-01-09,8328.0
2023-01-10,8368.0
2023-01-11,8402.0
2023-01-12,8406.0
2023-01-13,8458.0
2023-01-16,8378.0
2023-01-17,8520.0
2023-01-18,8492.0
2023-01-19,8582.0
2023-01-20,8522.0
2023-01-30,8436.0
2023-01-31,8260.0
2023-02-01,8138.0
2023-02-02,8042.0
2023-02-03,8042.0
2023-02-06,8034.0
2023-02-07,8016.0
2023-02-08,8036.0
2023-02-09,8086.0
2023-02-10,7930.0
2023-02-13,7780.0
2023-02-14,7884.0
2023-02-15,7872.0
2023-02-16,7908.0
2023-02-17,7822.0
2023-02-20,7888.0
2023-02-21,8068.0
2023-02-22,8178.0
2023-02-23,8226.0
2023-02-24,8196.0
2023-02-27,8010.0
2023-02-28,7988.0
2023-03-01,8144.0
2023-03-02,8140.0
2023-03-03,8126.0
2023-03-06,7934.0
2023-03-07,7932.0
2023-03-08,7930.0
2023-03-09,7884.0
2023-03-10,7772.0
2023-03-13,7824.0
2023-03-14,7796.0
2023-03-15,7782.0
2023-03-16,7720.0
2023-03-17,7822.0
2023-03-20,7786.0
2023-03-21,7802.0
2023-03-22,7816.0
2023-03-23,7878.0
2023-03-24,8084.0
2023-03-27,8094.0
2023-03-28,8058.0
2023-03-29,7838.0
2023-03-30,7808.0
2023-03-31,7854.0
2023-04-03,7828.0
2023-04-04,7790.0
2023-04-06,7682.0
2023-04-07,7788.0
2023-04-10,7700.0
2023-04-11,7796.0
2023-04-12,7814.0
2023-04-13,7832.0
2023-04-14,7866.0
2023-04-17,7806.0
2023-04-18,7934.0
2023-04-19,7946.0
2023-04-20,7928.0
2023-04-21,7770.0
2023-04-24,7720.0
2023-04-25,7716.0
2023-04-26,7616.0
2023-04-27,7534.0
2023-04-28,7384.0
2023-05-04,7256.0
2023-05-05,7306.0
2023-05-08,7358.0
2023-05-09,7330.0
2023-05-10,7388.0
2023-05-11,7400.0
2023-05-12,7400.0
2023-05-15,7398.0
2023-05-16,7266.0
2023-05-17,7270.0
