datetime,A2009
2019-09-17,3714.0
2019-09-18,3698.0
2019-09-19,3700.0
2019-09-20,3678.0
2019-09-23,3688.0
2019-09-24,3674.0
2019-09-25,3685.0
2019-09-26,3675.0
2019-09-27,3691.0
2019-09-30,3704.0
2019-10-08,3730.0
2019-10-09,3770.0
2019-10-10,3736.0
2019-10-11,3742.0
2019-10-14,3743.0
2019-10-15,3765.0
2019-10-16,3761.0
2019-10-17,3762.0
2019-10-18,3761.0
2019-10-21,3780.0
2019-10-22,3770.0
2019-10-23,3750.0
2019-10-24,3735.0
2019-10-25,3734.0
2019-10-28,3721.0
2019-10-29,3732.0
2019-10-30,3734.0
2019-10-31,3731.0
2019-11-01,3739.0
2019-11-04,3760.0
2019-11-05,3773.0
2019-11-06,3773.0
2019-11-07,3754.0
2019-11-08,3760.0
2019-11-11,3768.0
2019-11-12,3782.0
2019-11-13,3782.0
2019-11-14,3769.0
2019-11-15,3758.0
2019-11-18,3761.0
2019-11-19,3762.0
2019-11-20,3765.0
2019-11-21,3760.0
2019-11-22,3752.0
2019-11-25,3768.0
2019-11-26,3754.0
2019-11-27,3753.0
2019-11-28,3748.0
2019-11-29,3765.0
2019-12-02,3769.0
2019-12-03,3872.0
2019-12-04,3917.0
2019-12-05,3939.0
2019-12-06,3927.0
2019-12-09,3908.0
2019-12-10,3922.0
2019-12-11,3931.0
2019-12-12,3918.0
2019-12-13,3915.0
2019-12-16,3894.0
2019-12-17,3918.0
2019-12-18,3894.0
2019-12-19,3881.0
2019-12-20,3878.0
2019-12-23,3898.0
2019-12-24,3849.0
2019-12-25,3869.0
2019-12-26,3869.0
2019-12-27,3883.0
2019-12-30,3890.0
2019-12-31,3911.0
2020-01-02,3911.0
2020-01-03,3916.0
2020-01-06,3944.0
2020-01-07,3943.0
2020-01-08,3959.0
2020-01-09,3996.0
2020-01-10,4032.0
2020-01-13,4038.0
2020-01-14,4039.0
2020-01-15,4035.0
2020-01-16,3991.0
2020-01-17,3975.0
2020-01-20,3991.0
2020-01-21,3958.0
2020-01-22,4000.0
2020-01-23,3967.0
2020-02-03,3886.0
2020-02-04,3963.0
2020-02-05,3940.0
2020-02-06,3960.0
2020-02-07,3968.0
2020-02-10,4056.0
2020-02-11,4063.0
2020-02-12,4072.0
2020-02-13,4087.0
2020-02-14,4078.0
2020-02-17,4102.0
2020-02-18,4075.0
2020-02-19,4122.0
2020-02-20,4050.0
2020-02-21,4083.0
2020-02-24,4074.0
2020-02-25,4074.0
2020-02-26,4094.0
2020-02-27,4096.0
2020-02-28,4002.0
2020-03-02,4070.0
2020-03-03,4062.0
2020-03-04,4114.0
2020-03-05,4141.0
2020-03-06,4095.0
2020-03-09,4029.0
2020-03-10,4065.0
2020-03-11,4047.0
2020-03-12,3998.0
2020-03-13,3965.0
2020-03-16,3944.0
2020-03-17,3963.0
2020-03-18,4086.0
2020-03-19,4199.0
2020-03-20,4181.0
2020-03-23,4225.0
2020-03-24,4245.0
2020-03-25,4298.0
2020-03-26,4329.0
2020-03-27,4389.0
2020-03-30,4511.0
2020-03-31,4566.0
2020-04-01,4546.0
2020-04-02,4565.0
2020-04-03,4535.0
2020-04-07,4503.0
2020-04-08,4519.0
2020-04-09,4533.0
2020-04-10,4529.0
2020-04-13,4504.0
2020-04-14,4545.0
2020-04-15,4718.0
2020-04-16,4633.0
2020-04-17,4689.0
2020-04-20,4612.0
2020-04-21,4605.0
2020-04-22,4634.0
2020-04-23,4623.0
2020-04-24,4662.0
2020-04-27,4624.0
2020-04-28,4625.0
2020-04-29,4624.0
2020-04-30,4549.0
2020-05-06,4583.0
2020-05-07,4563.0
2020-05-08,4570.0
2020-05-11,4540.0
2020-05-12,4549.0
2020-05-13,4544.0
2020-05-14,4401.0
2020-05-15,4358.0
2020-05-18,4281.0
2020-05-19,4276.0
2020-05-20,4234.0
2020-05-21,4332.0
2020-05-22,4420.0
2020-05-25,4423.0
2020-05-26,4427.0
2020-05-27,4556.0
2020-05-28,4543.0
2020-05-29,4551.0
2020-06-01,4544.0
2020-06-02,4532.0
2020-06-03,4442.0
2020-06-04,4459.0
2020-06-05,4349.0
2020-06-08,4556.0
2020-06-09,4551.0
2020-06-10,4697.0
2020-06-11,4725.0
2020-06-12,4697.0
2020-06-15,4779.0
2020-06-16,4807.0
2020-06-17,4814.0
2020-06-18,4869.0
2020-06-19,4835.0
2020-06-22,4804.0
2020-06-23,4729.0
2020-06-24,4708.0
2020-06-29,4839.0
2020-06-30,4871.0
2020-07-01,4848.0
2020-07-02,4883.0
2020-07-03,4774.0
2020-07-06,4794.0
2020-07-07,4719.0
2020-07-08,4737.0
2020-07-09,4846.0
2020-07-10,4754.0
2020-07-13,4743.0
2020-07-14,4702.0
2020-07-15,4772.0
2020-07-16,4705.0
2020-07-17,4742.0
2020-07-20,4661.0
2020-07-21,4624.0
2020-07-22,4670.0
2020-07-23,4589.0
2020-07-24,4567.0
2020-07-27,4621.0
2020-07-28,4649.0
2020-07-29,4707.0
2020-07-30,4710.0
2020-07-31,4761.0
2020-08-03,4788.0
2020-08-04,4789.0
2020-08-05,4644.0
2020-08-06,4663.0
2020-08-07,4727.0
2020-08-10,4711.0
2020-08-11,4755.0
2020-08-12,4664.0
2020-08-13,4677.0
2020-08-14,4700.0
2020-08-17,4654.0
2020-08-18,4658.0
2020-08-19,4640.0
2020-08-20,4636.0
2020-08-21,4646.0
2020-08-24,4644.0
2020-08-25,4655.0
2020-08-26,4667.0
2020-08-27,4641.0
2020-08-28,4653.0
2020-08-31,4731.0
2020-09-01,4787.0
2020-09-03,4787.0
2020-09-04,4800.0
2020-09-08,4702.0
2020-09-09,4705.0
2020-09-10,4660.0
2020-09-11,4647.0
2020-09-14,4566.0
