datetime,B1909
2018-09-17,3250.0
2018-09-18,3229.0
2018-09-19,3223.0
2018-09-20,3223.0
2018-09-21,3225.0
2018-09-25,3249.0
2018-09-26,3248.0
2018-09-27,3241.0
2018-09-28,3257.0
2018-10-08,3313.0
2018-10-09,3341.0
2018-10-10,3342.0
2018-10-11,3292.0
2018-10-12,3308.0
2018-10-15,3311.0
2018-10-16,3320.0
2018-10-17,3336.0
2018-10-18,3318.0
2018-10-19,3308.0
2018-10-22,3294.0
2018-10-23,3292.0
2018-10-24,3296.0
2018-10-25,3292.0
2018-10-26,3287.0
2018-10-29,3262.0
2018-10-30,3226.0
2018-10-31,3239.0
2018-11-01,3230.0
2018-11-02,3230.0
2018-11-05,3249.0
2018-11-06,3243.0
2018-11-07,3259.0
2018-11-08,3235.0
2018-11-09,3217.0
2018-11-12,3224.0
2018-11-13,3242.0
2018-11-14,3234.0
2018-11-15,3232.0
2018-11-16,3248.0
2018-11-19,3241.0
2018-11-20,3211.0
2018-11-21,3225.0
2018-11-22,3210.0
2018-11-23,3192.0
2018-11-26,3148.0
2018-11-27,3121.0
2018-11-28,3132.0
2018-11-29,3139.0
2018-11-30,3156.0
2018-12-03,3169.0
2018-12-04,3134.0
2018-12-05,3160.0
2018-12-06,3154.0
2018-12-07,3139.0
2018-12-10,3125.0
2018-12-11,3112.0
2018-12-12,3120.0
2018-12-13,3137.0
2018-12-14,3099.0
2018-12-17,3098.0
2018-12-18,3102.0
2018-12-19,3113.0
2018-12-20,3108.0
2018-12-21,3092.0
2018-12-24,3062.0
2018-12-25,3048.0
2018-12-26,3045.0
2018-12-27,3028.0
2018-12-28,3012.0
2019-01-02,3029.0
2019-01-03,3027.0
2019-01-04,3046.0
2019-01-07,3060.0
2019-01-08,3068.0
2019-01-09,3061.0
2019-01-10,3053.0
2019-01-11,3027.0
2019-01-14,2986.0
2019-01-15,2968.0
2019-01-16,2954.0
2019-01-17,2954.0
2019-01-18,3001.0
2019-01-21,3025.0
2019-01-22,3024.0
2019-01-23,3016.0
2019-01-24,3034.0
2019-01-25,3030.0
2019-01-28,3054.0
2019-01-29,3035.0
2019-01-30,3027.0
2019-01-31,3060.0
2019-02-01,3067.0
2019-02-11,3091.0
2019-02-12,3089.0
2019-02-13,3095.0
2019-02-14,3080.0
2019-02-15,3045.0
2019-02-18,3054.0
2019-02-19,3063.0
2019-02-20,3013.0
2019-02-21,3002.0
2019-02-22,3013.0
2019-02-25,3003.0
2019-02-26,2987.0
2019-02-27,2963.0
2019-02-28,2969.0
2019-03-01,3002.0
2019-03-04,2989.0
2019-03-05,3000.0
2019-03-06,3010.0
2019-03-07,3014.0
2019-03-08,3007.0
2019-03-11,3007.0
2019-03-12,2991.0
2019-03-13,2996.0
2019-03-14,3022.0
2019-03-15,3018.0
2019-03-18,3001.0
2019-03-19,2994.0
2019-03-20,2982.0
2019-03-21,2990.0
2019-03-22,2986.0
2019-03-25,2978.0
2019-03-26,2980.0
2019-03-27,2982.0
2019-03-28,2929.0
2019-03-29,2917.0
2019-04-01,2926.0
2019-04-02,2957.0
2019-04-03,2965.0
2019-04-04,2963.0
2019-04-08,2963.0
2019-04-09,2951.0
2019-04-10,2950.0
2019-04-11,2941.0
2019-04-12,2919.0
2019-04-15,2944.0
2019-04-16,2933.0
2019-04-17,2915.0
2019-04-18,2901.0
2019-04-19,2904.0
2019-04-23,2903.0
2019-04-24,2896.0
2019-04-25,2869.0
2019-04-26,2852.0
2019-04-29,2858.0
2019-04-30,2855.0
2019-05-06,2842.0
2019-05-07,2863.0
2019-05-08,2875.0
2019-05-09,2946.0
2019-05-10,2924.0
2019-05-13,2928.0
2019-05-14,2927.0
2019-05-15,2950.0
2019-05-16,2974.0
2019-05-17,2966.0
2019-05-20,2986.0
2019-05-21,3011.0
2019-05-22,3000.0
2019-05-23,2984.0
2019-05-24,2981.0
2019-05-27,3032.0
2019-05-28,3065.0
2019-05-29,3165.0
2019-05-30,3095.0
2019-05-31,3126.0
2019-06-03,3158.0
2019-06-04,3201.0
2019-06-05,3165.0
2019-06-06,3089.0
2019-06-10,3073.0
2019-06-11,3062.0
2019-06-12,3060.0
2019-06-13,3121.0
2019-06-14,3127.0
2019-06-17,3212.0
2019-06-18,3195.0
2019-06-19,3118.0
2019-06-20,3119.0
2019-06-21,3127.0
2019-06-24,3127.0
2019-06-25,3151.0
2019-06-26,3108.0
2019-06-27,3104.0
2019-06-28,3120.0
2019-07-01,3089.0
2019-07-02,3060.0
2019-07-03,3032.0
2019-07-04,3023.0
2019-07-05,3047.0
2019-07-08,3016.0
2019-07-09,2986.0
2019-07-10,2998.0
2019-07-11,2999.0
2019-07-12,3004.0
2019-07-15,3072.0
2019-07-16,3037.0
2019-07-17,3061.0
2019-07-18,3047.0
2019-07-19,3077.0
2019-07-22,3025.0
2019-07-23,3044.0
2019-07-24,3038.0
2019-07-25,3082.0
2019-07-26,3030.0
2019-07-29,3024.0
2019-07-30,3065.0
2019-07-31,3064.0
2019-08-01,3021.0
2019-08-02,3084.0
2019-08-05,3145.0
2019-08-06,3138.0
2019-08-07,3152.0
2019-08-08,3165.0
2019-08-09,3198.0
2019-08-12,3192.0
2019-08-13,3228.0
2019-08-14,3165.0
2019-08-15,3163.0
2019-08-16,3177.0
2019-08-19,3212.0
2019-08-20,3222.0
2019-08-21,3234.0
2019-08-22,3248.0
2019-08-23,3237.0
2019-08-26,3285.0
2019-08-27,3260.0
2019-08-28,3276.0
2019-08-29,3291.0
2019-08-30,3429.0
2019-09-03,3855.0
2019-09-04,3888.0
2019-09-10,3900.0
