datetime,JM2409
2023-09-15,1623.0
2023-09-18,1655.0
2023-09-19,1653.0
2023-09-20,1694.0
2023-09-21,1624.0
2023-09-22,1624.0
2023-09-25,1602.5
2023-09-26,1575.0
2023-09-27,1589.5
2023-09-28,1619.0
2023-10-09,1608.0
2023-10-10,1524.0
2023-10-11,1510.0
2023-10-12,1530.5
2023-10-13,1518.0
2023-10-16,1566.0
2023-10-17,1560.0
2023-10-18,1518.0
2023-10-19,1532.0
2023-10-20,1511.5
2023-10-23,1490.0
2023-10-24,1539.0
2023-10-25,1617.0
2023-10-26,1622.5
2023-10-27,1633.0
2023-10-30,1657.0
2023-10-31,1634.0
2023-11-01,1633.0
2023-11-02,1618.0
2023-11-03,1698.0
2023-11-06,1720.5
2023-11-07,1744.5
2023-11-08,1790.0
2023-11-09,1792.0
2023-11-10,1793.5
2023-11-13,1779.0
2023-11-14,1776.0
2023-11-15,1784.5
2023-11-16,1884.0
2023-11-17,1860.0
2023-11-20,1880.0
2023-11-21,1850.5
2023-11-22,1853.5
2023-11-23,1874.0
2023-11-24,1941.5
2023-11-27,2015.0
2023-11-28,1986.0
2023-11-29,1961.0
2023-11-30,1974.5
2023-12-01,2009.0
2023-12-04,1903.5
2023-12-05,1852.0
2023-12-06,1878.5
2023-12-07,1953.0
2023-12-08,1921.0
2023-12-11,1889.5
2023-12-12,1951.5
2023-12-13,1844.5
2023-12-14,1815.0
2023-12-15,1843.0
2023-12-18,1820.0
2023-12-19,1821.0
2023-12-20,1836.5
2023-12-21,1873.0
2023-12-22,1891.0
2023-12-25,1880.5
2023-12-26,1866.0
2023-12-27,1838.0
2023-12-28,1814.0
2023-12-29,1822.5
2024-01-02,1849.0
2024-01-03,1898.0
2024-01-04,1817.0
2024-01-05,1783.0
2024-01-08,1728.0
2024-01-09,1729.0
2024-01-10,1704.5
2024-01-11,1735.0
2024-01-12,1724.5
2024-01-15,1727.5
2024-01-16,1731.0
2024-01-17,1714.5
2024-01-18,1744.0
2024-01-19,1759.5
2024-01-22,1752.5
2024-01-23,1765.0
2024-01-24,1791.5
2024-01-25,1771.5
2024-01-26,1726.5
2024-01-29,1729.5
2024-01-30,1705.0
2024-01-31,1664.0
2024-02-01,1689.0
2024-02-02,1669.5
2024-02-05,1665.0
2024-02-06,1672.0
2024-02-07,1661.0
2024-02-08,1705.0
2024-02-19,1619.0
2024-02-20,1614.0
2024-02-21,1695.0
2024-02-22,1745.0
2024-02-23,1718.0
2024-02-26,1669.0
2024-02-27,1735.0
2024-02-28,1730.0
2024-02-29,1745.5
2024-03-01,1747.0
2024-03-04,1755.0
2024-03-05,1710.0
2024-03-06,1706.0
2024-03-07,1723.5
2024-03-08,1742.0
2024-03-11,1696.5
2024-03-12,1727.5
2024-03-13,1679.0
2024-03-14,1654.5
2024-03-15,1625.5
2024-03-18,1645.0
2024-03-19,1679.5
2024-03-20,1669.0
2024-03-21,1686.0
2024-03-22,1687.0
2024-03-25,1689.5
2024-03-26,1650.0
2024-03-27,1614.0
2024-03-28,1608.5
2024-03-29,1540.0
2024-04-01,1560.0
2024-04-02,1540.0
2024-04-03,1539.0
2024-04-08,1570.0
2024-04-09,1618.5
2024-04-10,1603.5
2024-04-11,1655.0
2024-04-12,1709.0
2024-04-15,1740.0
2024-04-16,1746.0
2024-04-17,1787.0
2024-04-18,1791.5
2024-04-19,1802.5
2024-04-22,1790.0
2024-04-23,1734.5
2024-04-24,1789.0
2024-04-25,1804.5
2024-04-26,1817.5
2024-04-29,1808.5
2024-04-30,1806.0
2024-05-06,1873.0
2024-05-07,1853.0
2024-05-08,1777.5
2024-05-09,1769.5
2024-05-10,1753.5
2024-05-13,1737.0
2024-05-14,1664.0
2024-05-15,1664.0
2024-05-16,1720.5
2024-05-17,1724.5
2024-05-20,1743.0
2024-05-21,1736.5
2024-05-22,1799.5
2024-05-23,1786.0
2024-05-24,1814.0
2024-05-27,1751.0
2024-05-28,1703.0
2024-05-29,1726.0
2024-05-30,1679.5
2024-05-31,1670.5
2024-06-03,1696.5
2024-06-04,1671.5
2024-06-05,1652.0
2024-06-06,1637.5
2024-06-07,1637.0
2024-06-11,1602.5
2024-06-12,1628.0
2024-06-13,1619.0
2024-06-14,1658.0
2024-06-17,1631.0
2024-06-18,1615.0
2024-06-19,1616.0
2024-06-20,1587.5
2024-06-21,1560.0
2024-06-24,1543.0
2024-06-25,1546.5
2024-06-26,1581.0
2024-06-27,1556.5
2024-06-28,1573.5
2024-07-01,1603.0
2024-07-02,1612.0
2024-07-03,1631.5
2024-07-04,1616.0
2024-07-05,1557.0
2024-07-08,1556.0
2024-07-09,1563.0
2024-07-10,1531.0
2024-07-11,1560.0
2024-07-12,1571.0
2024-07-15,1580.5
2024-07-16,1571.0
2024-07-17,1556.0
2024-07-18,1564.0
2024-07-19,1543.5
2024-07-22,1507.0
2024-07-23,1482.0
2024-07-24,1489.0
2024-07-25,1474.0
2024-07-26,1487.5
2024-07-29,1477.0
2024-07-30,1446.5
2024-07-31,1461.0
2024-08-01,1431.0
2024-08-02,1426.0
2024-08-05,1423.0
2024-08-06,1402.0
2024-08-07,1412.0
2024-08-08,1378.0
2024-08-09,1391.5
2024-08-12,1360.0
2024-08-13,1337.0
2024-08-14,1316.0
2024-08-15,1367.5
2024-08-16,1343.5
2024-08-19,1343.0
2024-08-20,1320.0
2024-08-21,1340.0
2024-08-22,1310.5
2024-08-23,1238.0
2024-08-26,1275.0
2024-08-27,1290.5
2024-08-28,1322.0
2024-08-29,1321.0
2024-08-30,1225.0
2024-09-02,1218.5
2024-09-03,1195.0
2024-09-04,1257.5
2024-09-05,1248.0
2024-09-09,1244.0
2024-09-10,1200.0
2024-09-12,1207.5
2024-09-13,1118.0
