datetime,CY2501
2024-01-24,22530.0
2024-01-30,22470.0
2024-02-28,22855.0
2024-02-29,22655.0
2024-03-04,22270.0
2024-03-05,22550.0
2024-03-06,22265.0
2024-03-07,22515.0
2024-03-08,22555.0
2024-03-11,22370.0
2024-03-12,22315.0
2024-03-13,22395.0
2024-03-14,22265.0
2024-03-15,22160.0
2024-03-18,22280.0
2024-03-19,22315.0
2024-03-20,22160.0
2024-03-21,22205.0
2024-03-22,22075.0
2024-03-25,22035.0
2024-03-26,22005.0
2024-03-27,22055.0
2024-03-28,22165.0
2024-03-29,22320.0
2024-04-01,22365.0
2024-04-02,22365.0
2024-04-03,22360.0
2024-04-08,22380.0
2024-04-09,22470.0
2024-04-10,22450.0
2024-04-11,22410.0
2024-04-12,22335.0
2024-04-15,22370.0
2024-04-16,22320.0
2024-04-17,21925.0
2024-04-18,21765.0
2024-04-19,21640.0
2024-04-22,21645.0
2024-04-23,21620.0
2024-04-24,21595.0
2024-04-25,21500.0
2024-04-26,21585.0
2024-04-29,21540.0
2024-04-30,21515.0
2024-05-06,21370.0
2024-05-07,21415.0
2024-05-08,21510.0
2024-05-09,21325.0
2024-05-10,21140.0
2024-05-13,21170.0
2024-05-14,21200.0
2024-05-15,20930.0
2024-05-16,21190.0
2024-05-17,21300.0
2024-05-20,21340.0
2024-05-21,21360.0
2024-05-22,21410.0
2024-05-23,21450.0
2024-05-24,21510.0
2024-05-27,21425.0
2024-05-28,21480.0
2024-05-29,21560.0
2024-05-30,21475.0
2024-05-31,21130.0
2024-06-03,21020.0
2024-06-04,20920.0
2024-06-05,21130.0
2024-06-06,21150.0
2024-06-07,21135.0
2024-06-11,21035.0
2024-06-12,21105.0
2024-06-13,20865.0
2024-06-14,20945.0
2024-06-17,20550.0
2024-06-18,20550.0
2024-06-19,20570.0
2024-06-20,20650.0
2024-06-21,20580.0
2024-06-24,20545.0
2024-06-25,20600.0
2024-06-26,20795.0
2024-06-27,20775.0
2024-06-28,20850.0
2024-07-01,20960.0
2024-07-02,21035.0
2024-07-03,20980.0
2024-07-04,20775.0
2024-07-05,20915.0
2024-07-08,20740.0
2024-07-09,20710.0
2024-07-10,20290.0
2024-07-11,20555.0
2024-07-12,20420.0
2024-07-15,20500.0
2024-07-16,20570.0
2024-07-17,20545.0
2024-07-18,20630.0
2024-07-19,20560.0
2024-07-22,20470.0
2024-07-23,20370.0
2024-07-24,20100.0
2024-07-25,19895.0
2024-07-26,19965.0
2024-07-29,20055.0
2024-07-30,19995.0
2024-07-31,19955.0
2024-08-01,20040.0
2024-08-02,20015.0
2024-08-05,19850.0
2024-08-06,19550.0
2024-08-07,19430.0
2024-08-08,19300.0
2024-08-09,19545.0
2024-08-12,19490.0
2024-08-13,19325.0
2024-08-14,19055.0
2024-08-15,19045.0
2024-08-16,19210.0
2024-08-19,19205.0
2024-08-20,19320.0
2024-08-21,19480.0
2024-08-22,19550.0
2024-08-23,19385.0
2024-08-26,19695.0
2024-08-27,19660.0
2024-08-28,19645.0
2024-08-29,19680.0
2024-08-30,19595.0
2024-09-02,19100.0
2024-09-03,19405.0
2024-09-04,19245.0
2024-09-05,19295.0
2024-09-06,19150.0
2024-09-09,18900.0
2024-09-10,19005.0
2024-09-11,19165.0
2024-09-12,19290.0
2024-09-13,19295.0
2024-09-18,19445.0
2024-09-19,19505.0
2024-09-20,19720.0
2024-09-23,19710.0
2024-09-24,19855.0
2024-09-25,19865.0
2024-09-26,20060.0
2024-09-27,20385.0
2024-09-30,20375.0
2024-10-08,20075.0
2024-10-09,19960.0
2024-10-10,19805.0
2024-10-11,19890.0
2024-10-14,19940.0
2024-10-15,19780.0
2024-10-16,19820.0
2024-10-17,19575.0
2024-10-18,19695.0
2024-10-21,19565.0
2024-10-22,19880.0
2024-10-23,19885.0
2024-10-24,19935.0
2024-10-25,19750.0
2024-10-28,19695.0
2024-10-29,19510.0
2024-10-30,19500.0
2024-10-31,19435.0
2024-11-01,19575.0
2024-11-04,19550.0
2024-11-05,19485.0
2024-11-06,19355.0
2024-11-07,19605.0
2024-11-08,19605.0
2024-11-11,19650.0
2024-11-12,19460.0
2024-11-13,19480.0
2024-11-14,19425.0
2024-11-15,19375.0
2024-11-18,19420.0
2024-11-19,19445.0
2024-11-20,19470.0
2024-11-21,19660.0
2024-11-22,19505.0
2024-11-25,19535.0
2024-11-26,19405.0
2024-11-27,19395.0
2024-11-28,19450.0
2024-11-29,19470.0
2024-12-02,19405.0
2024-12-03,19450.0
2024-12-04,19475.0
2024-12-05,19410.0
2024-12-06,19380.0
2024-12-09,19200.0
2024-12-10,19240.0
2024-12-11,19220.0
2024-12-12,19175.0
2024-12-13,19105.0
2024-12-16,18995.0
2024-12-17,18985.0
2024-12-18,18815.0
2024-12-19,18750.0
2024-12-20,18800.0
2024-12-23,18825.0
2024-12-24,18860.0
2024-12-25,18880.0
2024-12-26,18860.0
2024-12-27,18885.0
2024-12-30,18825.0
2024-12-31,18560.0
2025-01-03,18450.0
2025-01-07,18400.0
2025-01-08,18500.0
2025-01-09,18450.0
2025-01-13,18500.0
2025-01-15,18400.0
