datetime,OI2205
2021-05-20,9827.0
2021-05-21,9633.0
2021-05-24,9543.0
2021-05-25,9595.0
2021-05-26,9596.0
2021-05-27,9440.0
2021-05-28,9583.0
2021-05-31,9613.0
2021-06-01,9646.0
2021-06-02,9770.0
2021-06-03,10018.0
2021-06-04,9925.0
2021-06-07,10080.0
2021-06-08,9920.0
2021-06-09,9913.0
2021-06-10,9985.0
2021-06-11,9846.0
2021-06-15,9482.0
2021-06-16,9336.0
2021-06-17,9229.0
2021-06-18,8950.0
2021-06-21,9025.0
2021-06-22,9092.0
2021-06-23,9172.0
2021-06-24,9170.0
2021-06-25,9325.0
2021-06-28,9367.0
2021-06-29,9339.0
2021-06-30,9406.0
2021-07-01,9606.0
2021-07-02,9711.0
2021-07-05,9709.0
2021-07-06,9729.0
2021-07-07,9581.0
2021-07-08,9476.0
2021-07-09,9583.0
2021-07-12,9750.0
2021-07-13,9958.0
2021-07-14,10100.0
2021-07-15,10189.0
2021-07-16,10242.0
2021-07-19,10344.0
2021-07-20,10345.0
2021-07-21,10274.0
2021-07-22,10114.0
2021-07-23,10100.0
2021-07-26,9946.0
2021-07-27,10150.0
2021-07-28,10052.0
2021-07-29,10102.0
2021-07-30,10070.0
2021-08-02,9890.0
2021-08-03,9960.0
2021-08-04,10048.0
2021-08-05,10067.0
2021-08-06,10064.0
2021-08-09,10042.0
2021-08-10,10069.0
2021-08-11,10335.0
2021-08-12,10288.0
2021-08-13,10324.0
2021-08-16,10416.0
2021-08-17,10550.0
2021-08-18,10479.0
2021-08-19,10415.0
2021-08-20,10417.0
2021-08-23,10368.0
2021-08-24,10444.0
2021-08-25,10582.0
2021-08-26,10544.0
2021-08-27,10480.0
2021-08-30,10447.0
2021-08-31,10566.0
2021-09-01,10406.0
2021-09-02,10411.0
2021-09-03,10612.0
2021-09-06,10605.0
2021-09-07,10591.0
2021-09-08,10579.0
2021-09-09,10546.0
2021-09-10,10330.0
2021-09-13,10358.0
2021-09-14,10398.0
2021-09-15,10603.0
2021-09-16,10628.0
2021-09-17,10395.0
2021-09-22,10483.0
2021-09-23,10819.0
2021-09-24,10814.0
2021-09-27,10633.0
2021-09-28,10628.0
2021-09-29,10675.0
2021-09-30,10971.0
2021-10-08,11472.0
2021-10-11,11604.0
2021-10-12,11714.0
2021-10-13,11820.0
2021-10-14,11730.0
2021-10-15,11863.0
2021-10-18,11901.0
2021-10-19,12065.0
2021-10-20,12092.0
2021-10-21,12063.0
2021-10-22,11865.0
2021-10-25,11995.0
2021-10-26,12222.0
2021-10-27,12198.0
2021-10-28,12049.0
2021-10-29,12346.0
2021-11-01,12141.0
2021-11-02,12221.0
2021-11-03,12395.0
2021-11-04,12159.0
2021-11-05,12082.0
2021-11-08,11897.0
2021-11-09,11550.0
2021-11-10,11910.0
2021-11-11,11999.0
2021-11-12,12014.0
2021-11-15,12087.0
2021-11-16,12052.0
2021-11-17,12230.0
2021-11-18,12314.0
2021-11-19,12352.0
2021-11-22,12007.0
2021-11-23,11942.0
2021-11-24,12140.0
2021-11-25,12256.0
2021-11-26,12193.0
2021-11-29,12114.0
2021-11-30,11846.0
2021-12-01,11902.0
2021-12-02,11755.0
2021-12-03,12105.0
2021-12-06,12285.0
2021-12-07,12554.0
2021-12-08,12375.0
2021-12-09,12263.0
2021-12-10,12178.0
2021-12-13,11921.0
2021-12-14,11863.0
2021-12-15,11775.0
2021-12-16,11918.0
2021-12-17,12175.0
2021-12-20,11869.0
2021-12-21,11982.0
2021-12-22,12003.0
2021-12-23,11982.0
2021-12-24,12222.0
2021-12-27,12176.0
2021-12-28,12294.0
2021-12-29,12164.0
2021-12-30,12251.0
2021-12-31,12298.0
2022-01-04,12039.0
2022-01-05,11797.0
2022-01-06,11671.0
2022-01-07,11930.0
2022-01-10,11968.0
2022-01-11,11985.0
2022-01-12,11953.0
2022-01-13,11894.0
2022-01-14,11802.0
2022-01-17,11728.0
2022-01-18,11911.0
2022-01-19,12046.0
2022-01-20,12270.0
2022-01-21,12424.0
2022-01-24,12265.0
2022-01-25,12105.0
2022-01-26,12145.0
2022-01-27,12248.0
2022-01-28,12478.0
2022-02-07,12562.0
2022-02-08,12273.0
2022-02-09,12045.0
2022-02-10,12012.0
2022-02-11,11933.0
2022-02-14,11988.0
2022-02-15,11916.0
2022-02-16,11930.0
2022-02-17,11851.0
2022-02-18,11937.0
2022-02-21,12314.0
2022-02-22,12431.0
2022-02-23,12577.0
2022-02-24,13323.0
2022-02-25,13001.0
2022-02-28,12760.0
2022-03-01,13091.0
2022-03-02,13138.0
2022-03-03,13443.0
2022-03-04,13031.0
2022-03-07,13298.0
2022-03-08,13389.0
2022-03-09,13590.0
2022-03-10,13068.0
2022-03-11,12922.0
2022-03-14,12670.0
2022-03-15,12392.0
2022-03-16,12696.0
2022-03-17,12381.0
2022-03-18,12722.0
2022-03-21,12672.0
2022-03-22,12619.0
2022-03-23,12621.0
2022-03-24,12872.0
2022-03-25,12890.0
2022-03-28,12726.0
2022-03-29,12599.0
2022-03-30,12484.0
2022-03-31,12605.0
2022-04-01,12446.0
2022-04-06,12936.0
2022-04-07,12748.0
2022-04-08,12793.0
2022-04-11,12741.0
2022-04-12,13041.0
2022-04-13,13104.0
2022-04-14,13328.0
2022-04-15,13595.0
2022-04-18,13565.0
2022-04-19,13650.0
2022-04-20,13607.0
2022-04-21,13729.0
2022-04-22,13798.0
2022-04-25,13732.0
2022-04-26,13978.0
2022-04-27,14076.0
2022-04-28,14346.0
2022-04-29,14466.0
2022-05-05,14050.0
2022-05-10,14090.0
2022-05-16,12986.0
2022-05-17,12600.0
