datetime,FG2509
2024-09-18,1206.0
2024-09-19,1235.0
2024-09-20,1207.0
2024-09-23,1224.0
2024-09-24,1289.0
2024-09-25,1316.0
2024-09-26,1327.0
2024-09-27,1383.0
2024-09-30,1486.0
2024-10-08,1406.0
2024-10-09,1406.0
2024-10-10,1415.0
2024-10-11,1427.0
2024-10-14,1462.0
2024-10-15,1527.0
2024-10-16,1536.0
2024-10-17,1422.0
2024-10-18,1479.0
2024-10-21,1490.0
2024-10-22,1501.0
2024-10-23,1491.0
2024-10-24,1548.0
2024-10-25,1534.0
2024-10-28,1580.0
2024-10-29,1558.0
2024-10-30,1579.0
2024-10-31,1580.0
2024-11-01,1588.0
2024-11-04,1566.0
2024-11-05,1584.0
2024-11-06,1585.0
2024-11-07,1580.0
2024-11-08,1546.0
2024-11-11,1503.0
2024-11-12,1507.0
2024-11-13,1523.0
2024-11-14,1484.0
2024-11-15,1469.0
2024-11-18,1452.0
2024-11-19,1470.0
2024-11-20,1454.0
2024-11-21,1479.0
2024-11-22,1442.0
2024-11-25,1453.0
2024-11-26,1456.0
2024-11-27,1453.0
2024-11-28,1454.0
2024-11-29,1464.0
2024-12-02,1501.0
2024-12-03,1495.0
2024-12-04,1460.0
2024-12-05,1430.0
2024-12-06,1432.0
2024-12-09,1408.0
2024-12-10,1447.0
2024-12-11,1451.0
2024-12-12,1468.0
2024-12-13,1434.0
2024-12-16,1418.0
2024-12-17,1431.0
2024-12-18,1430.0
2024-12-19,1456.0
2024-12-20,1437.0
2024-12-23,1438.0
2024-12-24,1460.0
2024-12-25,1434.0
2024-12-26,1414.0
2024-12-27,1393.0
2024-12-30,1389.0
2024-12-31,1370.0
2025-01-02,1380.0
2025-01-03,1375.0
2025-01-06,1366.0
2025-01-07,1367.0
2025-01-08,1339.0
2025-01-09,1357.0
2025-01-10,1347.0
2025-01-13,1400.0
2025-01-14,1428.0
2025-01-15,1426.0
2025-01-16,1471.0
2025-01-17,1482.0
2025-01-20,1457.0
2025-01-21,1448.0
2025-01-22,1437.0
2025-01-23,1431.0
2025-01-24,1441.0
2025-01-27,1414.0
2025-02-05,1378.0
2025-02-06,1390.0
2025-02-07,1404.0
2025-02-10,1399.0
2025-02-11,1382.0
2025-02-12,1375.0
2025-02-13,1327.0
2025-02-14,1315.0
2025-02-17,1327.0
2025-02-18,1329.0
2025-02-19,1324.0
2025-02-20,1343.0
2025-02-21,1325.0
2025-02-24,1338.0
2025-02-25,1312.0
2025-02-26,1313.0
2025-02-27,1320.0
2025-02-28,1323.0
2025-03-03,1305.0
2025-03-04,1316.0
2025-03-05,1291.0
2025-03-06,1291.0
2025-03-07,1272.0
2025-03-10,1248.0
2025-03-11,1247.0
2025-03-12,1238.0
2025-03-13,1241.0
2025-03-14,1258.0
2025-03-17,1258.0
2025-03-18,1247.0
2025-03-19,1251.0
2025-03-20,1244.0
2025-03-21,1234.0
2025-03-24,1287.0
2025-03-25,1289.0
2025-03-26,1271.0
2025-03-27,1267.0
2025-03-28,1250.0
2025-03-31,1223.0
2025-04-01,1237.0
2025-04-02,1236.0
2025-04-03,1226.0
2025-04-07,1201.0
2025-04-08,1197.0
2025-04-09,1198.0
2025-04-10,1215.0
2025-04-11,1208.0
2025-04-14,1206.0
2025-04-15,1181.0
2025-04-16,1185.0
2025-04-17,1166.0
