datetime,J2405
2023-05-18,2154.0
2023-05-19,2088.0
2023-05-22,2029.5
2023-05-23,2026.0
2023-05-24,1985.0
2023-05-25,1928.5
2023-05-26,1921.5
2023-05-29,1888.0
2023-05-30,1851.5
2023-05-31,1837.5
2023-06-01,1880.0
2023-06-02,1913.5
2023-06-05,1913.0
2023-06-06,1935.0
2023-06-07,1925.0
2023-06-08,1939.5
2023-06-09,1970.5
2023-06-12,1943.0
2023-06-13,2018.5
2023-06-14,2025.0
2023-06-15,2030.0
2023-06-16,2080.0
2023-06-19,2046.0
2023-06-20,2050.0
2023-06-21,2036.0
2023-06-26,1963.5
2023-06-27,2006.0
2023-06-28,1971.5
2023-06-29,2006.0
2023-06-30,2022.0
2023-07-03,2020.5
2023-07-04,2003.0
2023-07-05,1992.0
2023-07-06,2033.0
2023-07-07,1987.5
2023-07-10,2000.0
2023-07-11,2048.0
2023-07-12,2070.5
2023-07-13,2085.0
2023-07-14,2111.5
2023-07-17,2062.0
2023-07-18,2128.0
2023-07-19,2133.5
2023-07-20,2169.5
2023-07-21,2173.0
2023-07-24,2139.5
2023-07-25,2158.0
2023-07-26,2186.0
2023-07-27,2169.0
2023-07-28,2172.5
2023-07-31,2146.5
2023-08-01,2182.0
2023-08-02,2176.5
2023-08-03,2083.5
2023-08-04,2097.5
2023-08-07,2082.0
2023-08-08,2055.0
2023-08-09,2082.0
2023-08-10,2053.0
2023-08-11,2079.0
2023-08-14,2040.0
2023-08-15,2047.5
2023-08-16,2018.0
2023-08-17,2046.0
2023-08-18,2044.0
2023-08-21,2094.5
2023-08-22,2141.5
2023-08-23,2183.5
2023-08-24,2159.5
2023-08-25,2177.0
2023-08-28,2120.5
2023-08-29,2113.5
2023-08-30,2168.5
2023-08-31,2179.0
2023-09-01,2240.0
2023-09-04,2261.0
2023-09-05,2288.0
2023-09-06,2281.5
2023-09-07,2270.0
2023-09-08,2211.0
2023-09-11,2307.0
2023-09-12,2328.0
2023-09-13,2308.0
2023-09-14,2337.5
2023-09-15,2371.0
2023-09-18,2403.0
2023-09-19,2382.0
2023-09-20,2430.0
2023-09-21,2349.0
2023-09-22,2388.0
2023-09-25,2349.0
2023-09-26,2280.0
2023-09-27,2279.0
2023-09-28,2403.5
2023-10-09,2346.0
2023-10-10,2224.0
2023-10-11,2222.5
2023-10-12,2250.0
2023-10-13,2225.0
2023-10-16,2328.5
2023-10-17,2299.5
2023-10-18,2223.5
2023-10-19,2228.0
2023-10-20,2207.0
2023-10-23,2198.0
2023-10-24,2243.5
2023-10-25,2338.5
2023-10-26,2339.0
2023-10-27,2383.0
2023-10-30,2400.0
2023-10-31,2374.0
2023-11-01,2367.5
2023-11-02,2345.0
2023-11-03,2420.5
2023-11-06,2441.5
2023-11-07,2447.0
2023-11-08,2487.0
2023-11-09,2479.0
2023-11-10,2518.0
2023-11-13,2503.5
2023-11-14,2516.0
2023-11-15,2517.0
2023-11-16,2612.5
2023-11-17,2580.0
2023-11-20,2595.0
2023-11-21,2568.0
2023-11-22,2570.5
2023-11-23,2563.5
2023-11-24,2664.0
2023-11-27,2711.0
2023-11-28,2659.0
2023-11-29,2624.0
2023-11-30,2601.5
2023-12-01,2631.0
2023-12-04,2527.0
2023-12-05,2490.0
2023-12-06,2531.5
2023-12-07,2639.0
2023-12-08,2630.5
2023-12-11,2617.5
2023-12-12,2654.0
2023-12-13,2540.0
2023-12-14,2535.0
2023-12-15,2528.5
2023-12-18,2518.0
2023-12-19,2504.5
2023-12-20,2500.0
2023-12-21,2519.0
2023-12-22,2578.0
2023-12-25,2526.0
2023-12-26,2516.5
2023-12-27,2524.5
2023-12-28,2484.0
2023-12-29,2491.5
2024-01-02,2539.5
2024-01-03,2572.5
2024-01-04,2501.0
2024-01-05,2450.5
2024-01-08,2416.0
2024-01-09,2399.5
2024-01-10,2374.5
2024-01-11,2403.5
2024-01-12,2386.0
2024-01-15,2402.0
2024-01-16,2425.5
2024-01-17,2409.5
2024-01-18,2446.5
2024-01-19,2446.0
2024-01-22,2454.0
2024-01-23,2482.0
2024-01-24,2504.0
2024-01-25,2493.5
2024-01-26,2459.5
2024-01-29,2444.0
2024-01-30,2398.0
2024-01-31,2346.0
2024-02-01,2348.5
2024-02-02,2328.0
2024-02-05,2332.5
2024-02-06,2330.0
2024-02-07,2317.5
2024-02-08,2378.0
2024-02-19,2271.0
2024-02-20,2255.5
2024-02-21,2355.5
2024-02-22,2403.5
2024-02-23,2370.5
2024-02-26,2314.0
2024-02-27,2394.0
2024-02-28,2389.0
2024-02-29,2381.5
2024-03-01,2361.5
2024-03-04,2361.0
2024-03-05,2326.5
2024-03-06,2291.0
2024-03-07,2300.0
2024-03-08,2292.0
2024-03-11,2236.5
2024-03-12,2244.0
2024-03-13,2194.5
2024-03-14,2168.5
2024-03-15,2141.0
2024-03-18,2147.0
2024-03-19,2179.5
2024-03-20,2175.0
2024-03-21,2186.0
2024-03-22,2185.5
2024-03-25,2151.0
2024-03-26,2090.5
2024-03-27,2057.0
2024-03-28,2047.5
2024-03-29,1990.0
2024-04-01,1979.5
2024-04-02,1968.5
2024-04-03,1960.5
2024-04-08,1988.5
2024-04-09,2006.0
2024-04-10,2012.0
2024-04-11,2075.5
2024-04-12,2164.0
2024-04-15,2187.0
2024-04-16,2130.0
2024-04-17,2222.0
2024-04-18,2227.5
2024-04-19,2206.0
2024-04-22,2195.5
2024-04-23,2173.0
2024-04-24,2210.5
2024-04-25,2205.5
2024-04-26,2225.0
2024-04-29,2240.0
2024-04-30,2289.0
2024-05-06,2320.0
2024-05-07,2298.0
2024-05-08,2265.0
2024-05-09,2199.5
2024-05-13,2216.0
