datetime,MA2009
2019-09-17,2368.0
2019-09-18,2295.0
2019-09-19,2277.0
2019-09-20,2271.0
2019-09-23,2308.0
2019-09-24,2334.0
2019-09-25,2340.0
2019-09-26,2318.0
2019-09-27,2292.0
2019-09-30,2333.0
2019-10-08,2321.0
2019-10-09,2304.0
2019-10-10,2285.0
2019-10-11,2274.0
2019-10-14,2287.0
2019-10-15,2265.0
2019-10-16,2235.0
2019-10-17,2234.0
2019-10-18,2248.0
2019-10-21,2220.0
2019-10-22,2237.0
2019-10-23,2235.0
2019-10-24,2232.0
2019-10-25,2208.0
2019-10-28,2207.0
2019-10-29,2210.0
2019-10-30,2220.0
2019-10-31,2220.0
2019-11-01,2197.0
2019-11-04,2205.0
2019-11-05,2224.0
2019-11-06,2201.0
2019-11-07,2186.0
2019-11-08,2165.0
2019-11-11,2150.0
2019-11-12,2159.0
2019-11-13,2149.0
2019-11-14,2141.0
2019-11-15,2150.0
2019-11-18,2158.0
2019-11-19,2129.0
2019-11-20,2123.0
2019-11-21,2134.0
2019-11-22,2144.0
2019-11-25,2173.0
2019-11-26,2160.0
2019-11-27,2160.0
2019-11-28,2153.0
2019-11-29,2149.0
2019-12-02,2105.0
2019-12-03,2138.0
2019-12-04,2140.0
2019-12-05,2158.0
2019-12-06,2162.0
2019-12-09,2183.0
2019-12-10,2176.0
2019-12-11,2154.0
2019-12-12,2192.0
2019-12-13,2179.0
2019-12-16,2179.0
2019-12-17,2204.0
2019-12-18,2162.0
2019-12-19,2176.0
2019-12-20,2187.0
2019-12-23,2197.0
2019-12-24,2183.0
2019-12-25,2186.0
2019-12-26,2181.0
2019-12-27,2191.0
2019-12-30,2210.0
2019-12-31,2187.0
2020-01-02,2208.0
2020-01-03,2222.0
2020-01-06,2262.0
2020-01-07,2250.0
2020-01-08,2293.0
2020-01-09,2217.0
2020-01-10,2218.0
2020-01-13,2317.0
2020-01-14,2273.0
2020-01-15,2250.0
2020-01-16,2237.0
2020-01-17,2217.0
2020-01-20,2270.0
2020-01-21,2246.0
2020-01-22,2190.0
2020-01-23,2177.0
2020-02-03,2032.0
2020-02-04,2083.0
2020-02-05,2097.0
2020-02-06,2115.0
