datetime,CF2401
2023-01-17,14750.0
2023-01-18,15055.0
2023-01-19,15095.0
2023-01-20,15125.0
2023-01-30,15190.0
2023-01-31,15405.0
2023-02-01,15480.0
2023-02-02,15385.0
2023-02-03,15315.0
2023-02-06,15195.0
2023-02-07,15130.0
2023-02-08,15020.0
2023-02-09,15100.0
2023-02-10,14775.0
2023-02-13,14630.0
2023-02-14,14635.0
2023-02-15,14655.0
2023-02-16,14675.0
2023-02-17,14500.0
2023-02-20,14695.0
2023-02-21,14795.0
2023-02-22,14815.0
2023-02-23,14780.0
2023-02-24,14630.0
2023-02-27,14650.0
2023-02-28,14725.0
2023-03-01,14810.0
2023-03-02,14995.0
2023-03-03,15065.0
2023-03-06,15035.0
2023-03-07,15005.0
2023-03-08,15015.0
2023-03-09,14840.0
2023-03-10,14735.0
2023-03-13,14620.0
2023-03-14,14605.0
2023-03-15,14645.0
2023-03-16,14240.0
2023-03-17,14325.0
2023-03-20,14385.0
2023-03-21,14360.0
2023-03-22,14425.0
2023-03-23,14375.0
2023-03-24,14310.0
2023-03-27,14290.0
2023-03-28,14605.0
2023-03-29,14750.0
2023-03-30,14695.0
2023-03-31,14715.0
2023-04-03,14725.0
2023-04-04,14740.0
2023-04-06,14900.0
2023-04-07,15090.0
2023-04-10,15030.0
2023-04-11,15020.0
2023-04-12,14960.0
2023-04-13,15085.0
2023-04-14,15025.0
2023-04-17,15350.0
2023-04-18,15415.0
2023-04-19,15440.0
2023-04-20,15460.0
2023-04-21,15150.0
2023-04-24,15175.0
2023-04-25,15535.0
2023-04-26,15625.0
2023-04-27,15510.0
2023-04-28,15780.0
2023-05-04,16010.0
2023-05-05,16275.0
2023-05-08,16185.0
2023-05-09,15890.0
2023-05-10,15960.0
2023-05-11,15890.0
2023-05-12,15720.0
2023-05-15,16050.0
2023-05-16,15995.0
2023-05-17,16025.0
2023-05-18,16150.0
2023-05-19,16290.0
2023-05-22,16460.0
2023-05-23,16465.0
2023-05-24,16040.0
2023-05-25,15840.0
2023-05-26,15730.0
2023-05-29,15930.0
2023-05-30,15785.0
2023-05-31,15780.0
2023-06-01,16475.0
2023-06-02,16300.0
2023-06-05,16665.0
2023-06-06,16725.0
2023-06-07,16620.0
2023-06-08,16725.0
2023-06-09,16825.0
2023-06-12,16750.0
2023-06-13,16810.0
2023-06-14,16805.0
2023-06-15,16700.0
2023-06-16,16785.0
2023-06-19,16435.0
2023-06-20,16615.0
2023-06-21,16335.0
2023-06-26,16300.0
2023-06-27,16350.0
2023-06-28,16385.0
2023-06-29,16340.0
2023-06-30,16640.0
2023-07-03,16820.0
2023-07-04,16560.0
2023-07-05,16600.0
2023-07-06,16645.0
2023-07-07,16715.0
2023-07-10,16730.0
2023-07-11,17050.0
2023-07-12,17210.0
2023-07-13,17160.0
2023-07-14,17060.0
2023-07-17,16875.0
2023-07-18,17145.0
2023-07-19,17205.0
2023-07-20,17195.0
2023-07-21,17300.0
2023-07-24,17055.0
2023-07-25,17160.0
2023-07-26,17220.0
2023-07-27,17265.0
2023-07-28,17240.0
2023-07-31,17440.0
2023-08-01,17465.0
2023-08-02,17465.0
2023-08-03,17175.0
2023-08-04,17140.0
2023-08-07,17360.0
2023-08-08,17110.0
2023-08-09,17150.0
2023-08-10,17160.0
2023-08-11,17230.0
2023-08-14,17115.0
2023-08-15,17165.0
2023-08-16,16870.0
2023-08-17,16650.0
2023-08-18,16955.0
2023-08-21,16945.0
2023-08-22,16935.0
2023-08-23,17055.0
2023-08-24,17230.0
2023-08-25,17420.0
2023-08-28,17545.0
2023-08-29,17460.0
2023-08-30,17610.0
2023-08-31,17660.0
2023-09-01,17790.0
2023-09-04,17420.0
2023-09-05,17530.0
2023-09-06,17650.0
2023-09-07,17220.0
2023-09-08,16955.0
2023-09-11,17185.0
2023-09-12,17350.0
2023-09-13,17030.0
2023-09-14,17125.0
2023-09-15,17285.0
2023-09-18,17195.0
2023-09-19,17370.0
2023-09-20,17165.0
2023-09-21,17110.0
2023-09-22,17145.0
2023-09-25,17205.0
2023-09-26,17215.0
2023-09-27,17430.0
2023-09-28,17675.0
2023-10-09,17600.0
2023-10-10,17120.0
2023-10-11,16955.0
2023-10-12,16970.0
2023-10-13,17040.0
2023-10-16,16990.0
2023-10-17,16695.0
2023-10-18,16485.0
2023-10-19,16445.0
2023-10-20,16105.0
2023-10-23,15910.0
2023-10-24,16105.0
2023-10-25,16145.0
2023-10-26,16150.0
2023-10-27,16115.0
2023-10-30,16125.0
2023-10-31,15785.0
2023-11-01,15530.0
2023-11-02,15720.0
2023-11-03,15860.0
2023-11-06,15850.0
2023-11-07,15750.0
2023-11-08,15835.0
2023-11-09,15790.0
2023-11-10,15710.0
2023-11-13,15635.0
2023-11-14,15840.0
2023-11-15,15690.0
2023-11-16,15730.0
2023-11-17,15685.0
2023-11-20,15565.0
2023-11-21,15160.0
2023-11-22,15375.0
2023-11-23,15325.0
2023-11-24,15205.0
2023-11-27,15055.0
2023-11-28,15055.0
2023-11-29,15145.0
2023-11-30,15265.0
2023-12-01,15245.0
2023-12-04,15200.0
2023-12-05,15235.0
2023-12-06,15360.0
2023-12-07,15395.0
2023-12-08,15525.0
2023-12-11,15535.0
2023-12-12,15515.0
2023-12-13,15440.0
2023-12-14,15495.0
2023-12-15,15485.0
2023-12-18,15325.0
2023-12-19,15320.0
2023-12-20,15375.0
2023-12-21,15375.0
2023-12-22,15490.0
2023-12-25,15445.0
2023-12-26,15445.0
2023-12-27,15505.0
2023-12-28,15460.0
2023-12-29,15390.0
2024-01-02,15500.0
2024-01-03,15560.0
2024-01-04,15595.0
2024-01-05,15560.0
2024-01-08,15435.0
2024-01-09,15455.0
2024-01-10,15405.0
2024-01-11,15500.0
2024-01-12,15465.0
2024-01-15,15335.0
