datetime,SM2505
2024-05-20,8546.0
2024-05-21,8344.0
2024-05-22,8330.0
2024-05-23,8422.0
2024-05-24,8416.0
2024-05-27,8640.0
2024-05-28,8640.0
2024-05-29,8630.0
2024-05-30,8640.0
2024-05-31,8350.0
2024-06-03,7718.0
2024-06-04,8000.0
2024-06-05,7842.0
2024-06-06,7800.0
2024-06-07,8032.0
2024-06-11,8034.0
2024-06-12,8028.0
2024-06-13,7648.0
2024-06-14,7520.0
2024-06-17,7516.0
2024-06-18,7824.0
2024-06-19,7792.0
2024-06-20,7804.0
2024-06-21,7740.0
2024-06-24,7554.0
2024-06-25,7632.0
2024-06-26,7480.0
2024-06-27,7280.0
2024-06-28,7454.0
2024-07-01,7440.0
2024-07-02,7450.0
2024-07-03,7502.0
2024-07-04,7544.0
2024-07-05,7518.0
2024-07-08,7434.0
2024-07-09,7374.0
2024-07-10,7156.0
2024-07-11,7184.0
2024-07-12,7090.0
2024-07-15,7066.0
2024-07-16,7090.0
2024-07-17,6996.0
2024-07-18,7020.0
2024-07-19,7116.0
2024-07-22,7094.0
2024-07-23,7014.0
2024-07-24,7140.0
2024-07-25,7106.0
2024-07-26,7018.0
2024-07-29,6860.0
2024-07-30,6684.0
2024-07-31,6666.0
2024-08-01,6662.0
2024-08-02,6698.0
2024-08-05,6688.0
2024-08-06,6558.0
2024-08-07,6518.0
2024-08-08,6360.0
2024-08-09,6484.0
2024-08-12,6420.0
2024-08-13,6486.0
2024-08-14,6444.0
2024-08-15,6366.0
2024-08-16,6374.0
2024-08-19,6278.0
2024-08-20,6248.0
2024-08-21,6332.0
2024-08-22,6224.0
2024-08-23,6160.0
2024-08-26,6254.0
2024-08-27,6284.0
2024-08-28,6346.0
2024-08-29,6350.0
2024-08-30,6366.0
2024-09-02,6284.0
2024-09-03,6268.0
2024-09-04,6204.0
2024-09-05,6176.0
2024-09-06,6184.0
2024-09-09,6120.0
2024-09-10,6064.0
2024-09-11,6126.0
2024-09-12,6132.0
2024-09-13,6028.0
2024-09-18,5962.0
2024-09-19,6098.0
2024-09-20,6064.0
2024-09-23,5998.0
2024-09-24,6086.0
2024-09-25,6202.0
2024-09-26,6214.0
2024-09-27,6338.0
2024-09-30,6706.0
2024-10-08,6410.0
2024-10-09,6432.0
2024-10-10,6424.0
2024-10-11,6452.0
2024-10-14,6438.0
2024-10-15,6446.0
2024-10-16,6360.0
2024-10-17,6200.0
2024-10-18,6236.0
2024-10-21,6208.0
2024-10-22,6188.0
2024-10-23,6198.0
2024-10-24,6196.0
2024-10-25,6374.0
2024-10-28,6482.0
2024-10-29,6428.0
2024-10-30,6446.0
2024-10-31,6482.0
2024-11-01,6432.0
2024-11-04,6496.0
2024-11-05,6484.0
2024-11-06,6442.0
2024-11-07,6544.0
2024-11-08,6458.0
2024-11-11,6340.0
2024-11-12,6358.0
2024-11-13,6402.0
2024-11-14,6340.0
2024-11-15,6262.0
2024-11-18,6282.0
2024-11-19,6312.0
2024-11-20,6372.0
2024-11-21,6386.0
2024-11-22,6386.0
2024-11-25,6404.0
2024-11-26,6422.0
2024-11-27,6444.0
2024-11-28,6460.0
2024-11-29,6436.0
2024-12-02,6476.0
2024-12-03,6412.0
2024-12-04,6382.0
2024-12-05,6328.0
2024-12-06,6354.0
2024-12-09,6288.0
2024-12-10,6358.0
2024-12-11,6398.0
2024-12-12,6396.0
2024-12-13,6308.0
2024-12-16,6312.0
2024-12-17,6304.0
2024-12-18,6234.0
2024-12-19,6226.0
2024-12-20,6180.0
2024-12-23,6170.0
2024-12-24,6182.0
2024-12-25,6160.0
2024-12-26,6110.0
2024-12-27,6088.0
2024-12-30,6102.0
2024-12-31,6090.0
2025-01-02,6118.0
2025-01-03,6090.0
2025-01-06,6068.0
2025-01-07,6030.0
2025-01-08,6028.0
2025-01-09,6058.0
2025-01-10,6286.0
2025-01-13,6340.0
2025-01-14,6482.0
2025-01-15,6714.0
2025-01-16,6666.0
2025-01-17,6740.0
2025-01-20,6764.0
2025-01-21,6620.0
2025-01-22,6724.0
2025-01-23,6702.0
2025-01-24,6882.0
2025-01-27,6850.0
2025-02-05,6788.0
2025-02-06,7292.0
2025-02-07,7312.0
2025-02-10,7180.0
2025-02-11,6664.0
2025-02-12,6448.0
2025-02-13,6440.0
2025-02-14,6354.0
2025-02-17,6398.0
2025-02-18,6476.0
2025-02-19,6496.0
2025-02-20,6532.0
2025-02-21,6478.0
2025-02-24,6492.0
2025-02-25,6368.0
2025-02-26,6390.0
2025-02-27,6346.0
2025-02-28,6332.0
2025-03-03,6338.0
2025-03-04,6348.0
2025-03-05,6356.0
2025-03-06,6384.0
2025-03-07,6408.0
2025-03-10,6344.0
2025-03-11,6358.0
2025-03-12,6322.0
2025-03-13,6306.0
2025-03-14,6316.0
2025-03-17,6190.0
2025-03-18,6178.0
2025-03-19,6110.0
2025-03-20,6106.0
2025-03-21,6072.0
2025-03-24,6122.0
2025-03-25,6108.0
2025-03-26,6146.0
2025-03-27,6130.0
2025-03-28,6076.0
2025-03-31,6070.0
2025-04-01,6146.0
2025-04-02,6146.0
2025-04-03,6150.0
2025-04-07,6022.0
2025-04-08,5962.0
2025-04-09,5914.0
2025-04-10,5966.0
2025-04-11,5956.0
2025-04-14,5946.0
2025-04-15,5868.0
2025-04-16,5806.0
2025-04-17,5814.0
2025-04-18,5820.0
2025-04-21,5836.0
2025-04-22,5728.0
2025-04-23,5812.0
2025-04-24,5742.0
2025-04-25,5718.0
2025-04-28,5722.0
2025-04-29,5680.0
2025-04-30,5664.0
2025-05-06,5482.0
2025-05-07,5524.0
2025-05-08,5692.0
2025-05-09,5690.0
2025-05-12,5786.0
2025-05-13,5738.0
2025-05-14,5790.0
2025-05-15,5806.0
2025-05-16,5770.0
2025-05-19,5742.0
