datetime,J2301
2022-01-18,2681.0
2022-01-19,2731.0
2022-01-20,2708.0
2022-01-24,2694.5
2022-01-25,2716.0
2022-01-26,2695.5
2022-01-27,2738.5
2022-01-28,2789.5
2022-02-07,2792.5
2022-02-08,2851.5
2022-02-09,2839.5
2022-02-10,2865.0
2022-02-11,2878.5
2022-02-14,2888.0
2022-02-15,2860.0
2022-02-16,2918.0
2022-02-17,2920.0
2022-02-18,2944.0
2022-02-21,3028.0
2022-02-22,3053.5
2022-02-23,3060.0
2022-02-24,3002.5
2022-02-25,2899.0
2022-02-28,2960.0
2022-03-01,3082.0
2022-03-02,3110.0
2022-03-03,3160.0
2022-03-04,3164.5
2022-03-07,3336.0
2022-03-08,3209.5
2022-03-09,3265.5
2022-03-10,3206.0
2022-03-11,3166.5
2022-03-14,3031.5
2022-03-15,3083.5
2022-03-16,3179.5
2022-03-17,3202.5
2022-03-18,3300.0
2022-03-21,3300.0
2022-03-22,3309.5
2022-03-23,3337.0
2022-03-24,3410.0
2022-03-25,3490.0
2022-03-28,3520.0
2022-03-29,3544.5
2022-03-30,3513.5
2022-03-31,3574.5
2022-04-01,3615.5
2022-04-06,3568.0
2022-04-07,3552.0
2022-04-08,3546.0
2022-04-11,3476.0
2022-04-12,3682.0
2022-04-13,3657.0
2022-04-14,3802.0
2022-04-15,3808.0
2022-04-18,3859.5
2022-04-19,3765.0
2022-04-20,3780.0
2022-04-21,3814.0
2022-04-22,3708.0
2022-04-25,3510.0
2022-04-26,3510.0
2022-04-27,3442.5
2022-04-28,3425.0
2022-04-29,3449.5
2022-05-05,3388.5
2022-05-06,3300.0
2022-05-09,3242.0
2022-05-10,3204.5
2022-05-11,3270.5
2022-05-12,3152.0
2022-05-13,3201.0
2022-05-16,3277.0
2022-05-17,3284.5
2022-05-18,3182.5
2022-05-19,3208.5
2022-05-20,3300.0
2022-05-23,3211.0
2022-05-24,3150.0
2022-05-25,3139.0
2022-05-26,3123.5
2022-05-27,3207.5
2022-05-30,3315.0
2022-05-31,3348.0
2022-06-01,3409.5
2022-06-02,3475.0
2022-06-06,3485.0
2022-06-07,3494.5
2022-06-08,3536.0
2022-06-09,3464.5
2022-06-10,3463.0
2022-06-13,3490.0
2022-06-14,3416.0
2022-06-15,3226.0
2022-06-16,3191.5
2022-06-17,3131.0
2022-06-20,2833.0
2022-06-21,2877.0
2022-06-22,2826.5
2022-06-23,2934.0
2022-06-24,2913.0
2022-06-27,2997.0
2022-06-28,3093.0
2022-06-29,3064.5
2022-06-30,2942.5
