datetime,MA2209
2021-09-15,2938.0
2021-09-16,2922.0
2021-09-17,2870.0
2021-09-22,2921.0
2021-09-23,3005.0
2021-09-24,2914.0
2021-09-27,3035.0
2021-09-28,3011.0
2021-09-29,2961.0
2021-09-30,3135.0
2021-10-08,3111.0
2021-10-11,3300.0
2021-10-12,3315.0
2021-10-13,3292.0
2021-10-14,3256.0
2021-10-15,3279.0
2021-10-18,3294.0
2021-10-19,3292.0
2021-10-20,3060.0
2021-10-21,3019.0
2021-10-22,2992.0
2021-10-25,2993.0
2021-10-26,2973.0
2021-10-27,2752.0
2021-10-28,2609.0
2021-10-29,2597.0
2021-11-01,2605.0
2021-11-02,2610.0
2021-11-03,2671.0
2021-11-04,2611.0
2021-11-05,2523.0
2021-11-08,2547.0
2021-11-09,2533.0
2021-11-10,2485.0
2021-11-11,2530.0
2021-11-12,2463.0
2021-11-15,2417.0
2021-11-16,2449.0
2021-11-17,2467.0
2021-11-18,2461.0
2021-11-19,2490.0
2021-11-22,2479.0
2021-11-23,2496.0
2021-11-24,2547.0
2021-11-25,2566.0
2021-11-26,2492.0
2021-11-29,2479.0
2021-11-30,2452.0
2021-12-01,2500.0
2021-12-02,2452.0
2021-12-03,2420.0
2021-12-06,2452.0
2021-12-07,2469.0
2021-12-08,2449.0
2021-12-09,2437.0
2021-12-10,2444.0
2021-12-13,2512.0
2021-12-14,2534.0
2021-12-15,2514.0
2021-12-16,2603.0
2021-12-17,2632.0
2021-12-20,2573.0
2021-12-21,2546.0
2021-12-22,2542.0
2021-12-23,2555.0
2021-12-24,2597.0
2021-12-27,2529.0
2021-12-28,2519.0
2021-12-29,2536.0
2021-12-30,2532.0
2021-12-31,2483.0
2022-01-04,2584.0
2022-01-05,2575.0
2022-01-06,2593.0
2022-01-07,2621.0
2022-01-10,2603.0
2022-01-11,2549.0
2022-01-12,2564.0
2022-01-13,2585.0
2022-01-14,2670.0
2022-01-17,2688.0
2022-01-18,2733.0
2022-01-19,2776.0
2022-01-20,2774.0
2022-01-21,2773.0
2022-01-24,2747.0
2022-01-25,2758.0
2022-01-26,2799.0
2022-01-27,2798.0
2022-01-28,2794.0
2022-02-07,2926.0
2022-02-08,2919.0
2022-02-09,2821.0
2022-02-10,2800.0
2022-02-11,2720.0
2022-02-14,2751.0
2022-02-15,2750.0
2022-02-16,2741.0
2022-02-17,2678.0
2022-02-18,2740.0
2022-02-21,2737.0
2022-02-22,2744.0
2022-02-23,2782.0
2022-02-24,2799.0
2022-02-25,2726.0
2022-02-28,2844.0
2022-03-01,2897.0
2022-03-02,2975.0
2022-03-03,3082.0
2022-03-04,3010.0
2022-03-07,3205.0
2022-03-08,3176.0
2022-03-09,3210.0
2022-03-10,3062.0
2022-03-11,3092.0
2022-03-14,2967.0
2022-03-15,2903.0
2022-03-16,2941.0
2022-03-17,2921.0
2022-03-18,3009.0
2022-03-21,3043.0
2022-03-22,3056.0
2022-03-23,3049.0
2022-03-24,3024.0
2022-03-25,3105.0
2022-03-28,3124.0
2022-03-29,3110.0
2022-03-30,3094.0
2022-03-31,3004.0
2022-04-01,2952.0
2022-04-06,3011.0
2022-04-07,2977.0
2022-04-08,2932.0
2022-04-11,2870.0
2022-04-12,2896.0
2022-04-13,2886.0
2022-04-14,2918.0
2022-04-15,2881.0
2022-04-18,2993.0
2022-04-19,2976.0
2022-04-20,2958.0
2022-04-21,2937.0
2022-04-22,2872.0
2022-04-25,2714.0
2022-04-26,2722.0
2022-04-27,2678.0
2022-04-28,2692.0
2022-04-29,2709.0
2022-05-05,2784.0
2022-05-06,2772.0
2022-05-09,2683.0
2022-05-10,2656.0
2022-05-11,2702.0
2022-05-12,2728.0
2022-05-13,2765.0
2022-05-16,2770.0
2022-05-17,2771.0
2022-05-18,2694.0
2022-05-19,2721.0
2022-05-20,2724.0
2022-05-23,2813.0
2022-05-24,2726.0
2022-05-25,2737.0
2022-05-26,2797.0
2022-05-27,2805.0
2022-05-30,2784.0
2022-05-31,2827.0
2022-06-01,2878.0
2022-06-02,2859.0
2022-06-06,2863.0
2022-06-07,2887.0
2022-06-08,2945.0
2022-06-09,2895.0
2022-06-10,2911.0
2022-06-13,2941.0
2022-06-14,2939.0
2022-06-15,2842.0
2022-06-16,2807.0
2022-06-17,2756.0
2022-06-20,2672.0
2022-06-21,2700.0
2022-06-22,2663.0
2022-06-23,2650.0
2022-06-24,2544.0
2022-06-27,2586.0
2022-06-28,2633.0
2022-06-29,2635.0
2022-06-30,2636.0
2022-07-01,2553.0
2022-07-04,2555.0
2022-07-05,2558.0
2022-07-06,2494.0
2022-07-07,2533.0
2022-07-08,2485.0
2022-07-11,2401.0
2022-07-12,2324.0
2022-07-13,2335.0
2022-07-14,2324.0
2022-07-15,2301.0
2022-07-18,2394.0
2022-07-19,2339.0
2022-07-20,2435.0
2022-07-21,2411.0
2022-07-22,2456.0
2022-07-25,2429.0
2022-07-26,2483.0
2022-07-27,2452.0
2022-07-28,2571.0
2022-07-29,2600.0
2022-08-01,2553.0
2022-08-02,2551.0
2022-08-03,2537.0
2022-08-04,2510.0
2022-08-05,2472.0
2022-08-08,2547.0
2022-08-09,2488.0
2022-08-10,2400.0
2022-08-11,2434.0
2022-08-12,2457.0
2022-08-15,2462.0
2022-08-16,2457.0
2022-08-17,2415.0
2022-08-18,2434.0
2022-08-19,2439.0
2022-08-22,2468.0
2022-08-23,2479.0
2022-08-24,2486.0
2022-08-25,2508.0
2022-08-26,2551.0
2022-08-29,2534.0
2022-08-30,2542.0
2022-08-31,2504.0
2022-09-01,2502.0
2022-09-02,2520.0
2022-09-05,2560.0
2022-09-06,2600.0
2022-09-07,2600.0
2022-09-08,2612.0
2022-09-09,2650.0
2022-09-14,2681.0
2022-09-15,2790.0
