datetime,SA2105
2020-05-20,1573.0
2020-05-21,1577.0
2020-05-22,1555.0
2020-05-25,1565.0
2020-05-26,1574.0
2020-05-27,1580.0
2020-05-28,1578.0
2020-05-29,1589.0
2020-06-01,1587.0
2020-06-02,1581.0
2020-06-03,1594.0
2020-06-04,1585.0
2020-06-05,1592.0
2020-06-08,1594.0
2020-06-09,1564.0
2020-06-10,1568.0
2020-06-11,1566.0
2020-06-12,1574.0
2020-06-15,1577.0
2020-06-16,1577.0
2020-06-17,1575.0
2020-06-18,1568.0
2020-06-19,1573.0
2020-06-22,1569.0
2020-06-23,1565.0
2020-06-24,1555.0
2020-06-29,1554.0
2020-06-30,1545.0
2020-07-01,1537.0
2020-07-02,1549.0
2020-07-03,1550.0
2020-07-06,1561.0
2020-07-07,1540.0
2020-07-08,1557.0
2020-07-09,1563.0
2020-07-10,1558.0
2020-07-13,1567.0
2020-07-14,1566.0
2020-07-15,1567.0
2020-07-16,1562.0
2020-07-17,1546.0
2020-07-20,1529.0
2020-07-21,1528.0
2020-07-22,1540.0
2020-07-23,1559.0
2020-07-24,1556.0
2020-07-27,1562.0
2020-07-28,1560.0
2020-07-29,1558.0
2020-07-30,1554.0
2020-07-31,1555.0
2020-08-03,1588.0
2020-08-04,1635.0
2020-08-05,1601.0
2020-08-06,1634.0
2020-08-07,1647.0
2020-08-10,1610.0
2020-08-11,1602.0
2020-08-12,1594.0
2020-08-13,1590.0
2020-08-14,1599.0
2020-08-17,1610.0
2020-08-18,1626.0
2020-08-19,1631.0
2020-08-20,1636.0
2020-08-21,1668.0
2020-08-24,1694.0
2020-08-25,1707.0
2020-08-26,1663.0
2020-08-27,1635.0
2020-08-28,1644.0
2020-08-31,1676.0
2020-09-01,1659.0
2020-09-02,1667.0
2020-09-03,1680.0
2020-09-04,1677.0
2020-09-07,1685.0
2020-09-08,1669.0
2020-09-09,1651.0
2020-09-10,1657.0
2020-09-11,1671.0
2020-09-14,1632.0
2020-09-15,1595.0
2020-09-16,1594.0
2020-09-17,1589.0
2020-09-18,1618.0
2020-09-21,1597.0
2020-09-22,1617.0
2020-09-23,1628.0
2020-09-24,1619.0
2020-09-25,1607.0
2020-09-28,1588.0
2020-09-29,1586.0
2020-09-30,1600.0
2020-10-09,1593.0
2020-10-12,1617.0
2020-10-13,1626.0
2020-10-14,1617.0
2020-10-15,1615.0
2020-10-16,1622.0
2020-10-19,1600.0
2020-10-20,1613.0
2020-10-21,1605.0
2020-10-22,1600.0
2020-10-23,1563.0
2020-10-26,1556.0
2020-10-27,1557.0
2020-10-28,1553.0
