datetime,SF2301
2022-01-19,9034.0
2022-01-20,9172.0
2022-01-21,8982.0
2022-01-24,9000.0
2022-01-25,8706.0
2022-01-26,8622.0
2022-01-27,8630.0
2022-01-28,8946.0
2022-02-07,9266.0
2022-02-08,9242.0
2022-02-09,9116.0
2022-02-10,9228.0
2022-02-11,8996.0
2022-02-14,9024.0
2022-02-15,8984.0
2022-02-16,9184.0
2022-02-17,9136.0
2022-02-18,9500.0
2022-02-21,9414.0
2022-02-22,9226.0
2022-02-23,9354.0
2022-02-24,9280.0
2022-02-25,8994.0
2022-02-28,9122.0
2022-03-01,9340.0
2022-03-02,9500.0
2022-03-03,9424.0
2022-03-04,9288.0
2022-03-07,9900.0
2022-03-08,9988.0
2022-03-09,9910.0
2022-03-10,9900.0
2022-03-11,9928.0
2022-03-14,9800.0
2022-03-15,9424.0
2022-03-16,9582.0
2022-03-17,9408.0
2022-03-18,9484.0
2022-03-21,9300.0
2022-03-22,9488.0
2022-03-23,9416.0
2022-03-24,9506.0
2022-03-25,9834.0
2022-03-28,9964.0
2022-03-29,9968.0
2022-03-30,9978.0
2022-03-31,10116.0
2022-04-01,10372.0
2022-04-06,10476.0
2022-04-07,10418.0
2022-04-08,10704.0
2022-04-11,10290.0
2022-04-12,10494.0
2022-04-13,10446.0
2022-04-14,10596.0
2022-04-15,11062.0
2022-04-18,11110.0
2022-04-19,10840.0
2022-04-20,10966.0
2022-04-21,10986.0
2022-04-22,10844.0
2022-04-25,10128.0
2022-04-26,10184.0
2022-04-27,9942.0
2022-04-28,9950.0
2022-04-29,9962.0
2022-05-05,9702.0
2022-05-06,9182.0
2022-05-09,9060.0
2022-05-10,8668.0
2022-05-11,8760.0
2022-05-12,8536.0
2022-05-13,8584.0
2022-05-16,8762.0
2022-05-17,8850.0
2022-05-18,8590.0
2022-05-19,8584.0
2022-05-20,8620.0
2022-05-23,8602.0
2022-05-24,8656.0
2022-05-25,8694.0
2022-05-26,8568.0
2022-05-27,8770.0
2022-05-30,8946.0
2022-05-31,9028.0
2022-06-01,9150.0
2022-06-02,9210.0
2022-06-06,9228.0
2022-06-07,9392.0
2022-06-08,9792.0
2022-06-09,9686.0
2022-06-10,9702.0
2022-06-13,9310.0
2022-06-14,9082.0
2022-06-15,8832.0
2022-06-16,8802.0
2022-06-17,8630.0
2022-06-20,8278.0
2022-06-21,8288.0
2022-06-22,8178.0
2022-06-23,8384.0
2022-06-24,8302.0
2022-06-27,8498.0
2022-06-28,8616.0
2022-06-29,8554.0
2022-06-30,8368.0
2022-07-01,8236.0
2022-07-04,7916.0
2022-07-05,7858.0
2022-07-06,8010.0
2022-07-07,7936.0
2022-07-08,7984.0
2022-07-11,7886.0
2022-07-12,7774.0
