d,c
2024-05-20,2441.0
2024-05-21,2449.0
2024-05-22,2477.0
2024-05-23,2470.0
2024-05-24,2470.0
2024-05-27,2466.0
2024-05-28,2465.0
2024-05-29,2455.0
2024-05-30,2452.0
2024-05-31,2458.0
2024-06-03,2451.0
2024-06-04,2445.0
2024-06-05,2442.0
2024-06-06,2443.0
2024-06-07,2451.0
2024-06-11,2449.0
2024-06-12,2458.0
2024-06-13,2456.0
2024-06-14,2459.0
2024-06-17,2452.0
2024-06-18,2440.0
2024-06-19,2440.0
2024-06-20,2443.0
2024-06-21,2435.0
2024-06-24,2448.0
2024-06-25,2456.0
2024-06-26,2460.0
2024-06-27,2447.0
2024-06-28,2454.0
2024-07-01,2435.0
2024-07-02,2438.0
2024-07-03,2433.0
2024-07-04,2429.0
2024-07-05,2424.0
2024-07-08,2417.0
2024-07-09,2397.0
2024-07-10,2377.0
2024-07-11,2367.0
2024-07-12,2369.0
2024-07-15,2358.0
2024-07-16,2351.0
2024-07-17,2356.0
2024-07-18,2360.0
2024-07-19,2357.0
2024-07-22,2365.0
2024-07-23,2362.0
2024-07-24,2348.0
2024-07-25,2338.0
2024-07-26,2338.0
2024-07-29,2337.0
2024-07-30,2333.0
2024-07-31,2343.0
2024-08-01,2337.0
2024-08-02,2333.0
2024-08-05,2310.0
2024-08-06,2296.0
2024-08-07,2310.0
2024-08-08,2321.0
2024-08-09,2313.0
2024-08-12,2293.0
2024-08-13,2285.0
2024-08-14,2276.0
2024-08-15,2290.0
2024-08-16,2272.0
2024-08-19,2289.0
2024-08-20,2284.0
2024-08-21,2299.0
2024-08-22,2315.0
2024-08-23,2310.0
2024-08-26,2337.0
2024-08-27,2345.0
2024-08-28,2334.0
2024-08-29,2338.0
2024-08-30,2337.0
2024-09-02,2297.0
2024-09-03,2288.0
2024-09-04,2299.0
2024-09-05,2294.0
2024-09-06,2290.0
2024-09-09,2265.0
2024-09-10,2257.0
2024-09-11,2271.0
2024-09-12,2263.0
2024-09-13,2254.0
2024-09-18,2260.0
2024-09-19,2245.0
2024-09-20,2244.0
2024-09-23,2222.0
2024-09-24,2230.0
2024-09-25,2228.0
2024-09-26,2228.0
2024-09-27,2254.0
2024-09-30,2308.0
2024-10-08,2264.0
2024-10-09,2269.0
2024-10-10,2270.0
2024-10-11,2270.0
2024-10-14,2278.0
2024-10-15,2277.0
2024-10-16,2270.0
2024-10-17,2252.0
2024-10-18,2256.0
2024-10-21,2233.0
2024-10-22,2245.0
2024-10-23,2284.0
2024-10-24,2285.0
2024-10-25,2284.0
2024-10-28,2295.0
2024-10-29,2295.0
2024-10-30,2316.0
2024-10-31,2314.0
2024-11-01,2305.0
2024-11-04,2286.0
2024-11-05,2295.0
2024-11-06,2294.0
2024-11-07,2303.0
2024-11-08,2276.0
2024-11-11,2265.0
2024-11-12,2265.0
2024-11-13,2266.0
2024-11-14,2271.0
2024-11-15,2256.0
2024-11-18,2280.0
2024-11-19,2280.0
