datetime,TA2009
2019-09-17,5280.0
2019-09-18,5166.0
2019-09-19,5142.0
2019-09-20,5148.0
2019-09-23,5148.0
2019-09-24,5130.0
2019-09-25,5130.0
2019-09-26,5126.0
2019-09-27,5098.0
2019-09-30,5110.0
2019-10-08,5102.0
2019-10-09,5142.0
2019-10-10,5126.0
2019-10-11,5102.0
2019-10-14,5124.0
2019-10-15,5070.0
2019-10-16,5058.0
2019-10-17,5036.0
2019-10-18,5026.0
2019-10-21,4942.0
2019-10-22,4958.0
2019-10-23,4962.0
2019-10-24,4994.0
2019-10-25,4976.0
2019-10-28,4910.0
2019-10-29,4924.0
2019-10-30,4902.0
2019-10-31,4908.0
2019-11-01,4914.0
2019-11-04,4904.0
2019-11-05,4938.0
2019-11-06,4908.0
2019-11-07,4882.0
2019-11-08,4860.0
2019-11-11,4820.0
2019-11-12,4856.0
2019-11-13,4836.0
2019-11-14,4864.0
2019-11-15,4832.0
2019-11-18,4882.0
2019-11-19,4872.0
2019-11-20,4844.0
2019-11-21,4874.0
2019-11-22,4866.0
2019-11-25,4882.0
2019-11-26,4866.0
2019-11-27,4872.0
2019-11-28,4854.0
2019-11-29,4892.0
2019-12-02,4854.0
2019-12-03,4862.0
2019-12-04,4870.0
2019-12-05,4910.0
2019-12-06,4914.0
2019-12-09,4948.0
2019-12-10,4912.0
2019-12-11,4908.0
2019-12-12,4986.0
2019-12-13,4976.0
2019-12-16,5032.0
2019-12-17,5014.0
2019-12-18,4998.0
2019-12-19,4966.0
2019-12-20,4976.0
2019-12-23,4932.0
2019-12-24,5022.0
2019-12-25,5016.0
2019-12-26,5028.0
2019-12-27,5096.0
2019-12-30,5106.0
2019-12-31,5034.0
2020-01-02,5010.0
2020-01-03,5062.0
2020-01-06,5130.0
2020-01-07,5050.0
2020-01-08,5068.0
2020-01-09,4938.0
2020-01-10,4934.0
2020-01-13,4932.0
2020-01-14,4900.0
2020-01-15,4888.0
2020-01-16,4906.0
2020-01-17,4902.0
2020-01-20,4922.0
2020-01-21,4854.0
2020-01-22,4848.0
2020-01-23,4824.0
2020-02-03,4482.0
2020-02-04,4462.0
2020-02-05,4504.0
2020-02-06,4548.0
2020-02-07,4554.0
2020-02-10,4536.0
2020-02-11,4566.0
2020-02-12,4556.0
2020-02-13,4562.0
2020-02-14,4586.0
2020-02-17,4606.0
2020-02-18,4580.0
2020-02-19,4590.0
2020-02-20,4628.0
2020-02-21,4638.0
2020-02-24,4596.0
2020-02-25,4580.0
2020-02-26,4506.0
2020-02-27,4440.0
2020-02-28,4358.0
2020-03-02,4404.0
2020-03-03,4448.0
2020-03-04,4466.0
2020-03-05,4452.0
2020-03-06,4394.0
2020-03-09,4182.0
2020-03-10,4054.0
2020-03-11,4060.0
2020-03-12,3978.0
2020-03-13,3972.0
2020-03-16,3880.0
2020-03-17,3808.0
2020-03-18,3704.0
2020-03-19,3570.0
2020-03-20,3666.0
2020-03-23,3526.0
2020-03-24,3466.0
2020-03-25,3512.0
2020-03-26,3478.0
2020-03-27,3428.0
2020-03-30,3262.0
2020-03-31,3342.0
2020-04-01,3276.0
2020-04-02,3422.0
2020-04-03,3462.0
2020-04-07,3516.0
2020-04-08,3506.0
2020-04-09,3592.0
2020-04-10,3576.0
2020-04-13,3492.0
2020-04-14,3528.0
2020-04-15,3518.0
2020-04-16,3466.0
2020-04-17,3452.0
2020-04-20,3412.0
2020-04-21,3314.0
2020-04-22,3128.0
2020-04-23,3334.0
2020-04-24,3336.0
2020-04-27,3280.0
2020-04-28,3320.0
2020-04-29,3388.0
2020-04-30,3418.0
2020-05-06,3500.0
2020-05-07,3498.0
2020-05-08,3504.0
2020-05-11,3488.0
2020-05-12,3462.0
2020-05-13,3446.0
2020-05-14,3476.0
2020-05-15,3576.0
2020-05-18,3606.0
2020-05-19,3612.0
2020-05-20,3728.0
2020-05-21,3714.0
2020-05-22,3598.0
2020-05-25,3640.0
2020-05-26,3648.0
2020-05-27,3618.0
2020-05-28,3654.0
2020-05-29,3602.0
2020-06-01,3706.0
2020-06-02,3698.0
2020-06-03,3740.0
2020-06-04,3670.0
2020-06-05,3700.0
2020-06-08,3772.0
2020-06-09,3746.0
2020-06-10,3726.0
2020-06-11,3688.0
2020-06-12,3670.0
2020-06-15,3634.0
2020-06-16,3696.0
2020-06-17,3712.0
2020-06-18,3702.0
2020-06-19,3734.0
2020-06-22,3710.0
2020-06-23,3704.0
2020-06-24,3706.0
2020-06-29,3620.0
2020-06-30,3644.0
2020-07-01,3642.0
2020-07-02,3658.0
2020-07-03,3670.0
2020-07-06,3692.0
2020-07-07,3622.0
2020-07-08,3636.0
2020-07-09,3624.0
2020-07-10,3546.0
2020-07-13,3592.0
2020-07-14,3602.0
2020-07-15,3606.0
2020-07-16,3584.0
2020-07-17,3556.0
2020-07-20,3516.0
2020-07-21,3540.0
2020-07-22,3544.0
2020-07-23,3562.0
2020-07-24,3572.0
2020-07-27,3546.0
2020-07-28,3570.0
2020-07-29,3570.0
2020-07-30,3588.0
2020-07-31,3600.0
2020-08-03,3554.0
2020-08-04,3576.0
2020-08-05,3618.0
2020-08-06,3634.0
2020-08-07,3676.0
2020-08-10,3672.0
2020-08-11,3656.0
2020-08-12,3612.0
2020-08-13,3592.0
2020-08-14,3596.0
2020-08-17,3596.0
2020-08-18,3588.0
2020-08-19,3572.0
2020-08-20,3556.0
2020-08-21,3544.0
2020-08-24,3554.0
2020-08-25,3562.0
2020-08-26,3566.0
2020-08-27,3550.0
2020-08-28,3488.0
2020-08-31,3508.0
2020-09-01,3542.0
2020-09-02,3576.0
2020-09-03,3526.0
2020-09-04,3496.0
2020-09-07,3500.0
2020-09-08,3512.0
2020-09-09,3416.0
2020-09-10,3410.0
2020-09-11,3404.0
2020-09-14,3450.0
