datetime,V1905
2018-05-16,6620.0
2018-05-17,6490.0
2018-05-18,6505.0
2018-05-21,6575.0
2018-05-22,6530.0
2018-05-23,6495.0
2018-05-24,6495.0
2018-05-25,6470.0
2018-05-28,6460.0
2018-05-29,6490.0
2018-05-30,6505.0
2018-05-31,6490.0
2018-06-01,6620.0
2018-06-04,6625.0
2018-06-05,6650.0
2018-06-06,6600.0
2018-06-07,6660.0
2018-06-08,6720.0
2018-06-11,6695.0
2018-06-12,6700.0
2018-06-13,6615.0
2018-06-14,6565.0
2018-06-15,6515.0
2018-06-19,6415.0
2018-06-20,6500.0
2018-06-21,6480.0
2018-06-22,6475.0
2018-06-25,6480.0
2018-06-26,6490.0
2018-06-27,6500.0
2018-06-28,6525.0
2018-06-29,6630.0
2018-07-02,6610.0
2018-07-03,6620.0
2018-07-04,6630.0
2018-07-05,6535.0
2018-07-06,6505.0
2018-07-09,6545.0
2018-07-10,6540.0
2018-07-11,6620.0
2018-07-12,6645.0
2018-07-13,6655.0
2018-07-16,6600.0
2018-07-17,6605.0
2018-07-18,6615.0
2018-07-19,6615.0
2018-07-20,6695.0
2018-07-23,6715.0
2018-07-24,6740.0
2018-07-25,6740.0
2018-07-26,6720.0
2018-07-27,6775.0
2018-07-30,6820.0
2018-07-31,6850.0
2018-08-01,6835.0
2018-08-02,6860.0
2018-08-03,6925.0
2018-08-06,6940.0
2018-08-07,6980.0
2018-08-08,7195.0
2018-08-09,7225.0
2018-08-10,7235.0
2018-08-13,7240.0
2018-08-14,7265.0
2018-08-15,7315.0
2018-08-16,7350.0
2018-08-17,7220.0
2018-08-20,7220.0
2018-08-21,7105.0
2018-08-22,7175.0
2018-08-23,7030.0
2018-08-24,6955.0
2018-08-27,6970.0
2018-08-28,6920.0
2018-08-29,6915.0
2018-08-30,6840.0
2018-08-31,6765.0
2018-09-03,6665.0
2018-09-04,6670.0
2018-09-05,6680.0
2018-09-06,6715.0
2018-09-07,6695.0
2018-09-10,6725.0
2018-09-11,6610.0
2018-09-12,6630.0
2018-09-13,6635.0
2018-09-14,6640.0
2018-09-17,6570.0
2018-09-18,6600.0
2018-09-19,6600.0
2018-09-20,6655.0
2018-09-21,6690.0
2018-09-25,6705.0
2018-09-26,6600.0
2018-09-27,6625.0
2018-09-28,6670.0
2018-10-08,6700.0
2018-10-09,6805.0
2018-10-10,6850.0
2018-10-11,6690.0
2018-10-12,6685.0
2018-10-15,6640.0
2018-10-16,6500.0
2018-10-17,6505.0
