datetime,JM2301
2022-01-18,2011.0
2022-01-19,2069.0
2022-01-20,2058.0
2022-01-21,1980.5
2022-01-24,1970.0
2022-01-25,1968.0
2022-01-27,2031.5
2022-01-28,2044.0
2022-02-07,2076.5
2022-02-08,2148.5
2022-02-09,2129.5
2022-02-10,2106.5
2022-02-11,2150.0
2022-02-14,2176.0
2022-02-15,2130.0
2022-02-17,2150.0
2022-02-18,2220.0
2022-02-21,2304.5
2022-02-22,2337.5
2022-02-23,2329.0
2022-02-24,2323.0
2022-02-25,2180.0
2022-02-28,2268.5
2022-03-01,2395.5
2022-03-02,2436.0
2022-03-03,2481.5
2022-03-04,2471.5
2022-03-07,2618.0
2022-03-08,2530.0
2022-03-09,2560.0
2022-03-10,2522.5
2022-03-11,2460.0
2022-03-14,2400.0
2022-03-15,2410.0
2022-03-16,2509.0
2022-03-17,2504.5
2022-03-18,2673.0
2022-03-21,2650.0
2022-03-22,2656.0
2022-03-23,2733.0
2022-03-24,2750.0
2022-03-25,2840.0
2022-03-28,2832.5
2022-03-29,2880.0
2022-03-30,2807.0
2022-03-31,2834.0
2022-04-01,2825.5
2022-04-06,2811.5
2022-04-07,2738.0
2022-04-08,2736.5
2022-04-11,2710.0
2022-04-12,2833.0
2022-04-13,2803.5
2022-04-14,2924.5
2022-04-15,2970.5
2022-04-18,2950.5
2022-04-19,2874.5
2022-04-20,2872.0
2022-04-21,2900.0
2022-04-22,2831.5
2022-04-25,2721.5
2022-04-26,2759.5
2022-04-27,2691.5
2022-04-28,2700.0
2022-04-29,2675.0
2022-05-05,2603.5
2022-05-06,2557.5
2022-05-09,2505.5
2022-05-10,2475.0
2022-05-11,2520.5
2022-05-12,2411.0
2022-05-13,2444.0
2022-05-16,2548.5
2022-05-17,2560.0
2022-05-18,2459.0
2022-05-19,2487.0
2022-05-20,2528.5
2022-05-23,2424.0
2022-05-24,2361.0
2022-05-25,2373.5
2022-05-26,2336.5
2022-05-27,2409.0
2022-05-30,2501.0
2022-05-31,2528.0
2022-06-01,2614.0
2022-06-02,2626.0
2022-06-06,2700.0
2022-06-07,2677.0
2022-06-08,2734.0
2022-06-09,2702.0
2022-06-10,2684.0
2022-06-13,2684.5
2022-06-14,2656.0
2022-06-15,2510.0
2022-06-16,2470.5
2022-06-17,2435.0
2022-06-20,2217.0
2022-06-21,2199.0
2022-06-22,2175.0
2022-06-23,2257.0
2022-06-24,2176.5
2022-06-27,2255.5
2022-06-28,2365.0
2022-06-29,2342.0
2022-06-30,2225.0
2022-07-01,2147.0
2022-07-04,2079.0
2022-07-05,2110.0
2022-07-06,2110.0
2022-07-07,2096.5
2022-07-08,2006.5
2022-07-11,1996.5
2022-07-12,1935.5
2022-07-13,1906.0
