datetime,FG2105
2020-05-20,1330.0
2020-05-21,1341.0
2020-05-22,1311.0
2020-05-25,1342.0
2020-05-26,1344.0
2020-05-27,1341.0
2020-05-28,1341.0
2020-05-29,1346.0
2020-06-01,1345.0
2020-06-02,1349.0
2020-06-03,1344.0
2020-06-04,1345.0
2020-06-05,1343.0
2020-06-08,1344.0
2020-06-09,1341.0
2020-06-10,1342.0
2020-06-11,1353.0
2020-06-12,1372.0
2020-06-15,1374.0
2020-06-16,1373.0
2020-06-17,1357.0
2020-06-18,1365.0
2020-06-19,1365.0
2020-06-22,1375.0
2020-06-23,1374.0
2020-06-24,1390.0
2020-06-29,1384.0
2020-06-30,1382.0
2020-07-01,1390.0
2020-07-02,1394.0
2020-07-03,1395.0
2020-07-06,1399.0
2020-07-07,1414.0
2020-07-08,1418.0
2020-07-09,1436.0
2020-07-10,1438.0
2020-07-13,1477.0
2020-07-14,1489.0
2020-07-15,1497.0
2020-07-16,1490.0
2020-07-17,1524.0
2020-07-20,1509.0
2020-07-21,1539.0
2020-07-22,1544.0
2020-07-23,1517.0
2020-07-24,1529.0
2020-07-27,1533.0
2020-07-28,1540.0
2020-07-29,1532.0
2020-07-30,1557.0
2020-07-31,1574.0
2020-08-03,1626.0
2020-08-04,1653.0
2020-08-05,1675.0
2020-08-06,1687.0
2020-08-07,1678.0
2020-08-10,1686.0
2020-08-11,1744.0
2020-08-12,1766.0
2020-08-13,1772.0
2020-08-14,1760.0
2020-08-17,1761.0
2020-08-18,1767.0
2020-08-19,1755.0
2020-08-20,1750.0
2020-08-21,1660.0
2020-08-24,1682.0
2020-08-25,1621.0
2020-08-26,1636.0
2020-08-27,1659.0
2020-08-28,1734.0
2020-08-31,1747.0
2020-09-01,1714.0
2020-09-02,1719.0
2020-09-03,1684.0
2020-09-04,1649.0
2020-09-07,1647.0
2020-09-08,1644.0
2020-09-09,1644.0
2020-09-10,1617.0
2020-09-11,1632.0
2020-09-14,1582.0
2020-09-15,1580.0
2020-09-16,1584.0
2020-09-17,1581.0
2020-09-18,1601.0
2020-09-21,1569.0
2020-09-22,1589.0
2020-09-23,1599.0
2020-09-24,1599.0
2020-09-25,1596.0
2020-09-28,1594.0
2020-09-29,1609.0
2020-09-30,1649.0
2020-10-09,1659.0
2020-10-12,1679.0
2020-10-13,1658.0
2020-10-14,1640.0
2020-10-15,1626.0
2020-10-16,1633.0
2020-10-19,1618.0
2020-10-20,1632.0
2020-10-21,1610.0
2020-10-22,1624.0
2020-10-23,1618.0
2020-10-26,1629.0
2020-10-27,1655.0
2020-10-28,1638.0
2020-10-29,1631.0
2020-10-30,1662.0
2020-11-02,1655.0
2020-11-03,1642.0
2020-11-04,1645.0
2020-11-05,1644.0
2020-11-06,1655.0
2020-11-09,1667.0
2020-11-10,1672.0
2020-11-11,1691.0
2020-11-12,1690.0
2020-11-13,1718.0
2020-11-16,1725.0
2020-11-17,1737.0
2020-11-18,1715.0
2020-11-19,1739.0
2020-11-20,1737.0
2020-11-23,1724.0
2020-11-24,1727.0
2020-11-25,1728.0
2020-11-26,1748.0
2020-11-27,1779.0
2020-11-30,1771.0
2020-12-01,1763.0
2020-12-02,1793.0
2020-12-03,1789.0
2020-12-04,1799.0
2020-12-07,1825.0
2020-12-08,1859.0
2020-12-09,1872.0
2020-12-10,1894.0
2020-12-11,1910.0
2020-12-14,1886.0
2020-12-15,1911.0
2020-12-16,1907.0
2020-12-17,1914.0
2020-12-18,1951.0
2020-12-21,1982.0
2020-12-22,1932.0
2020-12-23,1940.0
2020-12-24,1905.0
2020-12-25,1914.0
2020-12-28,1851.0
2020-12-29,1857.0
2020-12-30,1852.0
2020-12-31,1859.0
2021-01-04,1868.0
2021-01-05,1835.0
2021-01-06,1803.0
2021-01-07,1788.0
2021-01-08,1782.0
2021-01-11,1793.0
2021-01-12,1777.0
2021-01-13,1738.0
2021-01-14,1693.0
2021-01-15,1699.0
2021-01-18,1734.0
2021-01-19,1730.0
2021-01-20,1733.0
2021-01-21,1756.0
2021-01-22,1777.0
2021-01-25,1805.0
2021-01-26,1759.0
2021-01-27,1774.0
2021-01-28,1790.0
2021-01-29,1785.0
2021-02-01,1804.0
2021-02-02,1768.0
2021-02-03,1770.0
2021-02-04,1817.0
2021-02-05,1835.0
2021-02-08,1841.0
2021-02-09,1866.0
2021-02-10,1870.0
2021-02-18,1921.0
2021-02-19,1911.0
2021-02-22,1959.0
2021-02-23,1969.0
2021-02-24,1988.0
2021-02-25,2059.0
2021-02-26,2044.0
2021-03-01,2071.0
2021-03-02,2090.0
2021-03-03,2088.0
2021-03-04,2077.0
2021-03-05,2107.0
2021-03-08,2071.0
2021-03-09,2013.0
2021-03-10,2041.0
2021-03-11,1986.0
2021-03-12,1972.0
2021-03-15,2021.0
2021-03-16,2001.0
2021-03-17,2067.0
2021-03-18,2078.0
2021-03-19,2055.0
2021-03-22,2090.0
2021-03-23,2082.0
2021-03-24,2049.0
2021-03-25,2051.0
2021-03-26,2133.0
2021-03-29,2125.0
2021-03-30,2135.0
2021-03-31,2112.0
2021-04-01,2116.0
2021-04-02,2117.0
2021-04-06,2159.0
2021-04-07,2123.0
2021-04-08,2124.0
2021-04-09,2099.0
2021-04-12,2140.0
2021-04-13,2179.0
2021-04-14,2170.0
2021-04-15,2203.0
2021-04-16,2234.0
2021-04-19,2239.0
2021-04-20,2247.0
2021-04-21,2255.0
2021-04-22,2232.0
2021-04-23,2249.0
2021-04-26,2254.0
2021-04-27,2291.0
2021-04-28,2295.0
2021-04-29,2322.0
2021-04-30,2439.0
2021-05-06,2467.0
2021-05-07,2420.0
2021-05-10,2560.0
2021-05-11,2668.0
2021-05-12,2668.0
2021-05-13,2816.0
2021-05-14,2657.0
2021-05-17,2530.0
2021-05-18,2600.0
