datetime,J2005
2019-05-20,2012.5
2019-05-21,2035.0
2019-05-22,2053.5
2019-05-23,2045.0
2019-05-24,2075.0
2019-05-27,2051.0
2019-05-28,2045.0
2019-05-29,2056.5
2019-05-30,2040.5
2019-05-31,1972.5
2019-06-03,1928.0
2019-06-04,1950.0
2019-06-05,1940.0
2019-06-06,1954.0
2019-06-10,1940.0
2019-06-11,1996.0
2019-06-12,1932.0
2019-06-13,1965.5
2019-06-14,1932.5
2019-06-17,1903.0
2019-06-18,1900.0
2019-06-19,1904.0
2019-06-20,1915.0
2019-06-21,1921.5
2019-06-24,1939.5
2019-06-25,1952.0
2019-06-26,1987.0
2019-06-27,1956.5
2019-06-28,1962.0
2019-07-01,2016.0
2019-07-02,2003.0
2019-07-03,2007.5
2019-07-04,2047.5
2019-07-05,2048.5
2019-07-08,2020.0
2019-07-09,2021.0
2019-07-10,2001.0
2019-07-11,2005.0
2019-07-12,2020.5
2019-07-15,2048.5
2019-07-16,2060.0
2019-07-17,2093.5
2019-07-18,2082.0
2019-07-19,2082.0
2019-07-22,2050.0
2019-07-23,2059.0
2019-07-24,2039.5
2019-07-25,2049.5
2019-07-26,2145.5
2019-07-29,2159.0
2019-07-30,2148.5
2019-07-31,2128.5
2019-08-01,2102.0
2019-08-02,2048.0
2019-08-05,2002.0
2019-08-06,1984.0
2019-08-07,1986.0
2019-08-08,1985.0
2019-08-09,1906.5
2019-08-12,1962.0
2019-08-13,1947.0
2019-08-14,1927.0
2019-08-15,1939.0
2019-08-16,1930.0
2019-08-19,1923.0
2019-08-20,1923.5
2019-08-21,1915.0
2019-08-22,1905.5
2019-08-23,1903.5
2019-08-26,1843.0
2019-08-27,1836.0
2019-08-28,1839.0
2019-08-29,1811.0
2019-08-30,1835.5
2019-09-02,1856.5
2019-09-03,1830.0
2019-09-04,1855.0
2019-09-05,1861.0
2019-09-06,1855.0
2019-09-09,1896.0
2019-09-10,1890.0
2019-09-11,1901.0
2019-09-12,1926.0
2019-09-16,1920.5
2019-09-17,1904.5
2019-09-18,1897.5
2019-09-19,1878.0
2019-09-20,1847.0
2019-09-23,1882.0
2019-09-24,1820.0
2019-09-25,1831.0
2019-09-26,1833.0
2019-09-27,1814.0
2019-09-30,1813.0
2019-10-08,1826.0
2019-10-09,1795.0
2019-10-10,1805.0
2019-10-11,1810.0
2019-10-14,1769.0
2019-10-15,1771.5
2019-10-16,1747.5
2019-10-17,1749.5
2019-10-18,1744.5
2019-10-21,1723.5
2019-10-22,1726.0
2019-10-23,1745.5
2019-10-24,1751.0
2019-10-25,1765.0
2019-10-28,1725.0
2019-10-29,1725.5
2019-10-30,1715.5
2019-10-31,1704.0
2019-11-01,1701.0
2019-11-04,1674.5
2019-11-05,1691.0
2019-11-06,1684.5
2019-11-07,1683.0
2019-11-08,1703.0
2019-11-11,1664.0
2019-11-12,1670.0
2019-11-13,1671.0
2019-11-14,1704.5
2019-11-15,1715.5
2019-11-18,1690.5
2019-11-19,1733.0
2019-11-20,1738.5
2019-11-21,1737.0
2019-11-22,1761.0
2019-11-25,1822.0
2019-11-26,1779.0
2019-11-27,1785.0
2019-11-28,1791.5
2019-11-29,1783.5
2019-12-02,1786.5
2019-12-03,1781.0
2019-12-04,1788.0
2019-12-05,1797.5
2019-12-06,1805.0
2019-12-09,1860.0
2019-12-10,1854.0
2019-12-11,1863.0
2019-12-12,1845.0
2019-12-13,1848.0
2019-12-16,1825.5
2019-12-17,1854.5
2019-12-18,1862.0
2019-12-19,1887.5
2019-12-20,1872.0
2019-12-23,1863.0
2019-12-24,1854.0
2019-12-25,1846.0
2019-12-26,1852.5
2019-12-27,1855.5
2019-12-30,1861.5
2019-12-31,1883.0
2020-01-02,1868.0
2020-01-03,1867.0
2020-01-06,1883.0
2020-01-07,1891.0
2020-01-08,1908.5
2020-01-09,1879.5
2020-01-10,1882.0
2020-01-13,1848.0
2020-01-14,1862.0
2020-01-15,1852.5
2020-01-16,1857.5
2020-01-17,1875.0
2020-01-20,1880.5
2020-01-21,1861.0
2020-01-22,1859.0
2020-01-23,1832.0
2020-02-03,1733.0
2020-02-04,1778.0
2020-02-05,1775.0
2020-02-06,1793.5
2020-02-07,1793.5
2020-02-10,1799.0
2020-02-11,1855.0
2020-02-12,1886.0
2020-02-13,1880.0
2020-02-14,1881.5
2020-02-17,1871.0
2020-02-18,1849.0
2020-02-19,1842.0
2020-02-20,1875.0
2020-02-21,1867.0
2020-02-24,1864.0
2020-02-25,1870.0
2020-02-26,1844.0
2020-02-27,1805.0
2020-02-28,1789.0
2020-03-02,1838.0
2020-03-03,1828.5
2020-03-04,1833.0
2020-03-05,1830.0
2020-03-06,1801.0
2020-03-09,1813.5
2020-03-10,1820.5
2020-03-11,1822.0
2020-03-12,1827.5
2020-03-13,1879.0
2020-03-16,1846.5
2020-03-17,1851.5
2020-03-18,1828.5
2020-03-19,1809.5
2020-03-20,1786.0
2020-03-23,1765.0
2020-03-24,1795.5
2020-03-25,1801.0
2020-03-26,1793.0
2020-03-27,1800.0
2020-03-30,1767.0
2020-03-31,1763.5
2020-04-01,1731.0
2020-04-02,1750.0
2020-04-03,1739.0
2020-04-07,1748.5
2020-04-08,1767.5
2020-04-09,1775.0
2020-04-10,1778.0
2020-04-13,1794.5
2020-04-14,1776.0
2020-04-15,1769.0
2020-04-16,1782.0
2020-04-17,1779.5
2020-04-20,1777.0
2020-04-21,1755.5
2020-04-22,1775.5
2020-04-23,1779.5
2020-04-24,1788.0
2020-04-27,1780.0
2020-04-28,1755.0
2020-04-29,1757.0
2020-04-30,1700.0
2020-05-06,1705.0
2020-05-07,1725.5
2020-05-08,1710.0
2020-05-11,1703.0
2020-05-12,1720.0
2020-05-13,1702.0
2020-05-14,1723.5
2020-05-18,1879.0
2020-05-19,1703.5
