datetime,FG2405
2023-05-18,1451.0
2023-05-19,1432.0
2023-05-22,1347.0
2023-05-23,1331.0
2023-05-24,1294.0
2023-05-25,1303.0
2023-05-26,1309.0
2023-05-29,1325.0
2023-05-30,1300.0
2023-05-31,1294.0
2023-06-01,1315.0
2023-06-02,1382.0
2023-06-05,1365.0
2023-06-06,1364.0
2023-06-07,1350.0
2023-06-08,1363.0
2023-06-09,1374.0
2023-06-12,1369.0
2023-06-13,1399.0
2023-06-14,1410.0
2023-06-15,1398.0
2023-06-16,1417.0
2023-06-19,1364.0
2023-06-20,1358.0
2023-06-21,1333.0
2023-06-26,1315.0
2023-06-27,1332.0
2023-06-28,1334.0
2023-06-29,1342.0
2023-06-30,1359.0
2023-07-03,1364.0
2023-07-04,1376.0
2023-07-05,1374.0
2023-07-06,1371.0
2023-07-07,1369.0
2023-07-10,1367.0
2023-07-11,1386.0
2023-07-12,1395.0
2023-07-13,1400.0
2023-07-14,1426.0
2023-07-17,1389.0
2023-07-18,1422.0
2023-07-19,1449.0
2023-07-20,1435.0
2023-07-21,1421.0
2023-07-24,1398.0
2023-07-25,1428.0
2023-07-26,1464.0
2023-07-27,1475.0
2023-07-28,1481.0
2023-07-31,1530.0
2023-08-01,1586.0
2023-08-02,1588.0
2023-08-03,1542.0
2023-08-04,1567.0
2023-08-07,1510.0
2023-08-08,1499.0
2023-08-09,1501.0
2023-08-10,1496.0
2023-08-11,1523.0
2023-08-14,1499.0
2023-08-15,1482.0
2023-08-16,1475.0
2023-08-17,1482.0
2023-08-18,1481.0
2023-08-21,1542.0
2023-08-22,1518.0
2023-08-23,1529.0
2023-08-24,1539.0
2023-08-25,1557.0
2023-08-28,1519.0
2023-08-29,1510.0
2023-08-30,1626.0
2023-08-31,1652.0
2023-09-01,1650.0
2023-09-04,1627.0
2023-09-05,1636.0
2023-09-06,1652.0
2023-09-07,1625.0
2023-09-08,1577.0
2023-09-11,1617.0
2023-09-12,1622.0
2023-09-13,1570.0
2023-09-14,1583.0
2023-09-15,1591.0
2023-09-18,1594.0
2023-09-19,1608.0
2023-09-20,1610.0
2023-09-21,1580.0
2023-09-22,1624.0
2023-09-25,1580.0
2023-09-26,1569.0
2023-09-27,1570.0
2023-09-28,1559.0
2023-10-09,1595.0
2023-10-10,1537.0
2023-10-11,1539.0
2023-10-12,1558.0
2023-10-13,1543.0
2023-10-16,1553.0
2023-10-17,1539.0
2023-10-18,1542.0
2023-10-19,1581.0
2023-10-20,1552.0
2023-10-23,1509.0
2023-10-24,1520.0
2023-10-25,1536.0
2023-10-26,1537.0
2023-10-27,1547.0
2023-10-30,1551.0
2023-10-31,1557.0
2023-11-01,1544.0
2023-11-02,1562.0
2023-11-03,1592.0
2023-11-06,1601.0
2023-11-07,1615.0
2023-11-08,1625.0
2023-11-09,1630.0
2023-11-10,1674.0
2023-11-13,1616.0
2023-11-14,1596.0
2023-11-15,1609.0
2023-11-16,1626.0
2023-11-17,1639.0
2023-11-20,1690.0
2023-11-21,1687.0
2023-11-22,1672.0
2023-11-23,1715.0
2023-11-24,1733.0
2023-11-27,1758.0
2023-11-28,1749.0
2023-11-29,1821.0
2023-11-30,1825.0
2023-12-01,1909.0
2023-12-04,1926.0
2023-12-05,1885.0
2023-12-06,1922.0
2023-12-07,1995.0
2023-12-08,1951.0
2023-12-11,1901.0
2023-12-12,1880.0
2023-12-13,1832.0
2023-12-14,1834.0
2023-12-15,1815.0
2023-12-18,1777.0
2023-12-19,1788.0
2023-12-20,1810.0
2023-12-21,1894.0
2023-12-22,1911.0
2023-12-25,1872.0
2023-12-26,1875.0
2023-12-27,1888.0
2023-12-28,1891.0
2023-12-29,1913.0
2024-01-02,1880.0
2024-01-03,1965.0
2024-01-04,1910.0
2024-01-05,1879.0
2024-01-08,1853.0
2024-01-09,1861.0
2024-01-10,1767.0
2024-01-11,1787.0
2024-01-12,1739.0
2024-01-15,1731.0
2024-01-16,1750.0
2024-01-17,1734.0
2024-01-18,1755.0
