datetime,CY2401
2023-02-01,23090.0
2023-02-07,23060.0
2023-02-08,22825.0
2023-02-09,22935.0
2023-02-10,22685.0
2023-02-15,21960.0
2023-02-17,21830.0
2023-02-21,22275.0
2023-02-23,22055.0
2023-03-16,21760.0
2023-03-20,21630.0
2023-03-29,21895.0
2023-04-12,22260.0
2023-04-14,22495.0
2023-04-24,22075.0
2023-04-25,22515.0
2023-04-26,22770.0
2023-04-27,22640.0
2023-04-28,22855.0
2023-05-04,23010.0
2023-05-05,23405.0
2023-05-09,22925.0
2023-05-10,23015.0
2023-05-11,23035.0
2023-05-12,22765.0
2023-05-15,23100.0
2023-05-16,23095.0
2023-05-17,23060.0
2023-05-18,23160.0
2023-05-19,23375.0
2023-05-22,23415.0
2023-05-23,23400.0
2023-05-24,23005.0
2023-05-25,22865.0
2023-05-26,22760.0
2023-05-29,22875.0
2023-05-30,22735.0
2023-05-31,22715.0
2023-06-01,23460.0
2023-06-02,23235.0
2023-06-05,23665.0
2023-06-06,23635.0
2023-06-07,23575.0
2023-06-09,23765.0
2023-06-12,23685.0
2023-06-13,23755.0
2023-06-14,23780.0
2023-06-15,23775.0
2023-06-16,23800.0
2023-06-19,23420.0
2023-06-20,23575.0
2023-06-21,23330.0
2023-06-27,23220.0
2023-06-28,23305.0
2023-06-30,23585.0
2023-07-03,23770.0
2023-07-04,23535.0
2023-07-05,23570.0
2023-07-06,23600.0
2023-07-07,23650.0
2023-07-10,23625.0
2023-07-11,23780.0
2023-07-12,24220.0
2023-07-13,24175.0
2023-07-14,24075.0
2023-07-17,23815.0
2023-07-18,24000.0
2023-07-19,23940.0
2023-07-20,24155.0
2023-07-21,24140.0
2023-07-24,23980.0
2023-07-25,24395.0
2023-07-26,24445.0
2023-07-27,24445.0
2023-07-28,24390.0
2023-07-31,24450.0
2023-08-01,24500.0
2023-08-02,24520.0
2023-08-03,24200.0
2023-08-04,24115.0
2023-08-07,24210.0
2023-08-08,24030.0
2023-08-09,23955.0
2023-08-10,23850.0
2023-08-11,23830.0
2023-08-14,23775.0
2023-08-15,23780.0
2023-08-16,23465.0
2023-08-17,23090.0
2023-08-18,23280.0
2023-08-21,23320.0
2023-08-22,23340.0
2023-08-23,23485.0
2023-08-24,23575.0
2023-08-25,23870.0
2023-08-28,23810.0
2023-08-29,23600.0
2023-08-30,23790.0
2023-08-31,23515.0
2023-09-01,23820.0
2023-09-04,23245.0
2023-09-05,23345.0
2023-09-06,23430.0
2023-09-07,22650.0
2023-09-08,22580.0
2023-09-11,22950.0
2023-09-12,23140.0
2023-09-13,22835.0
2023-09-14,22935.0
2023-09-15,23340.0
2023-09-18,23345.0
2023-09-19,23490.0
2023-09-20,23230.0
2023-09-21,23330.0
2023-09-22,23285.0
2023-09-25,23210.0
2023-09-26,23070.0
2023-09-27,23310.0
2023-09-28,23795.0
2023-10-09,23800.0
2023-10-10,23335.0
2023-10-11,23225.0
2023-10-12,23130.0
2023-10-13,23080.0
2023-10-16,22990.0
2023-10-17,22585.0
2023-10-18,22340.0
2023-10-19,22140.0
2023-10-20,21835.0
2023-10-23,21660.0
2023-10-24,21820.0
2023-10-25,21850.0
2023-10-26,21840.0
2023-10-27,21775.0
2023-10-30,21935.0
2023-10-31,21570.0
2023-11-01,21330.0
2023-11-02,21620.0
2023-11-03,21765.0
2023-11-06,21730.0
2023-11-07,21605.0
2023-11-08,21720.0
2023-11-09,21690.0
2023-11-10,21695.0
2023-11-13,21550.0
2023-11-14,21745.0
2023-11-15,21750.0
2023-11-16,21810.0
2023-11-17,21680.0
2023-11-20,21350.0
2023-11-21,20500.0
2023-11-22,20640.0
2023-11-23,20565.0
2023-11-24,20415.0
2023-11-27,20210.0
2023-11-28,20435.0
2023-11-29,20995.0
2023-11-30,21025.0
2023-12-01,20735.0
2023-12-04,20590.0
2023-12-05,20485.0
2023-12-06,20865.0
2023-12-07,20725.0
2023-12-08,20910.0
2023-12-11,20795.0
2023-12-12,20725.0
2023-12-13,20680.0
2023-12-14,20730.0
2023-12-15,20915.0
2023-12-18,20675.0
2023-12-19,20590.0
2023-12-20,20825.0
2023-12-21,20830.0
2023-12-22,20945.0
2023-12-25,20670.0
2023-12-26,20280.0
2023-12-27,20390.0
2023-12-28,20505.0
2023-12-29,20320.0
2024-01-02,20550.0
2024-01-03,20540.0
2024-01-04,21100.0
2024-01-08,20640.0
2024-01-09,20675.0
2024-01-10,20525.0
2024-01-12,20595.0
2024-01-15,21000.0
