datetime,L2105
2020-05-20,6550.0
2020-05-21,6565.0
2020-05-22,6480.0
2020-05-25,6525.0
2020-05-26,6535.0
2020-05-27,6530.0
2020-05-28,6565.0
2020-05-29,6530.0
2020-06-01,6680.0
2020-06-02,6665.0
2020-06-03,6715.0
2020-06-04,6590.0
2020-06-05,6650.0
2020-06-08,6650.0
2020-06-09,6670.0
2020-06-10,6670.0
2020-06-11,6655.0
2020-06-12,6660.0
2020-06-15,6615.0
2020-06-16,6775.0
2020-06-17,6775.0
2020-06-18,6785.0
2020-06-19,6755.0
2020-06-22,6740.0
2020-06-23,6755.0
2020-06-24,6810.0
2020-06-29,6705.0
2020-06-30,6800.0
2020-07-01,6795.0
2020-07-02,6820.0
2020-07-03,6920.0
2020-07-06,7095.0
2020-07-07,7115.0
2020-07-08,7080.0
2020-07-09,7120.0
2020-07-10,7035.0
2020-07-13,7085.0
2020-07-14,7065.0
2020-07-15,7075.0
2020-07-16,7010.0
2020-07-17,6990.0
2020-07-20,7000.0
2020-07-21,6995.0
2020-07-22,6930.0
2020-07-23,6915.0
2020-07-24,6860.0
2020-07-27,6960.0
2020-07-28,7010.0
2020-07-29,7025.0
2020-07-30,6975.0
2020-07-31,6930.0
2020-08-03,6995.0
2020-08-04,7095.0
2020-08-05,7090.0
2020-08-06,7085.0
2020-08-07,7065.0
2020-08-10,7010.0
2020-08-11,7015.0
2020-08-12,6980.0
2020-08-13,6900.0
2020-08-14,6965.0
2020-08-17,7010.0
2020-08-18,7130.0
2020-08-19,7115.0
2020-08-20,7230.0
2020-08-21,7135.0
2020-08-24,7110.0
2020-08-25,7235.0
2020-08-26,7225.0
2020-08-27,7330.0
2020-08-28,7305.0
2020-08-31,7430.0
2020-09-01,7420.0
2020-09-02,7590.0
2020-09-03,7560.0
2020-09-04,7580.0
2020-09-07,7495.0
2020-09-08,7470.0
2020-09-09,7430.0
2020-09-10,7360.0
2020-09-11,7335.0
2020-09-14,7320.0
2020-09-15,7305.0
2020-09-16,7365.0
2020-09-17,7245.0
2020-09-18,7325.0
2020-09-21,7375.0
2020-09-22,7205.0
2020-09-23,7195.0
2020-09-24,7120.0
2020-09-25,7240.0
2020-09-28,7200.0
2020-09-29,7205.0
2020-09-30,7085.0
2020-10-09,7305.0
2020-10-12,7410.0
2020-10-13,7365.0
2020-10-14,7365.0
2020-10-15,7275.0
2020-10-16,7245.0
2020-10-19,7210.0
2020-10-20,7240.0
2020-10-21,7240.0
2020-10-22,7220.0
2020-10-23,7160.0
2020-10-26,7205.0
2020-10-27,7220.0
2020-10-28,7220.0
2020-10-29,7145.0
2020-10-30,7195.0
2020-11-02,7355.0
2020-11-03,7395.0
2020-11-04,7350.0
2020-11-05,7305.0
2020-11-06,7330.0
2020-11-09,7310.0
2020-11-10,7255.0
2020-11-11,7345.0
2020-11-12,7375.0
2020-11-13,7490.0
2020-11-16,7570.0
2020-11-17,7610.0
2020-11-18,7645.0
2020-11-19,7710.0
2020-11-20,7590.0
2020-11-23,7715.0
2020-11-24,7770.0
2020-11-25,7705.0
2020-11-26,7685.0
2020-11-27,7765.0
2020-11-30,7745.0
2020-12-01,7710.0
2020-12-02,7605.0
2020-12-03,7575.0
2020-12-04,7755.0
2020-12-07,7910.0
2020-12-08,7840.0
2020-12-09,7820.0
2020-12-10,7840.0
2020-12-11,7955.0
2020-12-14,7945.0
2020-12-15,7815.0
2020-12-16,7825.0
2020-12-17,7890.0
2020-12-18,7955.0
2020-12-21,7815.0
2020-12-22,7760.0
2020-12-23,7765.0
2020-12-24,7900.0
2020-12-25,7665.0
