d,c
2024-05-20,2849.0
2024-05-21,2856.0
2024-05-22,2878.0
2024-05-23,2882.0
2024-05-24,2873.0
2024-05-27,2874.0
2024-05-28,2880.0
2024-05-29,2868.0
2024-05-30,2861.0
2024-05-31,2856.0
2024-06-03,2850.0
2024-06-04,2843.0
2024-06-05,2844.0
2024-06-06,2849.0
2024-06-07,2852.0
2024-06-11,2845.0
2024-06-12,2844.0
2024-06-13,2843.0
2024-06-14,2859.0
2024-06-17,2846.0
2024-06-18,2834.0
2024-06-19,2840.0
2024-06-20,2850.0
2024-06-21,2850.0
2024-06-24,2867.0
2024-06-25,2872.0
2024-06-26,2869.0
2024-06-27,2858.0
2024-06-28,2859.0
2024-07-01,2846.0
2024-07-02,2845.0
2024-07-03,2849.0
2024-07-04,2840.0
2024-07-05,2844.0
2024-07-08,2832.0
2024-07-09,2820.0
2024-07-10,2800.0
2024-07-11,2790.0
2024-07-12,2786.0
2024-07-15,2782.0
2024-07-16,2766.0
2024-07-17,2761.0
2024-07-18,2769.0
2024-07-19,2761.0
2024-07-22,2774.0
2024-07-23,2771.0
2024-07-24,2770.0
2024-07-25,2767.0
2024-07-26,2760.0
2024-07-29,2754.0
2024-07-30,2748.0
2024-07-31,2759.0
2024-08-01,2753.0
2024-08-02,2740.0
2024-08-05,2704.0
2024-08-06,2695.0
2024-08-07,2696.0
2024-08-08,2695.0
2024-08-09,2701.0
2024-08-12,2664.0
2024-08-13,2649.0
2024-08-14,2647.0
2024-08-15,2673.0
2024-08-16,2660.0
2024-08-19,2686.0
2024-08-20,2676.0
2024-08-21,2690.0
2024-08-22,2709.0
2024-08-23,2717.0
2024-08-26,2742.0
2024-08-27,2746.0
2024-08-28,2725.0
2024-08-29,2733.0
2024-08-30,2738.0
2024-09-02,2705.0
2024-09-03,2695.0
2024-09-04,2699.0
2024-09-05,2700.0
2024-09-06,2686.0
2024-09-09,2660.0
2024-09-10,2655.0
2024-09-11,2676.0
2024-09-12,2664.0
2024-09-13,2648.0
2024-09-18,2644.0
2024-09-19,2633.0
2024-09-20,2633.0
2024-09-23,2608.0
2024-09-24,2627.0
2024-09-25,2614.0
2024-09-26,2629.0
2024-09-27,2646.0
2024-09-30,2698.0
2024-10-08,2671.0
2024-10-09,2669.0
2024-10-10,2668.0
2024-10-11,2667.0
2024-10-14,2676.0
2024-10-15,2675.0
2024-10-16,2672.0
2024-10-17,2652.0
2024-10-18,2657.0
2024-10-21,2635.0
2024-10-22,2661.0
2024-10-23,2694.0
2024-10-24,2691.0
2024-10-25,2698.0
2024-10-28,2706.0
2024-10-29,2703.0
2024-10-30,2729.0
2024-10-31,2726.0
2024-11-01,2717.0
2024-11-04,2694.0
2024-11-05,2699.0
2024-11-06,2690.0
2024-11-07,2693.0
2024-11-08,2672.0
2024-11-11,2654.0
2024-11-12,2647.0
2024-11-13,2648.0
2024-11-14,2659.0
2024-11-15,2647.0
2024-11-18,2671.0
2024-11-19,2671.0
2024-11-20,2655.0
2024-11-21,2649.0
2024-11-22,2639.0
2024-11-25,2634.0
2024-11-26,2633.0
2024-11-27,2620.0
2024-11-28,2617.0
2024-11-29,2602.0
2024-12-02,2587.0
2024-12-03,2592.0
2024-12-04,2559.0
2024-12-05,2566.0
2024-12-06,2546.0
2024-12-09,2542.0
2024-12-10,2568.0
2024-12-11,2577.0
2024-12-12,2571.0
2024-12-13,2564.0
2024-12-16,2570.0
2024-12-17,2544.0
2024-12-18,2528.0
2024-12-19,2526.0
2024-12-20,2539.0
2024-12-23,2547.0
2024-12-24,2549.0
2024-12-25,2569.0
2024-12-26,2569.0
2024-12-27,2591.0
2024-12-30,2596.0
2024-12-31,2586.0
2025-01-02,2581.0
2025-01-03,2559.0
2025-01-06,2564.0
2025-01-07,2569.0
2025-01-08,2580.0
2025-01-09,2580.0
2025-01-10,2597.0
2025-01-13,2612.0
2025-01-14,2632.0
2025-01-15,2627.0
2025-01-16,2635.0
2025-01-17,2636.0
2025-01-20,2634.0
2025-01-21,2636.0
2025-01-22,2623.0
2025-01-23,2630.0
2025-01-24,2603.0
2025-01-27,2627.0
2025-02-05,2628.0
2025-02-06,2651.0
2025-02-07,2637.0
2025-02-10,2654.0
2025-02-11,2657.0
2025-02-12,2667.0
2025-02-13,2663.0
2025-02-14,2672.0
2025-02-17,2655.0
2025-02-18,2651.0
2025-02-19,2646.0
2025-02-20,2625.0
2025-02-21,2631.0
2025-02-24,2658.0
2025-02-25,2646.0
2025-02-26,2635.0
2025-02-27,2664.0
2025-02-28,2664.0
2025-03-03,2687.0
2025-03-04,2692.0
2025-03-05,2652.0
2025-03-06,2681.0
2025-03-07,2684.0
2025-03-10,2700.0
2025-03-11,2708.0
2025-03-12,2692.0
2025-03-13,2676.0
2025-03-14,2694.0
2025-03-17,2676.0
2025-03-18,2682.0
2025-03-19,2670.0
2025-03-20,2669.0
2025-03-21,2681.0
2025-03-24,2658.0
2025-03-25,2657.0
2025-03-26,2645.0
2025-03-27,2651.0
2025-03-28,2640.0
2025-03-31,2629.0
2025-04-01,2626.0
2025-04-02,2639.0
2025-04-03,2645.0
2025-04-07,2645.0
2025-04-08,2655.0
2025-04-09,2637.0
2025-04-10,2641.0
2025-04-11,2643.0
2025-04-14,2642.0
2025-04-15,2647.0
2025-04-16,2646.0
2025-04-17,2645.0
2025-04-18,2635.0
2025-04-21,2637.0
2025-04-22,2658.0
2025-04-23,2657.0
2025-04-24,2674.0
2025-04-25,2671.0
2025-04-28,2689.0
2025-04-29,2688.0
2025-04-30,2714.0
2025-05-06,2689.0
2025-05-07,2715.0
2025-05-08,2698.0
2025-05-09,2704.0
2025-05-12,2704.0
2025-05-13,2680.0
2025-05-14,2667.0
2025-05-15,2667.0
2025-05-19,2641.0
