datetime,J2501
2024-01-16,2281.0
2024-01-18,2333.5
2024-01-19,2344.0
2024-01-22,2375.5
2024-01-23,2381.5
2024-01-25,2403.5
2024-01-26,2359.5
2024-01-29,2345.0
2024-01-30,2374.0
2024-01-31,2279.0
2024-02-01,2295.0
2024-02-02,2270.0
2024-02-05,2283.5
2024-02-07,2255.0
2024-02-08,2285.0
2024-02-19,2210.0
2024-02-20,2209.0
2024-02-21,2286.0
2024-02-22,2350.0
2024-02-23,2315.5
2024-02-26,2253.0
2024-02-27,2341.5
2024-02-28,2340.0
2024-02-29,2332.0
2024-03-01,2308.0
2024-03-04,2302.5
2024-03-05,2285.5
2024-03-06,2264.0
2024-03-07,2270.5
2024-03-08,2291.5
2024-03-11,2254.5
2024-03-12,2278.0
2024-03-13,2248.0
2024-03-14,2232.5
2024-03-15,2190.0
2024-03-18,2199.0
2024-03-19,2218.5
2024-03-20,2224.0
2024-03-21,2235.0
2024-03-22,2227.0
2024-03-25,2218.5
2024-03-26,2166.0
2024-03-27,2153.0
2024-03-28,2138.5
2024-03-29,2081.5
2024-04-01,2096.0
2024-04-02,2090.5
2024-04-03,2097.0
2024-04-08,2111.5
2024-04-09,2138.0
2024-04-10,2131.0
2024-04-11,2203.0
2024-04-12,2250.5
2024-04-15,2275.0
2024-04-16,2261.0
2024-04-17,2310.0
2024-04-18,2327.0
2024-04-19,2330.5
2024-04-22,2317.0
2024-04-23,2284.5
2024-04-24,2347.5
2024-04-25,2351.0
2024-04-26,2396.0
2024-04-29,2407.0
2024-04-30,2413.5
2024-05-06,2477.0
2024-05-07,2444.0
2024-05-08,2383.0
2024-05-09,2377.5
2024-05-10,2335.5
2024-05-13,2326.5
2024-05-14,2256.5
2024-05-15,2255.0
2024-05-16,2311.0
2024-05-17,2337.5
2024-05-20,2354.5
2024-05-21,2347.5
2024-05-22,2428.0
2024-05-23,2405.5
2024-05-24,2439.5
2024-05-27,2410.5
2024-05-28,2398.0
2024-05-29,2443.0
2024-05-30,2414.0
2024-05-31,2346.5
2024-06-03,2346.5
2024-06-04,2335.5
2024-06-05,2325.5
2024-06-06,2325.5
2024-06-07,2338.5
2024-06-11,2285.0
2024-06-12,2324.5
2024-06-13,2349.5
2024-06-14,2417.5
2024-06-17,2365.5
2024-06-18,2358.5
2024-06-19,2372.0
2024-06-20,2336.0
2024-06-21,2301.0
2024-06-24,2281.5
2024-06-25,2296.0
2024-06-26,2355.0
2024-06-27,2312.5
2024-06-28,2330.0
2024-07-01,2395.5
2024-07-02,2396.0
2024-07-03,2436.0
2024-07-04,2408.0
2024-07-05,2340.0
2024-07-08,2315.0
2024-07-09,2330.0
2024-07-10,2306.0
2024-07-11,2325.0
2024-07-12,2329.5
2024-07-15,2377.5
2024-07-16,2372.0
2024-07-17,2320.0
2024-07-18,2306.5
2024-07-19,2266.5
2024-07-22,2225.0
2024-07-23,2190.0
2024-07-24,2192.0
2024-07-25,2163.0
2024-07-26,2185.0
2024-07-29,2165.5
2024-07-30,2119.0
2024-07-31,2137.0
2024-08-01,2121.5
2024-08-02,2129.0
2024-08-05,2121.0
2024-08-06,2102.5
2024-08-07,2092.0
2024-08-08,2062.0
2024-08-09,2055.0
2024-08-12,2010.0
2024-08-13,1941.0
2024-08-14,1885.5
2024-08-15,1903.0
2024-08-16,1900.5
2024-08-19,1896.0
2024-08-20,1892.0
2024-08-21,1969.5
2024-08-22,1923.0
2024-08-23,1889.0
2024-08-26,1973.0
2024-08-27,1990.0
2024-08-28,1988.5
2024-08-29,1991.0
2024-08-30,1996.5
2024-09-02,1931.0
2024-09-03,1918.0
2024-09-04,1843.0
2024-09-05,1815.5
2024-09-06,1797.5
2024-09-09,1780.0
2024-09-10,1772.0
2024-09-11,1831.5
2024-09-12,1863.5
2024-09-13,1866.0
2024-09-18,1857.0
2024-09-19,1914.5
2024-09-20,1882.5
2024-09-23,1812.5
2024-09-24,1925.0
2024-09-25,1953.0
2024-09-26,1999.5
2024-09-27,2055.0
2024-09-30,2257.0
2024-10-08,2143.0
2024-10-09,2128.5
2024-10-10,2094.5
2024-10-11,2139.0
2024-10-14,2176.5
2024-10-15,2149.0
2024-10-16,2101.5
2024-10-17,1966.0
2024-10-18,1988.0
2024-10-21,1997.5
2024-10-22,1978.5
2024-10-23,1956.0
2024-10-24,1961.0
2024-10-25,1990.0
2024-10-28,2067.0
2024-10-29,2025.5
2024-10-30,2048.0
2024-10-31,2028.0
2024-11-01,1996.5
2024-11-04,2051.0
2024-11-05,2047.0
2024-11-06,1972.0
2024-11-07,2003.0
2024-11-08,1989.0
2024-11-11,1934.5
2024-11-12,1929.5
2024-11-13,1936.0
2024-11-14,1916.5
2024-11-15,1902.0
2024-11-18,1923.0
2024-11-19,1944.5
2024-11-20,1918.5
2024-11-21,1962.0
2024-11-22,1905.0
2024-11-25,1911.0
2024-11-26,1909.5
2024-11-27,1905.0
2024-11-28,1865.5
2024-11-29,1875.5
2024-12-02,1867.0
2024-12-03,1858.5
2024-12-04,1828.0
2024-12-05,1811.0
2024-12-06,1811.5
2024-12-09,1800.5
2024-12-10,1860.5
2024-12-11,1895.0
2024-12-12,1904.0
2024-12-13,1835.0
2024-12-16,1815.0
2024-12-17,1789.0
2024-12-18,1757.0
2024-12-19,1754.5
2024-12-20,1766.5
2024-12-23,1783.5
2024-12-24,1789.5
2024-12-25,1783.5
2024-12-26,1775.5
2024-12-27,1771.0
2024-12-30,1782.0
2024-12-31,1760.0
2025-01-02,1816.0
2025-01-03,1681.5
2025-01-06,1708.5
2025-01-07,1708.5
2025-01-08,1738.5
2025-01-14,1850.0
