datetime,SM2209
2021-09-15,8798.0
2021-09-16,8882.0
2021-09-17,8856.0
2021-09-22,9368.0
2021-09-23,10348.0
2021-09-24,9680.0
2021-09-27,10226.0
2021-09-28,10546.0
2021-09-29,10198.0
2021-09-30,10616.0
2021-10-08,10486.0
2021-10-11,10680.0
2021-10-12,10496.0
2021-10-13,9500.0
2021-10-14,9956.0
2021-10-15,10050.0
2021-10-18,10142.0
2021-10-19,10288.0
2021-10-20,9406.0
2021-10-21,9016.0
2021-10-22,9074.0
2021-10-25,8956.0
2021-10-26,9240.0
2021-10-27,8258.0
2021-10-28,8700.0
2021-10-29,8700.0
2021-11-01,8818.0
2021-11-02,8430.0
2021-11-03,8576.0
2021-11-04,8556.0
2021-11-05,8252.0
2021-11-08,8364.0
2021-11-09,8432.0
2021-11-10,8224.0
2021-11-11,8488.0
2021-11-12,8380.0
2021-11-15,8056.0
2021-11-16,8034.0
2021-11-17,7960.0
2021-11-18,7704.0
2021-11-19,7806.0
2021-11-22,7830.0
2021-11-23,8164.0
2021-11-24,8260.0
2021-11-25,8332.0
2021-11-26,7816.0
2021-11-29,8108.0
2021-11-30,8166.0
2021-12-01,8346.0
2021-12-02,8200.0
2021-12-03,8226.0
2021-12-06,8110.0
2021-12-07,8124.0
2021-12-08,7962.0
2021-12-09,8052.0
2021-12-10,8042.0
2021-12-13,8154.0
2021-12-14,8110.0
2021-12-15,7940.0
2021-12-16,7920.0
2021-12-17,7922.0
2021-12-20,8192.0
2021-12-21,8218.0
2021-12-22,8050.0
2021-12-23,7982.0
2021-12-24,8286.0
2021-12-27,8168.0
2021-12-28,8150.0
2021-12-29,8344.0
2021-12-30,8264.0
2021-12-31,8126.0
2022-01-04,8012.0
2022-01-05,8010.0
2022-01-06,8178.0
2022-01-07,8250.0
2022-01-10,8386.0
2022-01-11,8360.0
2022-01-12,8370.0
2022-01-13,8492.0
2022-01-14,8502.0
2022-01-17,8094.0
2022-01-18,8172.0
2022-01-19,8238.0
2022-01-20,8246.0
2022-01-21,8006.0
2022-01-24,8060.0
2022-01-25,8014.0
2022-01-26,7986.0
2022-01-27,8004.0
2022-01-28,8292.0
2022-02-07,8408.0
2022-02-08,8406.0
2022-02-09,8306.0
2022-02-10,8326.0
2022-02-11,8076.0
2022-02-14,8044.0
2022-02-15,8088.0
2022-02-16,8162.0
2022-02-17,8092.0
2022-02-18,8314.0
2022-02-21,8444.0
2022-02-22,8388.0
2022-02-23,8464.0
2022-02-24,8392.0
2022-02-25,8108.0
2022-02-28,8392.0
2022-03-01,8482.0
2022-03-02,8474.0
2022-03-03,8526.0
2022-03-04,8520.0
2022-03-07,8698.0
2022-03-08,8728.0
2022-03-09,8746.0
2022-03-10,8888.0
2022-03-11,8900.0
2022-03-14,8852.0
2022-03-15,8680.0
2022-03-16,8912.0
2022-03-17,8818.0
2022-03-18,8780.0
2022-03-21,8760.0
2022-03-22,8670.0
2022-03-23,8596.0
2022-03-24,8620.0
2022-03-25,8768.0
2022-03-28,8814.0
2022-03-29,8854.0
2022-03-30,8740.0
2022-03-31,8730.0
2022-04-01,8734.0
2022-04-06,8928.0
2022-04-07,8714.0
2022-04-08,8880.0
2022-04-11,8688.0
2022-04-12,8738.0
2022-04-13,8704.0
2022-04-14,8766.0
2022-04-15,8898.0
2022-04-18,9040.0
2022-04-19,8940.0
2022-04-20,8962.0
2022-04-21,8934.0
2022-04-22,8912.0
2022-04-25,8472.0
2022-04-26,8502.0
2022-04-27,8520.0
2022-04-28,8548.0
2022-04-29,8536.0
2022-05-05,8572.0
2022-05-06,8388.0
2022-05-09,8276.0
2022-05-10,8100.0
2022-05-11,8158.0
2022-05-12,8054.0
2022-05-13,8148.0
2022-05-16,8280.0
2022-05-17,8380.0
2022-05-18,8280.0
2022-05-19,8238.0
2022-05-20,8268.0
2022-05-23,8408.0
2022-05-24,8416.0
2022-05-25,8440.0
2022-05-26,8234.0
2022-05-27,8436.0
2022-05-30,8492.0
2022-05-31,8468.0
2022-06-01,8434.0
2022-06-02,8530.0
2022-06-06,8512.0
2022-06-07,8582.0
2022-06-08,8620.0
2022-06-09,8658.0
2022-06-10,8644.0
2022-06-13,8340.0
2022-06-14,8300.0
2022-06-15,8242.0
2022-06-16,8154.0
2022-06-17,8038.0
2022-06-20,7830.0
2022-06-21,7862.0
2022-06-22,7718.0
2022-06-23,7760.0
2022-06-24,7698.0
2022-06-27,7962.0
2022-06-28,7964.0
2022-06-29,7982.0
2022-06-30,7892.0
2022-07-01,7894.0
2022-07-04,7700.0
