datetime,B2409
2023-09-18,4100.0
2023-09-19,4058.0
2023-09-20,4094.0
2023-09-21,4045.0
2023-09-22,4048.0
2023-09-25,4046.0
2023-09-26,4047.0
2023-09-27,4050.0
2023-09-28,4063.0
2023-10-09,4003.0
2023-10-10,3943.0
2023-10-11,3952.0
2023-10-12,3949.0
2023-10-13,3998.0
2023-10-16,4001.0
2023-10-17,3991.0
2023-10-18,4005.0
2023-10-19,4003.0
2023-10-20,4000.0
2023-10-23,3973.0
2023-10-24,3972.0
2023-10-25,3980.0
2023-10-26,4003.0
2023-10-27,4011.0
2023-10-30,4035.0
2023-10-31,3991.0
2023-11-01,4005.0
2023-11-02,4031.0
2023-11-03,4066.0
2023-11-06,4113.0
2023-11-07,4109.0
2023-11-08,4118.0
2023-11-09,4111.0
2023-11-10,4086.0
2023-11-13,4108.0
2023-11-14,4122.0
2023-11-15,4155.0
2023-11-16,4155.0
2023-11-17,4124.0
2023-11-20,4106.0
2023-11-21,4110.0
2023-11-22,4114.0
2023-11-23,4060.0
2023-11-24,4077.0
2023-11-27,4049.0
2023-11-28,4051.0
2023-11-29,4055.0
2023-11-30,4082.0
2023-12-01,4011.0
2023-12-04,3985.0
2023-12-05,3981.0
2023-12-06,3978.0
2023-12-07,3971.0
2023-12-08,4012.0
2023-12-11,4025.0
2023-12-12,4051.0
2023-12-13,4024.0
2023-12-14,3996.0
2023-12-15,3990.0
2023-12-18,3971.0
2023-12-19,3966.0
2023-12-20,3955.0
2023-12-21,3956.0
2023-12-22,3919.0
2023-12-25,3934.0
2023-12-26,3938.0
2023-12-27,3966.0
2023-12-28,3963.0
2023-12-29,3916.0
2024-01-02,3856.0
2024-01-03,3847.0
2024-01-04,3849.0
2024-01-05,3821.0
2024-01-08,3774.0
2024-01-09,3781.0
2024-01-10,3787.0
2024-01-11,3775.0
2024-01-12,3754.0
2024-01-15,3732.0
2024-01-16,3742.0
2024-01-17,3706.0
2024-01-18,3676.0
2024-01-19,3698.0
2024-01-22,3706.0
2024-01-23,3710.0
2024-01-24,3731.0
2024-01-25,3733.0
2024-01-26,3693.0
2024-01-29,3617.0
2024-01-30,3567.0
2024-01-31,3591.0
2024-02-01,3619.0
2024-02-02,3585.0
2024-02-05,3576.0
2024-02-06,3587.0
2024-02-07,3564.0
2024-02-08,3591.0
2024-02-19,3621.0
2024-02-20,3610.0
2024-02-21,3602.0
2024-02-22,3598.0
2024-02-23,3602.0
2024-02-26,3593.0
2024-02-27,3615.0
2024-02-28,3618.0
2024-02-29,3648.0
2024-03-01,3715.0
2024-03-04,3754.0
2024-03-05,3745.0
2024-03-06,3758.0
2024-03-07,3768.0
2024-03-08,3849.0
2024-03-11,3826.0
2024-03-12,3847.0
2024-03-13,3842.0
2024-03-14,3884.0
2024-03-15,3885.0
2024-03-18,3873.0
2024-03-19,3886.0
2024-03-20,3917.0
2024-03-21,3986.0
2024-03-22,3926.0
2024-03-25,3878.0
2024-03-26,3877.0
2024-03-27,3868.0
2024-03-28,3840.0
2024-03-29,3908.0
2024-04-01,3954.0
2024-04-02,3906.0
2024-04-03,3914.0
2024-04-08,3913.0
2024-04-09,3914.0
2024-04-10,3890.0
2024-04-11,3873.0
2024-04-12,3893.0
2024-04-15,3927.0
2024-04-16,3914.0
2024-04-17,3784.0
2024-04-18,3795.0
2024-04-19,3828.0
2024-04-22,3827.0
2024-04-23,3895.0
2024-04-24,3958.0
2024-04-25,3912.0
2024-04-26,3948.0
2024-04-29,3946.0
2024-04-30,3952.0
2024-05-06,4045.0
2024-05-07,4165.0
